fromNode,toNode,Confidence,InteractionType,Genes
xcb02020,xcb02040,3,Interact,"XC_2245; XC_2297; XC_3724"
xcb00061,xcb01040,4,Interact,"XC_0396; XC_0429; XC_3227; XC_4092"
xcb02040,xcb02040,34,Interact,"XC_2231; XC_2232; XC_2234; XC_2235; XC_2236; XC_2237; XC_2238; XC_2239; XC_2240; XC_2241; XC_2243; XC_2244; XC_2245; XC_2246; XC_2247; XC_2259; XC_2260; XC_2261; XC_2262; XC_2263; XC_2264; XC_2265; XC_2267; XC_2268; XC_2269; XC_2270; XC_2272; XC_2273; XC_2277; XC_2278; XC_2297; XC_2298; XC_3724; XC_3725"
xcb01100,xcb00250,22,Interact,"XC_0031; XC_0032; XC_0194; XC_0753; XC_0800; XC_1367; XC_1751; XC_1768; XC_1770; XC_1780; XC_1871; XC_1876; XC_2346; XC_2348; XC_2744; XC_2806; XC_2848; XC_3193; XC_3282; XC_3374; XC_3663; XC_3907"
xcb02020,xcb01501,2,Interact,"XC_0828; XC_1235"
xcb00061,xcb00780,8,Interact,"XC_0396; XC_0429; XC_2876; XC_3225; XC_3227; XC_3652; XC_4087; XC_4092"
xcb02040,xcb04626,1,Interact,XC_2245
xcb01100,xcb00910,6,Interact,"XC_0031; XC_0032; XC_0194; XC_1751; XC_1768; XC_1770"
xcb02020,xcb04626,2,Interact,"XC_0828; XC_2245"
xcb00364,xcb01120,3,Interact,"XC_0539; XC_0540; XC_1552"
xcb00400,xcb01130,25,Interact,"XC_0100; XC_0473; XC_0481; XC_0483; XC_0484; XC_0530; XC_0548; XC_0623; XC_0889; XC_1268; XC_1269; XC_1567; XC_1573; XC_1575; XC_1577; XC_2379; XC_2643; XC_2644; XC_2665; XC_2760; XC_3224; XC_3313; XC_3676; XC_4041; XC_4173"
xcb01100,xcb01110,261,Interact,"XC_0031; XC_0032; XC_0098; XC_0100; XC_0104; XC_0143; XC_0150; XC_0162; XC_0188; XC_0204; XC_0207; XC_0208; XC_0247; XC_0248; XC_0330; XC_0356; XC_0391; XC_0402; XC_0421; XC_0422; XC_0423; XC_0425; XC_0427; XC_0441; XC_0443; XC_0444; XC_0467; XC_0469; XC_0473; XC_0474; XC_0481; XC_0483; XC_0484; XC_0489; XC_0509; XC_0510; XC_0518; XC_0527; XC_0529; XC_0530; XC_0539; XC_0540; XC_0548; XC_0550; XC_0553; XC_0581; XC_0588; XC_0623; XC_0649; XC_0662; XC_0673; XC_0686; XC_0725; XC_0775; XC_0800; XC_0833; XC_0834; XC_0836; XC_0837; XC_0838; XC_0839; XC_0840; XC_0841; XC_0872; XC_0873; XC_0882; XC_0886; XC_0889; XC_0892; XC_0899; XC_0929; XC_0944; XC_0963; XC_0972; XC_0976; XC_0977; XC_0978; XC_0979; XC_0982; XC_0983; XC_1047; XC_1063; XC_1064; XC_1075; XC_1103; XC_1121; XC_1166; XC_1217; XC_1223; XC_1232; XC_1233; XC_1252; XC_1253; XC_1255; XC_1265; XC_1268; XC_1269; XC_1322; XC_1324; XC_1356; XC_1372; XC_1404; XC_1429; XC_1516; XC_1552; XC_1563; XC_1567; XC_1569; XC_1573; XC_1575; XC_1577; XC_1578; XC_1587; XC_1613; XC_1614; XC_1678; XC_1701; XC_1846; XC_1847; XC_1871; XC_1872; XC_1873; XC_1875; XC_1876; XC_1880; XC_1934; XC_1957; XC_1975; XC_1976; XC_1977; XC_1981; XC_1982; XC_1983; XC_1985; XC_2090; XC_2174; XC_2181; XC_2203; XC_2206; XC_2326; XC_2329; XC_2349; XC_2374; XC_2375; XC_2376; XC_2377; XC_2378; XC_2379; XC_2380; XC_2381; XC_2386; XC_2388; XC_2389; XC_2445; XC_2455; XC_2461; XC_2465; XC_2466; XC_2467; XC_2468; XC_2493; XC_2516; XC_2525; XC_2528; XC_2529; XC_2531; XC_2549; XC_2643; XC_2644; XC_2659; XC_2665; XC_2687; XC_2724; XC_2725; XC_2742; XC_2744; XC_2749; XC_2750; XC_2751; XC_2760; XC_2806; XC_2818; XC_2822; XC_2834; XC_2848; XC_2870; XC_2871; XC_2881; XC_2894; XC_2941; XC_2943; XC_2957; XC_2975; XC_3037; XC_3050; XC_3085; XC_3088; XC_3106; XC_3135; XC_3159; XC_3213; XC_3224; XC_3268; XC_3282; XC_3287; XC_3288; XC_3307; XC_3313; XC_3358; XC_3359; XC_3362; XC_3374; XC_3380; XC_3400; XC_3420; XC_3421; XC_3432; XC_3433; XC_3449; XC_3471; XC_3488; XC_3537; XC_3538; XC_3539; XC_3541; XC_3544; XC_3578; XC_3594; XC_3608; XC_3609; XC_3649; XC_3655; XC_3676; XC_3689; XC_3691; XC_3810; XC_3830; XC_3854; XC_3886; XC_3896; XC_3897; XC_3907; XC_3941; XC_4015; XC_4041; XC_4045; XC_4070; XC_4082; XC_4099; XC_4103; XC_4108; XC_4149; XC_4155; XC_4170; XC_4173; XC_4186; XC_4197; XC_4205; XC_4220; XC_4244; XC_4315"
xcb02020,xcb02010,4,Interact,"XC_2707; XC_2708; XC_4058; XC_4059"
xcb00364,xcb01130,3,Interact,"XC_0539; XC_0540; XC_1552"
xcb00400,xcb01230,26,Interact,"XC_0100; XC_0165; XC_0473; XC_0481; XC_0483; XC_0484; XC_0530; XC_0548; XC_0623; XC_0889; XC_1268; XC_1269; XC_1567; XC_1573; XC_1575; XC_1577; XC_2379; XC_2643; XC_2644; XC_2665; XC_2760; XC_3224; XC_3313; XC_3676; XC_4041; XC_4173"
xcb01100,xcb00010,32,Interact,"XC_0098; XC_0104; XC_0441; XC_0443; XC_0444; XC_0588; XC_0686; XC_0775; XC_0872; XC_0972; XC_0976; XC_0978; XC_0979; XC_1166; XC_1223; XC_1404; XC_1587; XC_1976; XC_2445; XC_2465; XC_2531; XC_2751; XC_3050; XC_3287; XC_3421; XC_3488; XC_3608; XC_3689; XC_3691; XC_3941; XC_4149; XC_4244"
xcb02020,xcb03070,1,Interact,XC_0828
xcb00364,xcb01100,3,Interact,"XC_0539; XC_0540; XC_1552"
xcb00400,xcb00260,2,Interact,"XC_1575; XC_1577"
xcb01100,xcb00030,26,Interact,"XC_0098; XC_0122; XC_0162; XC_0469; XC_0553; XC_0725; XC_0872; XC_0899; XC_0929; XC_0979; XC_1075; XC_1568; XC_1973; XC_1974; XC_1975; XC_1977; XC_2465; XC_2659; XC_3358; XC_3400; XC_3468; XC_3608; XC_3941; XC_4082; XC_4170; XC_4205"
xcb02020,xcb01503,5,Interact,"XC_0828; XC_2916; XC_2972; XC_4030; XC_4031"
xcb00364,xcb01110,3,Interact,"XC_0539; XC_0540; XC_1552"
xcb00400,xcb01100,27,Interact,"XC_0100; XC_0165; XC_0473; XC_0481; XC_0483; XC_0484; XC_0530; XC_0548; XC_0623; XC_0889; XC_1268; XC_1269; XC_1567; XC_1573; XC_1575; XC_1577; XC_2379; XC_2643; XC_2644; XC_2665; XC_2760; XC_3224; XC_3313; XC_3676; XC_4041; XC_4103; XC_4173"
xcb01100,xcb00051,16,Interact,"XC_0098; XC_0150; XC_0162; XC_0872; XC_0979; XC_1587; XC_1742; XC_1744; XC_2477; XC_2727; XC_3608; XC_3609; XC_3627; XC_3941; XC_4155; XC_4191"
xcb02020,xcb00550,1,Interact,XC_3111
xcb00364,xcb00361,3,Interact,"XC_0539; XC_0540; XC_1552"
xcb00400,xcb01110,26,Interact,"XC_0100; XC_0473; XC_0481; XC_0483; XC_0484; XC_0530; XC_0548; XC_0623; XC_0889; XC_1268; XC_1269; XC_1567; XC_1573; XC_1575; XC_1577; XC_2379; XC_2643; XC_2644; XC_2665; XC_2760; XC_3224; XC_3313; XC_3676; XC_4041; XC_4103; XC_4173"
xcb01100,xcb00620,28,Interact,"XC_0104; XC_0110; XC_0204; XC_0247; XC_0441; XC_0443; XC_0444; XC_0527; XC_0529; XC_0550; XC_0588; XC_0821; XC_0837; XC_0978; XC_1578; XC_1952; XC_2445; XC_2742; XC_2751; XC_2822; XC_2881; XC_2943; XC_3307; XC_3421; XC_3479; XC_3689; XC_3691; XC_4149"
xcb02020,xcb01502,2,Interact,"XC_3111; XC_3873"
xcb00364,xcb00623,3,Interact,"XC_0539; XC_0540; XC_1552"
xcb00400,xcb00360,5,Interact,"XC_0100; XC_0165; XC_0889; XC_2379; XC_2665"
xcb01100,xcb00053,10,Interact,"XC_0150; XC_0553; XC_0951; XC_0954; XC_1306; XC_2445; XC_2733; XC_3421; XC_4155; XC_4205"
xcb02020,xcb00860,1,Interact,XC_3897
xcb00364,xcb00364,3,Interact,"XC_0539; XC_0540; XC_1552"
xcb00400,xcb00350,4,Interact,"XC_0100; XC_0889; XC_2379; XC_2665"
xcb01100,xcb01220,14,Interact,"XC_0154; XC_0366; XC_0368; XC_0379; XC_0380; XC_0381; XC_0382; XC_0383; XC_0553; XC_0686; XC_0775; XC_0953; XC_1702; XC_4205"
xcb00220,xcb01120,4,Interact,"XC_0194; XC_0882; XC_1768; XC_1770"
xcb00930,xcb01120,5,Interact,"XC_0553; XC_0953; XC_1702; XC_2975; XC_4205"
xcb00400,xcb00270,1,Interact,XC_0100
xcb01100,xcb00362,13,Interact,"XC_0154; XC_0204; XC_0368; XC_0379; XC_0380; XC_0381; XC_0382; XC_0383; XC_2205; XC_2206; XC_2809; XC_2943; XC_2975"
xcb00220,xcb01130,8,Interact,"XC_0800; XC_0882; XC_1871; XC_1872; XC_1873; XC_1875; XC_1876; XC_4015"
xcb00930,xcb01130,3,Interact,"XC_0553; XC_2975; XC_4205"
xcb00400,xcb00340,3,Interact,"XC_0889; XC_2379; XC_2665"
xcb01100,xcb00622,2,Interact,"XC_0154; XC_0366"
xcb00220,xcb01230,11,Interact,"XC_0194; XC_0800; XC_0882; XC_1768; XC_1770; XC_1871; XC_1872; XC_1873; XC_1875; XC_1876; XC_4015"
xcb00930,xcb01200,3,Interact,"XC_0553; XC_2975; XC_4205"
xcb00400,xcb00400,27,Interact,"XC_0100; XC_0165; XC_0473; XC_0481; XC_0483; XC_0484; XC_0530; XC_0548; XC_0623; XC_0889; XC_1268; XC_1269; XC_1567; XC_1573; XC_1575; XC_1577; XC_2379; XC_2643; XC_2644; XC_2665; XC_2760; XC_3224; XC_3313; XC_3676; XC_4041; XC_4103; XC_4173"
xcb01100,xcb00360,10,Interact,"XC_0100; XC_0154; XC_0165; XC_0450; XC_0886; XC_0889; XC_2379; XC_2665; XC_3037; XC_3420"
xcb00220,xcb01100,13,Interact,"XC_0194; XC_0800; XC_0882; XC_1751; XC_1768; XC_1770; XC_1869; XC_1871; XC_1872; XC_1873; XC_1875; XC_1876; XC_4015"
xcb00930,xcb01100,5,Interact,"XC_0553; XC_0953; XC_1702; XC_2975; XC_4205"
xcb00400,xcb00401,5,Interact,"XC_0100; XC_0889; XC_2379; XC_2665; XC_2760"
xcb01100,xcb02020,20,Interact,"XC_0194; XC_0204; XC_1300; XC_1301; XC_1454; XC_1455; XC_1519; XC_1768; XC_1770; XC_1792; XC_1793; XC_1794; XC_1884; XC_1885; XC_2564; XC_2943; XC_3762; XC_3763; XC_3897; XC_4131"
xcb00220,xcb00250,7,Interact,"XC_0194; XC_0800; XC_1751; XC_1768; XC_1770; XC_1871; XC_1876"
xcb00930,xcb01110,3,Interact,"XC_0553; XC_2975; XC_4205"
xcb00400,xcb00130,1,Interact,XC_4103
xcb01100,xcb00220,13,Interact,"XC_0194; XC_0800; XC_0882; XC_1751; XC_1768; XC_1770; XC_1869; XC_1871; XC_1872; XC_1873; XC_1875; XC_1876; XC_4015"
xcb00220,xcb00910,4,Interact,"XC_0194; XC_1751; XC_1768; XC_1770"
xcb00930,xcb00030,2,Interact,"XC_0553; XC_4205"
xcb00401,xcb01130,5,Interact,"XC_0100; XC_0889; XC_2379; XC_2665; XC_2760"
xcb01100,xcb00630,25,Interact,"XC_0194; XC_0204; XC_0247; XC_0248; XC_0581; XC_0944; XC_0977; XC_1232; XC_1233; XC_1452; XC_1768; XC_1770; XC_1847; XC_1973; XC_2326; XC_2329; XC_2751; XC_2943; XC_3135; XC_3213; XC_3307; XC_3544; XC_3649; XC_3689; XC_4315"
xcb00220,xcb01110,8,Interact,"XC_0800; XC_0882; XC_1871; XC_1872; XC_1873; XC_1875; XC_1876; XC_4015"
xcb00930,xcb00053,2,Interact,"XC_0553; XC_4205"
xcb00401,xcb01230,5,Interact,"XC_0100; XC_0889; XC_2379; XC_2665; XC_2760"
xcb01100,xcb01212,26,Interact,"XC_0119; XC_0204; XC_0222; XC_0396; XC_0429; XC_0527; XC_0529; XC_0578; XC_1238; XC_1578; XC_1672; XC_2205; XC_2206; XC_2331; XC_2876; XC_2881; XC_2943; XC_2975; XC_3225; XC_3227; XC_3228; XC_3229; XC_3651; XC_3652; XC_4087; XC_4092"
xcb00220,xcb02020,3,Interact,"XC_0194; XC_1768; XC_1770"
xcb00930,xcb01220,4,Interact,"XC_0553; XC_0953; XC_1702; XC_4205"
xcb00401,xcb01100,5,Interact,"XC_0100; XC_0889; XC_2379; XC_2665; XC_2760"
xcb01100,xcb00071,12,Interact,"XC_0204; XC_0686; XC_0775; XC_1238; XC_2205; XC_2206; XC_2331; XC_2445; XC_2809; XC_2943; XC_2975; XC_3421"
xcb00220,xcb00220,13,Interact,"XC_0194; XC_0800; XC_0882; XC_1751; XC_1768; XC_1770; XC_1869; XC_1871; XC_1872; XC_1873; XC_1875; XC_1876; XC_4015"
xcb00930,xcb00362,1,Interact,XC_2975
xcb00401,xcb01110,5,Interact,"XC_0100; XC_0889; XC_2379; XC_2665; XC_2760"
xcb01100,xcb00072,4,Interact,"XC_0204; XC_1956; XC_2357; XC_2943"
xcb00220,xcb00630,3,Interact,"XC_0194; XC_1768; XC_1770"
xcb00930,xcb01212,1,Interact,XC_2975
xcb00401,xcb00360,4,Interact,"XC_0100; XC_0889; XC_2379; XC_2665"
xcb01100,xcb00280,18,Interact,"XC_0204; XC_0254; XC_0255; XC_0256; XC_1759; XC_2206; XC_2356; XC_2357; XC_2445; XC_2751; XC_2941; XC_2943; XC_2975; XC_2977; XC_2981; XC_3380; XC_3421; XC_3689"
xcb00220,xcb00300,1,Interact,XC_0882
xcb00930,xcb00071,1,Interact,XC_2975
xcb00401,xcb00350,4,Interact,"XC_0100; XC_0889; XC_2379; XC_2665"
xcb01100,xcb00310,9,Interact,"XC_0204; XC_1780; XC_2445; XC_2749; XC_2750; XC_2809; XC_2943; XC_2975; XC_3421"
xcb00220,xcb01210,5,Interact,"XC_0800; XC_0882; XC_1872; XC_1873; XC_1875"
xcb00930,xcb00280,1,Interact,XC_2975
xcb00401,xcb00270,1,Interact,XC_0100
xcb01100,xcb00900,10,Interact,"XC_0204; XC_1516; XC_1678; XC_2455; XC_2528; XC_2529; XC_2871; XC_2943; XC_3085; XC_3359"
xcb00220,xcb00330,1,Interact,XC_4015
xcb00930,xcb00310,1,Interact,XC_2975
xcb00401,xcb00340,3,Interact,"XC_0889; XC_2379; XC_2665"
xcb01100,xcb00380,14,Interact,"XC_0204; XC_0446; XC_0886; XC_2445; XC_2679; XC_2681; XC_2682; XC_2749; XC_2809; XC_2943; XC_2975; XC_3032; XC_3037; XC_3421"
xcb00220,xcb00290,1,Interact,XC_0800
xcb00930,xcb00380,1,Interact,XC_2975
xcb00401,xcb00400,5,Interact,"XC_0100; XC_0889; XC_2379; XC_2665; XC_2760"
xcb01100,xcb00640,15,Interact,"XC_0204; XC_0527; XC_0529; XC_1063; XC_1064; XC_1578; XC_1759; XC_2326; XC_2751; XC_2881; XC_2943; XC_2975; XC_2981; XC_3689; XC_4149"
xcb00220,xcb00430,1,Interact,XC_1751
xcb00930,xcb00640,1,Interact,XC_2975
xcb00401,xcb00401,5,Interact,"XC_0100; XC_0889; XC_2379; XC_2665; XC_2760"
xcb01100,xcb00650,15,Interact,"XC_0119; XC_0204; XC_0550; XC_0839; XC_0840; XC_1780; XC_1956; XC_1981; XC_1982; XC_1983; XC_1985; XC_2205; XC_2357; XC_2943; XC_2975"
xcb00630,xcb01120,19,Interact,"XC_0194; XC_0204; XC_0247; XC_0248; XC_0809; XC_0944; XC_1452; XC_1768; XC_1770; XC_1821; XC_1973; XC_2326; XC_2329; XC_2751; XC_2943; XC_3213; XC_3307; XC_3544; XC_3689"
xcb00930,xcb00650,1,Interact,XC_2975
xcb00290,xcb01130,9,Interact,"XC_0356; XC_0391; XC_0800; XC_0838; XC_0839; XC_0840; XC_0841; XC_2941; XC_3380"
xcb01100,xcb00361,4,Interact,"XC_0226; XC_0539; XC_0540; XC_1552"
xcb00630,xcb01130,21,Interact,"XC_0204; XC_0581; XC_0944; XC_0977; XC_1232; XC_1233; XC_1847; XC_2326; XC_2329; XC_2751; XC_2943; XC_3135; XC_3139; XC_3213; XC_3307; XC_3544; XC_3649; XC_3689; XC_3993; XC_4037; XC_4315"
xcb00930,xcb00930,5,Interact,"XC_0553; XC_0953; XC_1702; XC_2975; XC_4205"
xcb00290,xcb01200,2,Interact,"XC_0391; XC_0838"
xcb01100,xcb00625,5,Interact,"XC_0226; XC_0686; XC_0775; XC_2445; XC_3421"
xcb00630,xcb01200,21,Interact,"XC_0204; XC_0247; XC_0248; XC_0809; XC_0944; XC_1232; XC_1452; XC_1821; XC_1973; XC_2326; XC_2329; XC_2751; XC_2943; XC_3135; XC_3139; XC_3213; XC_3307; XC_3544; XC_3689; XC_3993; XC_4037"
xcb00930,xcb00281,1,Interact,XC_2975
xcb00290,xcb01230,12,Interact,"XC_0356; XC_0391; XC_0800; XC_0833; XC_0834; XC_0836; XC_0837; XC_0838; XC_0839; XC_0840; XC_0841; XC_3380"
xcb01100,xcb00230,55,Interact,"XC_0002; XC_0288; XC_0290; XC_0304; XC_0467; XC_0509; XC_0510; XC_0690; XC_0873; XC_0946; XC_0957; XC_0958; XC_0978; XC_0993; XC_0994; XC_1228; XC_1322; XC_1324; XC_1385; XC_1386; XC_1387; XC_1499; XC_1613; XC_1614; XC_1832; XC_1934; XC_1935; XC_2203; XC_2525; XC_2687; XC_2744; XC_2880; XC_2957; XC_3106; XC_3156; XC_3157; XC_3158; XC_3193; XC_3222; XC_3244; XC_3255; XC_3282; XC_3316; XC_3346; XC_3347; XC_3358; XC_3578; XC_3586; XC_3608; XC_3780; XC_3941; XC_4075; XC_4076; XC_4109; XC_4180"
xcb00630,xcb01230,8,Interact,"XC_0194; XC_0944; XC_1768; XC_1770; XC_2326; XC_2329; XC_3213; XC_3544"
xcb00930,xcb00410,1,Interact,XC_2975
xcb00290,xcb00260,2,Interact,"XC_0391; XC_0838"
xcb01100,xcb00627,3,Interact,"XC_0366; XC_1519; XC_4131"
xcb00630,xcb00260,7,Interact,"XC_1232; XC_1233; XC_2751; XC_3135; XC_3544; XC_3689; XC_4315"
xcb00930,xcb00903,1,Interact,XC_2975
xcb00290,xcb01100,13,Interact,"XC_0356; XC_0391; XC_0800; XC_0833; XC_0834; XC_0836; XC_0837; XC_0838; XC_0839; XC_0840; XC_0841; XC_2941; XC_3380"
xcb01100,xcb00670,13,Interact,"XC_0326; XC_0510; XC_0901; XC_1232; XC_1322; XC_1933; XC_2724; XC_2725; XC_3106; XC_3443; XC_3444; XC_3496; XC_3544"
xcb00630,xcb00680,3,Interact,"XC_1452; XC_3307; XC_3544"
xcb00930,xcb01040,1,Interact,XC_2975
xcb00290,xcb00250,1,Interact,XC_0800
xcb01100,xcb00623,4,Interact,"XC_0366; XC_0539; XC_0540; XC_1552"
xcb00630,xcb01100,25,Interact,"XC_0194; XC_0204; XC_0247; XC_0248; XC_0581; XC_0944; XC_0977; XC_1232; XC_1233; XC_1452; XC_1768; XC_1770; XC_1847; XC_1973; XC_2326; XC_2329; XC_2751; XC_2943; XC_3135; XC_3213; XC_3307; XC_3544; XC_3649; XC_3689; XC_4315"
xcb00300,xcb01120,12,Interact,"XC_0662; XC_0882; XC_1103; XC_1253; XC_1372; XC_1569; XC_1701; XC_2349; XC_2389; XC_2493; XC_2851; XC_2854"
xcb00290,xcb01110,13,Interact,"XC_0356; XC_0391; XC_0800; XC_0833; XC_0834; XC_0836; XC_0837; XC_0838; XC_0839; XC_0840; XC_0841; XC_2941; XC_3380"
xcb01100,xcb00643,3,Interact,"XC_0452; XC_3641; XC_3642"
xcb00630,xcb00250,3,Interact,"XC_0194; XC_1768; XC_1770"
xcb00300,xcb01130,11,Interact,"XC_0662; XC_0882; XC_1103; XC_1253; XC_1372; XC_1569; XC_1701; XC_2349; XC_2351; XC_2389; XC_2493"
xcb00290,xcb00620,1,Interact,XC_0837
xcb01100,xcb00624,2,Interact,"XC_0379; XC_0380"
xcb00630,xcb00910,3,Interact,"XC_0194; XC_1768; XC_1770"
xcb00300,xcb01230,13,Interact,"XC_0662; XC_0882; XC_1103; XC_1253; XC_1372; XC_1569; XC_1701; XC_2349; XC_2351; XC_2389; XC_2493; XC_2851; XC_2854"
xcb00290,xcb00220,1,Interact,XC_0800
xcb01100,xcb00020,25,Interact,"XC_0441; XC_0443; XC_0444; XC_0550; XC_0588; XC_0944; XC_1063; XC_1064; XC_1981; XC_1982; XC_1983; XC_1985; XC_2326; XC_2329; XC_2742; XC_2749; XC_2750; XC_2751; XC_2822; XC_3213; XC_3268; XC_3307; XC_3689; XC_3691; XC_3854"
xcb00630,xcb01110,23,Interact,"XC_0204; XC_0247; XC_0248; XC_0581; XC_0944; XC_0977; XC_1232; XC_1233; XC_1847; XC_2326; XC_2329; XC_2751; XC_2943; XC_3135; XC_3139; XC_3213; XC_3307; XC_3544; XC_3649; XC_3689; XC_3993; XC_4037; XC_4315"
xcb00300,xcb00260,4,Interact,"XC_1253; XC_1372; XC_1569; XC_2389"
xcb00290,xcb00280,2,Interact,"XC_2941; XC_3380"
xcb01100,xcb00350,12,Interact,"XC_0100; XC_0450; XC_0452; XC_0686; XC_0775; XC_0886; XC_0889; XC_1780; XC_2379; XC_2665; XC_3641; XC_3642"
xcb00630,xcb00010,2,Interact,"XC_2751; XC_3689"
xcb00300,xcb01100,14,Interact,"XC_0662; XC_0882; XC_1103; XC_1253; XC_1372; XC_1569; XC_1701; XC_2349; XC_2351; XC_2389; XC_2493; XC_2851; XC_2854; XC_3513"
xcb00290,xcb00650,2,Interact,"XC_0839; XC_0840"
xcb01100,xcb00040,15,Interact,"XC_0125; XC_0469; XC_0705; XC_1849; XC_1850; XC_1930; XC_2445; XC_2477; XC_2478; XC_2733; XC_3421; XC_4191; XC_4195; XC_4198; XC_4209"
xcb00630,xcb00030,1,Interact,XC_1973
xcb00300,xcb01110,10,Interact,"XC_0662; XC_0882; XC_1103; XC_1253; XC_1372; XC_1569; XC_1701; XC_2349; XC_2389; XC_2493"
xcb00290,xcb01210,10,Interact,"XC_0356; XC_0800; XC_0833; XC_0834; XC_0836; XC_0837; XC_0839; XC_0840; XC_0841; XC_3380"
xcb01100,xcb00061,20,Interact,"XC_0119; XC_0222; XC_0396; XC_0429; XC_0527; XC_0529; XC_0578; XC_1578; XC_1672; XC_2331; XC_2876; XC_2881; XC_3225; XC_3227; XC_3228; XC_3229; XC_3651; XC_3652; XC_4087; XC_4092"
xcb00630,xcb00620,6,Interact,"XC_0204; XC_0247; XC_2751; XC_2943; XC_3307; XC_3689"
xcb00300,xcb00220,1,Interact,XC_0882
xcb00290,xcb00270,1,Interact,XC_3380
xcb01100,xcb00364,3,Interact,"XC_0539; XC_0540; XC_1552"
xcb00630,xcb00362,2,Interact,"XC_0204; XC_2943"
xcb00300,xcb00300,15,Interact,"XC_0662; XC_0882; XC_1103; XC_1253; XC_1372; XC_1569; XC_1701; XC_2349; XC_2351; XC_2389; XC_2493; XC_2851; XC_2854; XC_3513; XC_3514"
xcb00290,xcb00660,5,Interact,"XC_0833; XC_0834; XC_0836; XC_0839; XC_0840"
xcb01100,xcb00930,5,Interact,"XC_0553; XC_0953; XC_1702; XC_2975; XC_4205"
xcb00630,xcb02020,5,Interact,"XC_0194; XC_0204; XC_1768; XC_1770; XC_2943"
xcb00300,xcb01210,3,Interact,"XC_0882; XC_1569; XC_2351"
xcb00290,xcb00290,13,Interact,"XC_0356; XC_0391; XC_0800; XC_0833; XC_0834; XC_0836; XC_0837; XC_0838; XC_0839; XC_0840; XC_0841; XC_2941; XC_3380"
xcb01100,xcb00300,14,Interact,"XC_0662; XC_0882; XC_1103; XC_1253; XC_1372; XC_1569; XC_1701; XC_2349; XC_2351; XC_2389; XC_2493; XC_2851; XC_2854; XC_3513"
xcb00630,xcb00220,3,Interact,"XC_0194; XC_1768; XC_1770"
xcb00300,xcb00270,4,Interact,"XC_1253; XC_1372; XC_1569; XC_2389"
xcb00290,xcb00770,5,Interact,"XC_0356; XC_0839; XC_0840; XC_0841; XC_3380"
xcb01100,xcb00626,2,Interact,"XC_0686; XC_0775"
xcb00630,xcb00630,31,Interact,"XC_0194; XC_0204; XC_0247; XC_0248; XC_0322; XC_0581; XC_0809; XC_0944; XC_0977; XC_1232; XC_1233; XC_1452; XC_1768; XC_1770; XC_1821; XC_1847; XC_1973; XC_2326; XC_2329; XC_2751; XC_2943; XC_3135; XC_3139; XC_3213; XC_3307; XC_3544; XC_3649; XC_3689; XC_3993; XC_4037; XC_4315"
xcb00300,xcb00261,6,Interact,"XC_1372; XC_1569; XC_1701; XC_2349; XC_2389; XC_2493"
xcb00770,xcb01130,5,Interact,"XC_0356; XC_0839; XC_0840; XC_0841; XC_3380"
xcb01100,xcb00480,13,Interact,"XC_0301; XC_0725; XC_0768; XC_0842; XC_1182; XC_1726; XC_1977; XC_3192; XC_3585; XC_3854; XC_3954; XC_3992; XC_4082"
xcb00630,xcb01212,2,Interact,"XC_0204; XC_2943"
xcb00300,xcb00550,2,Interact,"XC_3513; XC_3514"
xcb00770,xcb01230,5,Interact,"XC_0356; XC_0839; XC_0840; XC_0841; XC_3380"
xcb01100,xcb03018,2,Interact,"XC_0872; XC_2531"
xcb00630,xcb00071,2,Interact,"XC_0204; XC_2943"
xcb00300,xcb01502,1,Interact,XC_3513
xcb00770,xcb01100,13,Interact,"XC_0356; XC_0839; XC_0840; XC_0841; XC_1055; XC_1723; XC_2466; XC_2467; XC_2468; XC_3380; XC_3943; XC_4025; XC_4070"
xcb01100,xcb00052,18,Interact,"XC_0872; XC_1002; XC_1166; XC_1223; XC_1642; XC_1645; XC_1930; XC_1976; XC_2487; XC_2488; XC_2490; XC_2985; XC_3050; XC_3491; XC_3608; XC_3767; XC_3941; XC_4208"
xcb00630,xcb00072,2,Interact,"XC_0204; XC_2943"
xcb00626,xcb01120,2,Interact,"XC_0686; XC_0775"
xcb00770,xcb01110,9,Interact,"XC_0356; XC_0839; XC_0840; XC_0841; XC_2466; XC_2467; XC_2468; XC_3380; XC_4070"
xcb01100,xcb01210,22,Interact,"XC_0356; XC_0800; XC_0833; XC_0834; XC_0836; XC_0837; XC_0839; XC_0840; XC_0841; XC_0882; XC_0944; XC_1569; XC_1872; XC_1873; XC_1875; XC_2326; XC_2329; XC_2351; XC_3213; XC_3268; XC_3380; XC_3854"
xcb00630,xcb00280,4,Interact,"XC_0204; XC_2751; XC_2943; XC_3689"
xcb00626,xcb01130,2,Interact,"XC_0686; XC_0775"
xcb00770,xcb00280,1,Interact,XC_3380
xcb01100,xcb00270,34,Interact,"XC_0100; XC_0330; XC_0487; XC_0768; XC_0982; XC_1090; XC_1182; XC_1251; XC_1252; XC_1253; XC_1255; XC_1372; XC_1569; XC_1845; XC_1889; XC_2063; XC_2369; XC_2370; XC_2371; XC_2389; XC_2661; XC_2697; XC_2724; XC_2725; XC_2894; XC_2956; XC_3307; XC_3380; XC_3471; XC_3482; XC_3635; XC_3636; XC_3655; XC_3954"
xcb00630,xcb00310,2,Interact,"XC_0204; XC_2943"
xcb00626,xcb01200,2,Interact,"XC_0686; XC_0775"
xcb00770,xcb00650,2,Interact,"XC_0839; XC_0840"
