fromNode,toNode,Confidence,InteractionType,Genes
xcb00620,xcb00620,33,Interact,"XC_0104; XC_0110; XC_0204; XC_0216; XC_0247; XC_0441; XC_0443; XC_0444; XC_0527; XC_0529; XC_0550; XC_0588; XC_0821; XC_0837; XC_0978; XC_1578; XC_1952; XC_2445; XC_2742; XC_2751; XC_2822; XC_2881; XC_2943; XC_3258; XC_3307; XC_3368; XC_3421; XC_3479; XC_3526; XC_3658; XC_3689; XC_3691; XC_4149"
xcb00230,xcb00230,66,Interact,"XC_0002; XC_0288; XC_0290; XC_0293; XC_0294; XC_0304; XC_0467; XC_0509; XC_0510; XC_0690; XC_0873; XC_0946; XC_0956; XC_0957; XC_0958; XC_0962; XC_0978; XC_0993; XC_0994; XC_1173; XC_1226; XC_1228; XC_1322; XC_1324; XC_1385; XC_1386; XC_1387; XC_1499; XC_1609; XC_1613; XC_1614; XC_1832; XC_1934; XC_1935; XC_2203; XC_2525; XC_2687; XC_2744; XC_2880; XC_2957; XC_2962; XC_3106; XC_3156; XC_3157; XC_3158; XC_3193; XC_3222; XC_3244; XC_3255; XC_3275; XC_3282; XC_3316; XC_3346; XC_3347; XC_3358; XC_3392; XC_3442; XC_3578; XC_3586; XC_3608; XC_3780; XC_3941; XC_4075; XC_4076; XC_4109; XC_4180"
xcb00561,xcb00903,2,Interact,"XC_2445; XC_3421"
xcb01200,xcb01230,31,Interact,"XC_0020; XC_0162; XC_0391; XC_0469; XC_0838; XC_0872; XC_0899; XC_0929; XC_0944; XC_0972; XC_0976; XC_0978; XC_0979; XC_0982; XC_1255; XC_1404; XC_1587; XC_2326; XC_2329; XC_2364; XC_2531; XC_2645; XC_3213; XC_3268; XC_3287; XC_3358; XC_3400; XC_3488; XC_3544; XC_3655; XC_3854"
xcb00620,xcb00053,2,Interact,"XC_2445; XC_3421"
xcb00230,xcb00670,3,Interact,"XC_0510; XC_1322; XC_3106"
xcb00561,xcb04626,1,Interact,XC_0370
xcb01200,xcb00260,14,Interact,"XC_0020; XC_0391; XC_0838; XC_1232; XC_1255; XC_1404; XC_2364; XC_2645; XC_2751; XC_3135; XC_3287; XC_3488; XC_3544; XC_3689"
xcb00620,xcb00362,2,Interact,"XC_0204; XC_2943"
xcb00230,xcb03018,1,Interact,XC_1609
xcb00561,xcb00564,4,Interact,"XC_0188; XC_3449; XC_4099; XC_4220"
xcb01200,xcb00680,20,Interact,"XC_0020; XC_0098; XC_0686; XC_0775; XC_0776; XC_0777; XC_0872; XC_0979; XC_1404; XC_1452; XC_1952; XC_2364; XC_2531; XC_2645; XC_3287; XC_3307; XC_3479; XC_3488; XC_3544; XC_4149"
xcb00620,xcb02020,2,Interact,"XC_0204; XC_2943"
xcb00230,xcb00052,2,Interact,"XC_3608; XC_3941"
xcb00330,xcb01120,3,Interact,"XC_2445; XC_3311; XC_3421"
xcb01200,xcb01100,89,Interact,"XC_0020; XC_0098; XC_0119; XC_0122; XC_0162; XC_0204; XC_0247; XC_0248; XC_0326; XC_0391; XC_0441; XC_0443; XC_0444; XC_0469; XC_0527; XC_0529; XC_0550; XC_0553; XC_0588; XC_0686; XC_0725; XC_0775; XC_0821; XC_0838; XC_0872; XC_0899; XC_0929; XC_0944; XC_0972; XC_0976; XC_0978; XC_0979; XC_0982; XC_1063; XC_1064; XC_1166; XC_1223; XC_1232; XC_1255; XC_1404; XC_1452; XC_1578; XC_1587; XC_1933; XC_1952; XC_1973; XC_1974; XC_1975; XC_1976; XC_1977; XC_1981; XC_1982; XC_1983; XC_1985; XC_2205; XC_2326; XC_2329; XC_2364; XC_2465; XC_2531; XC_2645; XC_2742; XC_2749; XC_2750; XC_2751; XC_2822; XC_2881; XC_2943; XC_2975; XC_2981; XC_3135; XC_3213; XC_3268; XC_3287; XC_3307; XC_3358; XC_3400; XC_3479; XC_3488; XC_3496; XC_3544; XC_3655; XC_3689; XC_3691; XC_3854; XC_4082; XC_4149; XC_4170; XC_4205"
xcb00620,xcb00630,6,Interact,"XC_0204; XC_0247; XC_2751; XC_2943; XC_3307; XC_3689"
xcb00230,xcb00920,2,Interact,"XC_0993; XC_0994"
xcb00330,xcb01130,7,Interact,"XC_1356; XC_1879; XC_1880; XC_2445; XC_3421; XC_3907; XC_4015"
xcb01200,xcb01110,76,Interact,"XC_0098; XC_0162; XC_0204; XC_0247; XC_0248; XC_0391; XC_0441; XC_0443; XC_0444; XC_0469; XC_0527; XC_0529; XC_0550; XC_0553; XC_0588; XC_0686; XC_0725; XC_0775; XC_0838; XC_0872; XC_0899; XC_0929; XC_0944; XC_0972; XC_0976; XC_0978; XC_0979; XC_0982; XC_1063; XC_1064; XC_1166; XC_1223; XC_1232; XC_1255; XC_1404; XC_1578; XC_1587; XC_1975; XC_1976; XC_1977; XC_1981; XC_1982; XC_1983; XC_1985; XC_2326; XC_2329; XC_2465; XC_2531; XC_2742; XC_2749; XC_2750; XC_2751; XC_2822; XC_2881; XC_2943; XC_2975; XC_3135; XC_3139; XC_3213; XC_3268; XC_3287; XC_3307; XC_3358; XC_3400; XC_3488; XC_3544; XC_3655; XC_3689; XC_3691; XC_3854; XC_3993; XC_4037; XC_4082; XC_4149; XC_4170; XC_4205"
xcb00620,xcb01212,6,Interact,"XC_0204; XC_0527; XC_0529; XC_1578; XC_2881; XC_2943"
xcb00230,xcb00450,2,Interact,"XC_0993; XC_0994"
xcb00330,xcb01230,4,Interact,"XC_1356; XC_1879; XC_1880; XC_4015"
xcb01200,xcb00010,25,Interact,"XC_0098; XC_0441; XC_0443; XC_0444; XC_0588; XC_0686; XC_0775; XC_0872; XC_0972; XC_0976; XC_0978; XC_0979; XC_1166; XC_1223; XC_1404; XC_1587; XC_1976; XC_2465; XC_2531; XC_2751; XC_3287; XC_3488; XC_3689; XC_3691; XC_4149"
xcb00620,xcb00071,4,Interact,"XC_0204; XC_2445; XC_2943; XC_3421"
xcb00230,xcb00261,2,Interact,"XC_0993; XC_0994"
xcb00330,xcb00260,1,Interact,XC_0886
xcb01200,xcb00030,20,Interact,"XC_0098; XC_0122; XC_0162; XC_0469; XC_0553; XC_0725; XC_0872; XC_0899; XC_0929; XC_0979; XC_1973; XC_1974; XC_1975; XC_1977; XC_2465; XC_3358; XC_3400; XC_4082; XC_4170; XC_4205"
xcb00620,xcb00072,2,Interact,"XC_0204; XC_2943"
xcb00230,xcb00521,2,Interact,"XC_3608; XC_3941"
xcb00330,xcb01100,17,Interact,"XC_0487; XC_0670; XC_0735; XC_0886; XC_1356; XC_1697; XC_1767; XC_1771; XC_1879; XC_1880; XC_1919; XC_2445; XC_3421; XC_3907; XC_3953; XC_3954; XC_4015"
xcb01200,xcb00051,5,Interact,"XC_0098; XC_0162; XC_0872; XC_0979; XC_1587"
xcb00620,xcb00280,6,Interact,"XC_0204; XC_2445; XC_2751; XC_2943; XC_3421; XC_3689"
xcb00230,xcb00500,2,Interact,"XC_3608; XC_3941"
xcb00330,xcb00250,1,Interact,XC_3907
xcb01200,xcb00620,23,Interact,"XC_0204; XC_0247; XC_0441; XC_0443; XC_0444; XC_0527; XC_0529; XC_0550; XC_0588; XC_0821; XC_0978; XC_1578; XC_1952; XC_2742; XC_2751; XC_2822; XC_2881; XC_2943; XC_3307; XC_3479; XC_3689; XC_3691; XC_4149"
xcb00620,xcb00310,4,Interact,"XC_0204; XC_2445; XC_2943; XC_3421"
xcb00230,xcb00520,2,Interact,"XC_3608; XC_3941"
xcb00330,xcb01110,7,Interact,"XC_0886; XC_1356; XC_1880; XC_2445; XC_3421; XC_3907; XC_4015"
xcb01200,xcb00053,2,Interact,"XC_0553; XC_4205"
xcb00620,xcb00900,2,Interact,"XC_0204; XC_2943"
xcb00230,xcb00760,3,Interact,"XC_0946; XC_2525; XC_2687"
xcb00330,xcb00010,2,Interact,"XC_2445; XC_3421"
xcb01200,xcb01220,4,Interact,"XC_0553; XC_0686; XC_0775; XC_4205"
xcb00620,xcb00380,4,Interact,"XC_0204; XC_2445; XC_2943; XC_3421"
xcb00230,xcb00240,19,Interact,"XC_0002; XC_0957; XC_1228; XC_1499; XC_1609; XC_2203; XC_2525; XC_2687; XC_2880; XC_3222; XC_3244; XC_3255; XC_3316; XC_3346; XC_3347; XC_3586; XC_4075; XC_4076; XC_4109"
xcb00330,xcb00620,2,Interact,"XC_2445; XC_3421"
xcb01200,xcb00362,4,Interact,"XC_0204; XC_2205; XC_2943; XC_2975"
xcb00620,xcb00640,9,Interact,"XC_0204; XC_0527; XC_0529; XC_1578; XC_2751; XC_2881; XC_2943; XC_3689; XC_4149"
xcb00230,xcb03030,8,Interact,"XC_0002; XC_1499; XC_2880; XC_3222; XC_3244; XC_3255; XC_3586; XC_4109"
xcb00330,xcb00053,2,Interact,"XC_2445; XC_3421"
xcb01200,xcb02020,2,Interact,"XC_0204; XC_2943"
xcb00620,xcb00650,3,Interact,"XC_0204; XC_0550; XC_2943"
xcb00230,xcb03430,7,Interact,"XC_0002; XC_1499; XC_2880; XC_3222; XC_3244; XC_3255; XC_3586"
xcb00330,xcb00360,2,Interact,"XC_0886; XC_3311"
xcb01200,xcb00630,21,Interact,"XC_0204; XC_0247; XC_0248; XC_0809; XC_0944; XC_1232; XC_1452; XC_1821; XC_1973; XC_2326; XC_2329; XC_2751; XC_2943; XC_3135; XC_3139; XC_3213; XC_3307; XC_3544; XC_3689; XC_3993; XC_4037"
xcb00620,xcb00625,2,Interact,"XC_2445; XC_3421"
xcb00230,xcb03440,8,Interact,"XC_0002; XC_1499; XC_2880; XC_3222; XC_3244; XC_3255; XC_3586; XC_4109"
xcb00330,xcb00220,1,Interact,XC_4015
xcb01200,xcb01212,9,Interact,"XC_0119; XC_0204; XC_0527; XC_0529; XC_1578; XC_2205; XC_2881; XC_2943; XC_2975"
xcb00620,xcb00230,1,Interact,XC_0978
xcb00230,xcb03410,1,Interact,XC_4109
xcb00330,xcb00071,2,Interact,"XC_2445; XC_3421"
xcb01200,xcb00071,6,Interact,"XC_0204; XC_0686; XC_0775; XC_2205; XC_2943; XC_2975"
xcb00620,xcb00627,1,Interact,XC_3368
xcb00230,xcb03420,1,Interact,XC_4109
xcb00330,xcb00280,2,Interact,"XC_2445; XC_3421"
xcb01200,xcb00072,2,Interact,"XC_0204; XC_2943"
xcb00620,xcb00020,11,Interact,"XC_0441; XC_0443; XC_0444; XC_0550; XC_0588; XC_2742; XC_2751; XC_2822; XC_3307; XC_3689; XC_3691"
xcb00230,xcb03020,4,Interact,"XC_0957; XC_3316; XC_3346; XC_3347"
xcb00330,xcb00310,2,Interact,"XC_2445; XC_3421"
xcb01200,xcb00280,6,Interact,"XC_0204; XC_2751; XC_2943; XC_2975; XC_2981; XC_3689"
xcb00620,xcb00040,2,Interact,"XC_2445; XC_3421"
xcb00627,xcb01120,14,Interact,"XC_0307; XC_0308; XC_0366; XC_0374; XC_0375; XC_1519; XC_3311; XC_3368; XC_3426; XC_3427; XC_3473; XC_4131; XC_4227; XC_4326"
xcb00330,xcb00380,4,Interact,"XC_0886; XC_2445; XC_3311; XC_3421"
xcb01200,xcb00310,5,Interact,"XC_0204; XC_2749; XC_2750; XC_2943; XC_2975"
xcb00620,xcb00061,4,Interact,"XC_0527; XC_0529; XC_1578; XC_2881"
xcb00627,xcb01100,3,Interact,"XC_0366; XC_1519; XC_4131"
xcb00330,xcb00625,2,Interact,"XC_2445; XC_3421"
xcb01200,xcb00900,2,Interact,"XC_0204; XC_2943"
xcb00620,xcb01210,1,Interact,XC_0837
xcb00627,xcb00620,1,Interact,XC_3368
xcb00330,xcb00627,1,Interact,XC_3311
xcb01200,xcb00380,7,Interact,"XC_0204; XC_2749; XC_2943; XC_2975; XC_3139; XC_3993; XC_4037"
xcb00620,xcb00270,1,Interact,XC_3307
xcb00627,xcb01220,1,Interact,XC_0366
xcb00330,xcb00643,1,Interact,XC_3311
xcb01200,xcb00640,14,Interact,"XC_0204; XC_0527; XC_0529; XC_1063; XC_1064; XC_1578; XC_2326; XC_2751; XC_2881; XC_2943; XC_2975; XC_2981; XC_3689; XC_4149"
xcb00620,xcb00561,2,Interact,"XC_2445; XC_3421"
xcb00627,xcb00362,2,Interact,"XC_3426; XC_3427"
xcb00330,xcb00350,1,Interact,XC_0886
xcb01200,xcb00650,13,Interact,"XC_0119; XC_0204; XC_0550; XC_0809; XC_1821; XC_1981; XC_1982; XC_1983; XC_1985; XC_2205; XC_2700; XC_2943; XC_2975"
xcb00620,xcb00330,2,Interact,"XC_2445; XC_3421"
xcb00627,xcb00622,1,Interact,XC_0366
xcb00330,xcb00040,2,Interact,"XC_2445; XC_3421"
xcb01200,xcb00625,2,Interact,"XC_0686; XC_0775"
xcb00620,xcb00340,2,Interact,"XC_2445; XC_3421"
xcb00627,xcb00360,1,Interact,XC_3311
xcb00330,xcb00480,1,Interact,XC_3954
xcb01200,xcb00230,2,Interact,"XC_0978; XC_3358"
xcb00620,xcb00410,2,Interact,"XC_2445; XC_3421"
xcb00627,xcb02020,3,Interact,"XC_1519; XC_4131; XC_4326"
xcb00330,xcb00270,2,Interact,"XC_0487; XC_3954"
xcb01200,xcb00670,5,Interact,"XC_0326; XC_1232; XC_1933; XC_3496; XC_3544"
xcb00620,xcb00903,2,Interact,"XC_2445; XC_3421"
xcb00627,xcb00380,1,Interact,XC_3311
xcb00330,xcb00561,2,Interact,"XC_2445; XC_3421"
xcb01200,xcb00020,25,Interact,"XC_0441; XC_0443; XC_0444; XC_0550; XC_0588; XC_0944; XC_1063; XC_1064; XC_1981; XC_1982; XC_1983; XC_1985; XC_2326; XC_2329; XC_2742; XC_2749; XC_2750; XC_2751; XC_2822; XC_3213; XC_3268; XC_3307; XC_3689; XC_3691; XC_3854"
xcb00620,xcb00290,1,Interact,XC_0837
xcb00627,xcb00627,14,Interact,"XC_0307; XC_0308; XC_0366; XC_0374; XC_0375; XC_1519; XC_3311; XC_3368; XC_3426; XC_3427; XC_3473; XC_4131; XC_4227; XC_4326"
xcb00330,xcb00330,19,Interact,"XC_0487; XC_0670; XC_0735; XC_0886; XC_1356; XC_1697; XC_1767; XC_1771; XC_1879; XC_1880; XC_1919; XC_2445; XC_3311; XC_3394; XC_3421; XC_3907; XC_3953; XC_3954; XC_4015"
xcb01200,xcb00350,2,Interact,"XC_0686; XC_0775"
xcb00053,xcb01120,7,Interact,"XC_0150; XC_0553; XC_1306; XC_2445; XC_3421; XC_4155; XC_4205"
xcb00627,xcb00623,1,Interact,XC_0366
xcb00330,xcb00340,3,Interact,"XC_0886; XC_2445; XC_3421"
xcb01200,xcb00040,1,Interact,XC_0469
xcb00053,xcb01130,4,Interact,"XC_0553; XC_2445; XC_3421; XC_4205"
xcb00627,xcb00643,1,Interact,XC_3311
xcb00330,xcb00410,3,Interact,"XC_2445; XC_3421; XC_3954"
xcb01200,xcb00061,5,Interact,"XC_0119; XC_0527; XC_0529; XC_1578; XC_2881"
xcb00053,xcb01200,2,Interact,"XC_0553; XC_4205"
xcb00627,xcb00624,2,Interact,"XC_3426; XC_3427"
xcb00330,xcb00903,2,Interact,"XC_2445; XC_3421"
xcb01200,xcb00930,3,Interact,"XC_0553; XC_2975; XC_4205"
xcb00053,xcb01100,10,Interact,"XC_0150; XC_0553; XC_0951; XC_0954; XC_1306; XC_2445; XC_2733; XC_3421; XC_4155; XC_4205"
xcb00627,xcb00790,2,Interact,"XC_1519; XC_4131"
xcb00330,xcb00332,2,Interact,"XC_1879; XC_1880"
xcb01200,xcb00626,2,Interact,"XC_0686; XC_0775"
xcb00053,xcb01110,6,Interact,"XC_0150; XC_0553; XC_2445; XC_3421; XC_4155; XC_4205"
xcb00627,xcb00562,1,Interact,XC_3473
xcb00330,xcb00240,1,Interact,XC_0670
xcb01200,xcb00480,4,Interact,"XC_0725; XC_1977; XC_3854; XC_4082"
xcb00053,xcb00010,2,Interact,"XC_2445; XC_3421"
xcb00627,xcb00330,1,Interact,XC_3311
xcb00340,xcb01120,2,Interact,"XC_2445; XC_3421"
xcb01200,xcb03018,2,Interact,"XC_0872; XC_2531"
xcb00053,xcb00030,2,Interact,"XC_0553; XC_4205"
xcb00670,xcb01120,4,Interact,"XC_0326; XC_1933; XC_3496; XC_3544"
xcb00340,xcb01130,5,Interact,"XC_0889; XC_2379; XC_2445; XC_2665; XC_3421"
xcb01200,xcb00052,4,Interact,"XC_0872; XC_1166; XC_1223; XC_1976"
xcb00053,xcb00051,2,Interact,"XC_0150; XC_4155"
xcb00670,xcb01130,5,Interact,"XC_0510; XC_1232; XC_1322; XC_3106; XC_3544"
xcb00340,xcb01230,10,Interact,"XC_0889; XC_2374; XC_2375; XC_2376; XC_2377; XC_2378; XC_2379; XC_2380; XC_2381; XC_2665"
xcb01200,xcb01210,6,Interact,"XC_0944; XC_2326; XC_2329; XC_3213; XC_3268; XC_3854"
xcb00053,xcb00620,2,Interact,"XC_2445; XC_3421"
xcb00670,xcb01200,5,Interact,"XC_0326; XC_1232; XC_1933; XC_3496; XC_3544"
xcb00340,xcb00260,1,Interact,XC_0886
xcb01200,xcb00270,4,Interact,"XC_0982; XC_1255; XC_3307; XC_3655"
xcb00053,xcb00053,11,Interact,"XC_0150; XC_0553; XC_0949; XC_0951; XC_0954; XC_1306; XC_2445; XC_2733; XC_3421; XC_4155; XC_4205"
xcb00670,xcb01230,3,Interact,"XC_2724; XC_2725; XC_3544"
xcb00340,xcb01100,17,Interact,"XC_0886; XC_0889; XC_2374; XC_2375; XC_2376; XC_2377; XC_2378; XC_2379; XC_2380; XC_2381; XC_2445; XC_2653; XC_2655; XC_2656; XC_2657; XC_2665; XC_3421"
xcb01200,xcb00920,2,Interact,"XC_0982; XC_3655"
xcb00053,xcb01220,2,Interact,"XC_0553; XC_4205"
xcb00670,xcb00260,2,Interact,"XC_1232; XC_3544"
xcb00340,xcb01110,13,Interact,"XC_0886; XC_0889; XC_2374; XC_2375; XC_2376; XC_2377; XC_2378; XC_2379; XC_2380; XC_2381; XC_2445; XC_2665; XC_3421"
xcb01200,xcb00660,2,Interact,"XC_1063; XC_1064"
xcb00053,xcb00071,2,Interact,"XC_2445; XC_3421"
xcb00670,xcb00680,1,Interact,XC_3544
xcb00340,xcb00010,2,Interact,"XC_2445; XC_3421"
xcb01200,xcb00521,3,Interact,"XC_1166; XC_1223; XC_1976"
xcb00053,xcb00280,2,Interact,"XC_2445; XC_3421"
xcb00670,xcb01100,13,Interact,"XC_0326; XC_0510; XC_0901; XC_1232; XC_1322; XC_1933; XC_2724; XC_2725; XC_3106; XC_3443; XC_3444; XC_3496; XC_3544"
xcb00340,xcb00620,2,Interact,"XC_2445; XC_3421"
xcb01200,xcb00500,4,Interact,"XC_1166; XC_1223; XC_1976; XC_2465"
xcb00053,xcb00310,2,Interact,"XC_2445; XC_3421"
xcb00670,xcb01110,7,Interact,"XC_0510; XC_1232; XC_1322; XC_2724; XC_2725; XC_3106; XC_3544"
xcb00340,xcb00053,2,Interact,"XC_2445; XC_3421"
xcb01200,xcb00520,4,Interact,"XC_1166; XC_1223; XC_1976; XC_2465"
xcb00053,xcb00380,2,Interact,"XC_2445; XC_3421"
xcb00670,xcb00630,3,Interact,"XC_0322; XC_1232; XC_3544"
xcb00340,xcb00360,4,Interact,"XC_0886; XC_0889; XC_2379; XC_2665"
xcb01200,xcb00750,1,Interact,XC_2645
xcb00053,xcb00625,2,Interact,"XC_2445; XC_3421"
xcb00670,xcb00230,3,Interact,"XC_0510; XC_1322; XC_3106"
xcb00340,xcb00071,2,Interact,"XC_2445; XC_3421"
xcb01200,xcb00562,2,Interact,"XC_1587; XC_2981"
xcb00053,xcb00040,3,Interact,"XC_2445; XC_2733; XC_3421"
xcb00670,xcb00670,15,Interact,"XC_0322; XC_0326; XC_0510; XC_0901; XC_1232; XC_1322; XC_1933; XC_2724; XC_2725; XC_3106; XC_3443; XC_3444; XC_3496; XC_3544; XC_3818"
xcb00340,xcb00280,2,Interact,"XC_2445; XC_3421"
xcb01200,xcb00190,4,Interact,"XC_1981; XC_1982; XC_1983; XC_1985"
xcb00053,xcb00930,2,Interact,"XC_0553; XC_4205"
xcb00670,xcb00270,2,Interact,"XC_2724; XC_2725"
xcb00340,xcb00310,2,Interact,"XC_2445; XC_3421"
xcb01200,xcb00281,1,Interact,XC_2975
xcb00053,xcb00500,1,Interact,XC_2733
xcb00670,xcb00450,2,Interact,"XC_2724; XC_2725"
xcb00340,xcb00380,3,Interact,"XC_0886; XC_2445; XC_3421"
xcb01200,xcb00410,2,Interact,"XC_2975; XC_2981"
xcb00053,xcb00520,1,Interact,XC_2733
xcb00670,xcb00790,1,Interact,XC_3443
xcb00340,xcb00625,2,Interact,"XC_2445; XC_3421"
xcb01200,xcb00903,1,Interact,XC_2975
xcb00053,xcb02060,1,Interact,XC_1306
xcb00670,xcb00460,1,Interact,XC_3544
xcb00340,xcb00350,4,Interact,"XC_0886; XC_0889; XC_2379; XC_2665"
xcb01200,xcb01040,1,Interact,XC_2975
xcb00053,xcb00561,2,Interact,"XC_2445; XC_3421"
xcb00670,xcb00240,1,Interact,XC_3444
xcb00340,xcb00040,2,Interact,"XC_2445; XC_3421"
xcb01200,xcb00460,1,Interact,XC_3544
xcb00053,xcb00330,2,Interact,"XC_2445; XC_3421"
xcb00670,xcb00970,1,Interact,XC_3818
xcb00340,xcb00561,2,Interact,"XC_2445; XC_3421"
xcb01200,xcb00290,2,Interact,"XC_0391; XC_0838"
xcb00053,xcb00340,2,Interact,"XC_2445; XC_3421"
xcb00623,xcb01120,4,Interact,"XC_0366; XC_0539; XC_0540; XC_1552"
xcb00340,xcb00330,3,Interact,"XC_0886; XC_2445; XC_3421"
xcb01230,xcb01120,48,Interact,"XC_0020; XC_0031; XC_0032; XC_0162; XC_0194; XC_0469; XC_0474; XC_0662; XC_0872; XC_0882; XC_0899; XC_0929; XC_0944; XC_0972; XC_0976; XC_0978; XC_0979; XC_0982; XC_1103; XC_1253; XC_1372; XC_1404; XC_1569; XC_1587; XC_1701; XC_1768; XC_1770; XC_2326; XC_2329; XC_2349; XC_2364; XC_2386; XC_2388; XC_2389; XC_2493; XC_2531; XC_2645; XC_2851; XC_2854; XC_3213; XC_3268; XC_3287; XC_3358; XC_3400; XC_3488; XC_3544; XC_3655; XC_3854"
xcb00053,xcb00410,2,Interact,"XC_2445; XC_3421"
xcb00623,xcb01130,3,Interact,"XC_0539; XC_0540; XC_1552"
xcb00340,xcb00340,17,Interact,"XC_0886; XC_0889; XC_2374; XC_2375; XC_2376; XC_2377; XC_2378; XC_2379; XC_2380; XC_2381; XC_2445; XC_2653; XC_2655; XC_2656; XC_2657; XC_2665; XC_3421"
xcb01230,xcb01130,88,Interact,"XC_0020; XC_0031; XC_0032; XC_0100; XC_0162; XC_0356; XC_0391; XC_0469; XC_0473; XC_0474; XC_0481; XC_0483; XC_0484; XC_0530; XC_0548; XC_0623; XC_0662; XC_0800; XC_0838; XC_0839; XC_0840; XC_0841; XC_0872; XC_0882; XC_0889; XC_0899; XC_0929; XC_0944; XC_0972; XC_0976; XC_0978; XC_0979; XC_0982; XC_1103; XC_1252; XC_1253; XC_1255; XC_1268; XC_1269; XC_1356; XC_1372; XC_1404; XC_1567; XC_1569; XC_1573; XC_1575; XC_1577; XC_1587; XC_1701; XC_1871; XC_1872; XC_1873; XC_1875; XC_1876; XC_1879; XC_1880; XC_2326; XC_2329; XC_2349; XC_2351; XC_2364; XC_2379; XC_2389; XC_2493; XC_2531; XC_2643; XC_2644; XC_2645; XC_2665; XC_2760; XC_3213; XC_3224; XC_3268; XC_3287; XC_3313; XC_3358; XC_3380; XC_3400; XC_3488; XC_3544; XC_3635; XC_3636; XC_3655; XC_3676; XC_3854; XC_4015; XC_4041; XC_4173"
xcb00053,xcb00903,2,Interact,"XC_2445; XC_3421"
xcb00623,xcb01100,4,Interact,"XC_0366; XC_0539; XC_0540; XC_1552"
xcb00340,xcb00410,2,Interact,"XC_2445; XC_3421"
xcb01230,xcb01200,31,Interact,"XC_0020; XC_0162; XC_0391; XC_0469; XC_0838; XC_0872; XC_0899; XC_0929; XC_0944; XC_0972; XC_0976; XC_0978; XC_0979; XC_0982; XC_1255; XC_1404; XC_1587; XC_2326; XC_2329; XC_2364; XC_2531; XC_2645; XC_3213; XC_3268; XC_3287; XC_3358; XC_3400; XC_3488; XC_3544; XC_3655; XC_3854"
xcb01220,xcb01120,15,Interact,"XC_0154; XC_0366; XC_0368; XC_0379; XC_0380; XC_0381; XC_0382; XC_0383; XC_0553; XC_0686; XC_0775; XC_0953; XC_1342; XC_1702; XC_4205"
xcb00623,xcb01110,3,Interact,"XC_0539; XC_0540; XC_1552"
xcb00340,xcb00903,2,Interact,"XC_2445; XC_3421"
xcb01230,xcb01230,111,Interact,"XC_0020; XC_0031; XC_0032; XC_0100; XC_0162; XC_0165; XC_0194; XC_0330; XC_0356; XC_0391; XC_0469; XC_0473; XC_0474; XC_0481; XC_0483; XC_0484; XC_0530; XC_0548; XC_0623; XC_0662; XC_0800; XC_0833; XC_0834; XC_0836; XC_0837; XC_0838; XC_0839; XC_0840; XC_0841; XC_0872; XC_0882; XC_0889; XC_0899; XC_0929; XC_0944; XC_0972; XC_0976; XC_0978; XC_0979; XC_0982; XC_1103; XC_1252; XC_1253; XC_1255; XC_1268; XC_1269; XC_1356; XC_1372; XC_1404; XC_1567; XC_1569; XC_1573; XC_1575; XC_1577; XC_1587; XC_1701; XC_1768; XC_1770; XC_1871; XC_1872; XC_1873; XC_1875; XC_1876; XC_1879; XC_1880; XC_2326; XC_2329; XC_2349; XC_2351; XC_2364; XC_2374; XC_2375; XC_2376; XC_2377; XC_2378; XC_2379; XC_2380; XC_2381; XC_2386; XC_2388; XC_2389; XC_2493; XC_2531; XC_2643; XC_2644; XC_2645; XC_2665; XC_2724; XC_2725; XC_2760; XC_2851; XC_2854; XC_3213; XC_3224; XC_3268; XC_3287; XC_3313; XC_3358; XC_3380; XC_3400; XC_3471; XC_3488; XC_3544; XC_3635; XC_3636; XC_3655; XC_3676; XC_3854; XC_4015; XC_4041; XC_4173"
xcb01220,xcb01130,4,Interact,"XC_0553; XC_0686; XC_0775; XC_4205"
xcb00623,xcb01220,1,Interact,XC_0366
xcb00340,xcb00400,3,Interact,"XC_0889; XC_2379; XC_2665"
xcb01230,xcb00260,21,Interact,"XC_0020; XC_0391; XC_0474; XC_0838; XC_1253; XC_1255; XC_1372; XC_1404; XC_1569; XC_1575; XC_1577; XC_2364; XC_2386; XC_2388; XC_2389; XC_2645; XC_3287; XC_3488; XC_3544; XC_3635; XC_3636"
xcb01220,xcb01200,4,Interact,"XC_0553; XC_0686; XC_0775; XC_4205"
xcb00623,xcb00622,1,Interact,XC_0366
xcb00340,xcb00401,3,Interact,"XC_0889; XC_2379; XC_2665"
xcb01230,xcb00680,10,Interact,"XC_0020; XC_0872; XC_0979; XC_1404; XC_2364; XC_2531; XC_2645; XC_3287; XC_3488; XC_3544"
xcb01220,xcb00680,2,Interact,"XC_0686; XC_0775"
xcb00623,xcb00361,3,Interact,"XC_0539; XC_0540; XC_1552"
xcb00410,xcb01120,3,Interact,"XC_2445; XC_2975; XC_3421"
