ID,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12
Palmitic acid,0.088883123811265,0.0991176150733221,0.0978674204399481,0.092602385284388,0.0558316151664563,0.0526471454113854,0.0565889132383953,0.108753859228433,0.0646788257828074,0.117209014136171,0.114789737753797,0.0510303446736309
Dihydroxyacetone phosphate,0.0921733470785051,0.106937903788559,0.088775242414492,0.0768009609461969,0.0545128092632808,0.0547652726983005,0.0543976137912861,0.105933919536111,0.0519903210923418,0.156217498323087,0.113169953205616,0.044325157862225
Oleic acid,0.0924500002898269,0.103317826946035,0.0953952121244424,0.0853914700493259,0.0600353607252894,0.0564041883322128,0.0591336411598844,0.101951324056751,0.0575090366170114,0.124168310833795,0.115171414329175,0.0490722145362508
Myristic acid,0.0895947469687594,0.103114760734626,0.0876081548688403,0.0772421370280298,0.0562430504602914,0.0559089101524319,0.0561483860633843,0.102525563228762,0.0546808534271257,0.159676003647338,0.110079557748092,0.0471778756723192
Pseudouridine,0.0890097187592196,0.0996745119556391,0.0937957332928991,0.0847042680147965,0.0572786488370937,0.0553213874950495,0.0569319663467612,0.103241716261043,0.0619162356970732,0.133885528302878,0.112551077127417,0.0516892079101298
1-Aminocyclopropanecarboxylic acid,0.0875340757074539,0.101174787663185,0.0890688872949378,0.0795795819472331,0.0533491848490868,0.0532486003790197,0.0543302569266186,0.104673251601948,0.0573368364192123,0.158774534403749,0.113368567899834,0.0475614349077212
Niacinamide,0.0889816926687857,0.0983541499728642,0.093675378283333,0.0862894237703984,0.0607037308186114,0.0571914463432829,0.0596754051441943,0.102045483170365,0.0633709599165625,0.126269721389505,0.109496241274889,0.0539463672472087
L-Pipecolic acid,0.0893900317448479,0.104611805673,0.087814805174176,0.0763298133919178,0.0515381349441287,0.053529500533305,0.0532114522417112,0.104083941859501,0.0534180744940423,0.165265817130982,0.116477180872066,0.0443294419403219
L-Asparagine,0.0891349434870932,0.10128470730756,0.0890742199311795,0.0798035917144009,0.0565846539519474,0.0561276290389652,0.0564738564979765,0.105066051634309,0.0578125085083841,0.15028884013003,0.10914978661382,0.0491992111843344
5-Methylcytosine,0.0897930201757667,0.0996016902204332,0.0927618864736916,0.0836755536923799,0.0604872960808398,0.0581582487172551,0.0595294262160818,0.10024731773126,0.0616745362604131,0.131030514887282,0.109911211322536,0.0531292982220614
2-Phenylacetamide,0.0872751401472281,0.101916081090351,0.086672358647675,0.0760618177138396,0.0521726280120345,0.0528542803900817,0.0530028239738524,0.103444672003892,0.0540608624593173,0.174396461034085,0.112769143479459,0.0453737310481837
Piperidine,0.087251437668233,0.0998973045119231,0.0876571756793115,0.0793400658310439,0.0564067798197769,0.0553905400854251,0.056715248949283,0.10313324927359,0.0581373917491582,0.157677393749626,0.108760065102899,0.0496333475797296
O-Acetylcarnitine,0.0886222531232684,0.0979337830095983,0.0893560973178108,0.082114611421155,0.0624254406665789,0.0609666237907179,0.0619767524931097,0.0996090425917403,0.0633208081314464,0.133300088608136,0.104785055936676,0.055589442909763
Acetylcholine,0.0887209477602362,0.103503659462104,0.0869253969928727,0.0753624038581143,0.0531329392426781,0.0539395393414653,0.0537168657094486,0.101671158584404,0.0525353433376499,0.171572563107661,0.114225637086194,0.0446935455171719
Sphinganine 1-phosphate,0.0896334171901601,0.100780288663958,0.0894962341337015,0.080617035291373,0.0599460034626664,0.0590693653303361,0.0601459363962482,0.0999192611485102,0.0587062984439758,0.140853257281527,0.109808583340091,0.0510243193174531
Glycerophosphocholine,0.0902389196130215,0.100566134402749,0.0933996475257823,0.08533515048232,0.0602432006529022,0.0559823461995298,0.0583106382571212,0.10538312819682,0.0608125009864502,0.129606588332287,0.10811031462089,0.0520114307301266
2-Hydroxycinnamic acid,0.0878936876853391,0.100953904184804,0.0873739437753444,0.0781119365774884,0.0554647062940858,0.0560451854003012,0.0566295803713728,0.101591587557089,0.0570227643397041,0.15940784450056,0.111032647841754,0.0484722114721573
Indoleacetaldehyde,0.0866275407212492,0.102883439551886,0.0853123701557034,0.0746525375894605,0.0512692911646037,0.0505981390127186,0.0515460059437242,0.104274303924945,0.0510000216963545,0.186350946098494,0.11238656180439,0.04309884233647
2-Dehydropantoate,0.0878679869533942,0.106297894315244,0.084468431988185,0.0728377416476989,0.0493113966210891,0.0492639366056095,0.0498641950395826,0.106384720396446,0.048333547703768,0.191486088247265,0.113323567374667,0.040560493107051
Indolepyruvate,0.0895306367838437,0.105487910816653,0.0877873235783683,0.0757855862076729,0.0514088232352681,0.0524867470348,0.0524987672702828,0.103924860256331,0.0521274145950485,0.168941602373155,0.116473865548159,0.0435464623004174
Saccharopine,0.091546399639356,0.102676502072,0.0924400539363167,0.0835669807475703,0.0590820364395484,0.0572135344744052,0.0589197921253737,0.104725267659432,0.0580372138879309,0.130697316210277,0.11175796246252,0.0493369403452694
p-Octopamine,0.0926877321872863,0.105674689661824,0.0885507424977277,0.078931397899441,0.0551391769682241,0.0594086489323311,0.0584337114108078,0.105125119407462,0.056612382564164,0.139991657133069,0.112408134480746,0.0470366068569167
N-Acetylornithine,0.0920405500116776,0.100216492190531,0.0900178409885576,0.0853115997877465,0.06179937026049,0.0626187974707109,0.0633858918793119,0.107699888133063,0.0658170932211346,0.115703940146886,0.100257660369659,0.0551308755402321
