geneID,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13
"1,103",0.14621971,0.019634719,0.109516719,0.028490366,0.02236474,0.324336673,0.009870944,0.044058255,0.074077208,0.186696223,0.006418934,0.022708813,0.005606696
"1,105",0.034371168,0.025687926,0.141343893,0.007041735,0.011919358,0.401800969,0.010411851,0.043402813,0.051362452,0.231164533,0.008482242,0.018244189,0.014766872
"1,107",0.051613322,0.01124777,0.114309006,0.009818169,0.010639303,0.361181016,0.009818169,0.043561479,0.148607616,0.195938043,0.027930387,0.0087312,0.00660452
"1,109",0.13711064,0.01101889,0.11832883,0.012212746,0.008733999,0.328476034,0.019033148,0.045029504,0.07164278,0.186749913,0.014926055,0.014868933,0.031868527
"1,111",0.131958314,0.00643808,0.124158977,0.013830155,0.006499448,0.34217221,0.026181895,0.040357944,0.063928902,0.186051572,0.009216384,0.003665354,0.045540765
"1,113",0.152561957,0.010717985,0.116264244,0.020069897,0.010052025,0.308419567,0.022705281,0.049634006,0.096165887,0.188404312,0.012710176,0.006192867,0.006101795
"1,115",0.146212468,0.015849726,0.104337056,0.012653002,0.025021479,0.293239459,0.004675139,0.046740234,0.101558752,0.187864722,0.023102329,0.029886302,0.008859333
"1,117",0.093153351,0.01380315,0.104341544,0.015880787,0.020221137,0.309746982,0.004770206,0.04846625,0.080293496,0.202718838,0.020268899,0.080592007,0.005743352
"1,119",0.054999479,0.006468485,0.037381826,0.013041114,0.012641896,0.214975873,0.006919775,0.320861153,0.044191671,0.181354795,0.04062764,0.060067809,0.006468485
"1,121",0.104626533,0.01084393,0.121407751,0.013126529,0.02369857,0.339411835,0.008106074,0.030344034,0.065411342,0.207760839,0.047763874,0.015130918,0.01236777
"1,123",0.04951454,0.0086691,0.116853933,0.002862664,0.003487679,0.297602519,0.006436222,0.022094993,0.050397195,0.160037215,0.004899926,0.215129178,0.062014838
"1,125",0.139763245,0.059034633,0.041509185,0.021305015,0.014362354,0.338399665,0.01311473,0.038940547,0.027337644,0.262624854,0.024284634,0.008681995,0.010641499
"1,127",0.121180512,0.047965396,0.100755111,0.015311965,0.009710994,0.31795712,0.009932085,0.039104752,0.129842742,0.182961258,0.013594258,0.005583964,0.006099842
"1,129",0.142979137,0.010083699,0.105481111,0.009925776,0.0112652,0.314700326,0.009832192,0.032216367,0.119103463,0.186326176,0.042820628,0.008557107,0.006708819
"1,131",0.077335814,0.006596373,0.10937048,0.006301437,0.037853995,0.346879626,0.006454577,0.041189049,0.135738958,0.187154371,0.01036816,0.01329484,0.021462319
"1,133",0.126160792,0.00412156,0.077847896,0.009235032,0.010084426,0.312497506,0.006436019,0.067016686,0.135048085,0.187676363,0.021069553,0.014576528,0.028229553
"4,1",0.128417148,0.008196066,0.079735282,0.004567107,0.015613978,0.316250318,0.036755027,0.03815134,0.06543762,0.257154285,0.020450165,0.018392058,0.010879604
"4,3",0.123868255,0.011541967,0.105148316,0.011854631,0.011422223,0.375183773,0.013444562,0.030807405,0.057756401,0.225577265,0.012340259,0.008681422,0.012373521
"4,5",0.041412695,0.011003403,0.191029595,0.013898069,0.009712125,0.374752148,0.025225821,0.032441066,0.05972314,0.20875866,0.014136741,0.005477222,0.012429316
"4,7",0.127315239,0.012540814,0.125154251,0.010090514,0.008897837,0.318432753,0.009588645,0.030885592,0.106236752,0.206828957,0.028612422,0.00869709,0.006719137
"4,9",0.146719788,0.009861313,0.092322389,0.012977557,0.009238064,0.297977062,0.026077434,0.110728619,0.065825572,0.191354897,0.01602973,0.014026013,0.006861563
"4,11",0.113896364,0.031150761,0.142674948,0.008181459,0.006160007,0.358721575,0.010732186,0.028389598,0.057078907,0.21295387,0.012543203,0.008002908,0.009514214
"4,13",0.113855226,0.020663614,0.135701895,0.008281383,0.017316734,0.354364736,0.010616844,0.032653537,0.063682672,0.213133746,0.008630783,0.007079939,0.014018892
"4,15",0.152676465,0.009036747,0.108115364,0.008631178,0.009128142,0.340420306,0.009248099,0.056385416,0.085277871,0.190308632,0.01360653,0.009259524,0.007905725
"4,17",0.063110364,0.010717473,0.055641605,0.00811194,0.010993122,0.314134201,0.029264675,0.213509398,0.024952746,0.218379187,0.010986559,0.005355455,0.034843274
"4,19",0.145705937,0.007404284,0.121197699,0.006024641,0.009693647,0.332114348,0.022074284,0.047980239,0.053559057,0.203054493,0.024213031,0.007723589,0.019254752
"4,21",0.147780214,0.008740979,0.116789988,0.011898237,0.013496848,0.288971864,0.00839271,0.044087421,0.103138988,0.196046862,0.038812003,0.013102905,0.008740979
"4,23",0.028301045,0.011735595,0.113233921,0.014102938,0.014775073,0.299748396,0.010034439,0.15158725,0.116077111,0.199957174,0.019914228,0.008654481,0.01187835
"4,25",0.029662233,0.017083472,0.162462269,0.010392398,0.022672757,0.369351895,0.010702276,0.032651984,0.086989705,0.190827604,0.05358598,0.006220519,0.007396908
"4,27",0.032279963,0.016280431,0.167731742,0.009281367,0.018586142,0.378165964,0.009000468,0.037681414,0.092474251,0.195517322,0.029710908,0.007695459,0.005594569
"4,29",0.086939877,0.017201667,0.134002003,0.017074058,0.015153545,0.358631778,0.010840368,0.032820984,0.072558365,0.215926855,0.023556585,0.007509778,0.007784137
"4,31",0.07527489,0.01653548,0.164231208,0.006783633,0.009841976,0.351679385,0.030367121,0.028372289,0.043988464,0.20495103,0.039403954,0.021300246,0.007270324
"4,33",0.126263763,0.013757853,0.091840985,0.006822634,0.009040553,0.269533449,0.030015086,0.137353358,0.079681836,0.181914391,0.022832181,0.022280516,0.008663394
"4,35",0.105629561,0.004980887,0.077811885,0.016842349,0.005849647,0.294938028,0.019083748,0.143055716,0.102467277,0.191179196,0.009654813,0.007529248,0.020977644
"4,37",0.01514705,0.005685516,0.132043961,0.013268251,0.005888132,0.368858599,0.022858722,0.148265488,0.05915147,0.192527783,0.007705532,0.005894272,0.022705225
"4,39",0.1186679,0.010887602,0.115602397,0.008227455,0.010342906,0.351158431,0.011615976,0.0831296,0.05560341,0.207529483,0.008670813,0.009386519,0.009177508
"4,41",0.040076189,0.025537428,0.094447437,0.007054538,0.005598738,0.318057052,0.011017906,0.203222,0.041378072,0.203722231,0.032130214,0.007259761,0.010498435
"4,43",0.06376815,0.022466046,0.082610072,0.017457953,0.005858413,0.332621801,0.021674368,0.08704933,0.133306749,0.193761582,0.02284136,0.007863996,0.00872018
"4,45",0.117577061,0.009067713,0.071460445,0.023965079,0.008741619,0.297964484,0.02007483,0.130821071,0.10241081,0.188373876,0.015320717,0.007614591,0.006607703
"4,47",0.10874387,0.018631389,0.067069354,0.014286496,0.014006964,0.292766816,0.011965168,0.18198115,0.068327246,0.199609871,0.007310359,0.006951829,0.008349487
"4,49",0.027169295,0.006444151,0.173584883,0.009837362,0.008279435,0.365021008,0.022536824,0.075854499,0.056173874,0.202388821,0.017804032,0.010492399,0.024413417
"4,51",0.045796812,0.009694688,0.172174834,0.009959409,0.016153891,0.364680275,0.006812165,0.033331372,0.080634155,0.203635508,0.024213189,0.015189129,0.017724572
"4,53",0.035724105,0.00940301,0.161983491,0.007838896,0.01140092,0.377299583,0.010667742,0.043025337,0.104202944,0.210018879,0.011046551,0.008938664,0.008449878
"4,55",0.113618428,0.010039708,0.137656107,0.010152443,0.00886225,0.369778162,0.027582579,0.030300753,0.057407338,0.210934075,0.00878083,0.00764095,0.007246377
"4,57",0.114444383,0.008493078,0.13962227,0.009846067,0.010836208,0.36689975,0.028806357,0.033074421,0.052575906,0.213403197,0.007779684,0.006561995,0.007656685
"4,59",0.04227844,0.0105294,0.132240757,0.020248845,0.017439857,0.357425151,0.030002757,0.041278923,0.103266239,0.201368305,0.030008502,0.004836745,0.009076078
"4,61",0.095017956,0.016924404,0.112652711,0.026288639,0.017138637,0.322104895,0.016467749,0.057363694,0.096540138,0.192493954,0.033764242,0.00563771,0.00760527
"4,63",0.16180676,0.025140168,0.078640427,0.005905069,0.004266961,0.296548152,0.025506068,0.103392178,0.088176353,0.183856477,0.007835897,0.00522956,0.013695931
"4,65",0.112720164,0.010837382,0.158404191,0.009331663,0.01058432,0.356988309,0.010476769,0.027836826,0.05774876,0.21274294,0.014848416,0.008983703,0.008496558
"4,67",0.042083207,0.01025205,0.177874279,0.011211661,0.010786517,0.399107197,0.011928333,0.031454601,0.062253265,0.208411783,0.016137261,0.007215305,0.011284543
"4,69",0.117262621,0.012475127,0.137631513,0.010455515,0.009299749,0.335893098,0.009692947,0.058431732,0.059289621,0.201478666,0.033243176,0.00812611,0.006720126
"4,71",0.118579657,0.010207791,0.142181979,0.015280444,0.014042104,0.316572182,0.020273571,0.046721805,0.071823769,0.190153486,0.036604901,0.008537735,0.009020575
"4,73",0.077613988,0.009281625,0.102282357,0.013870553,0.01487366,0.324764645,0.021641752,0.072592687,0.131706839,0.193951378,0.01694329,0.010394267,0.010082958
"4,75",0.046211809,0.007880943,0.128722062,0.012230932,0.009312738,0.353884049,0.020627563,0.04002354,0.122558061,0.205705341,0.038270197,0.006528017,0.00804475
"4,77",0.073462652,0.007697165,0.139603465,0.01300535,0.007858019,0.33432626,0.024848976,0.06173222,0.082333456,0.20188378,0.039051795,0.006946513,0.007250349
"4,79",0.065578695,0.01040409,0.133468126,0.012090927,0.043944427,0.321492736,0.007492562,0.049611507,0.078247307,0.199699604,0.06231478,0.009410473,0.006244765
"4,81",0.054653381,0.012713892,0.135073745,0.010291045,0.056712802,0.326932978,0.009982132,0.055901148,0.055101608,0.209764075,0.061958266,0.005851177,0.005063751
"4,83",0.041385959,0.010025135,0.101915507,0.010466998,0.009887411,0.286333222,0.009491455,0.192881982,0.081905407,0.187005773,0.053907335,0.007477247,0.007316569
"4,85",0.120318842,0.013436084,0.113041944,0.016418613,0.013341961,0.324113183,0.011712454,0.037502206,0.112771339,0.200023531,0.016083299,0.00686511,0.014371434
"4,87",0.116886687,0.009411063,0.065111219,0.0094871,0.011347086,0.270013862,0.010083699,0.198070995,0.093999497,0.19080652,0.008644842,0.008387485,0.007749943
"4,89",0.124013017,0.011186836,0.145048198,0.009946583,0.009756247,0.357671763,0.010628108,0.030306379,0.063375698,0.207871308,0.013802419,0.008964205,0.007429238
"4,91",0.127184286,0.009421273,0.097204346,0.011073619,0.009061815,0.334127619,0.041975395,0.035435582,0.113206016,0.194663791,0.007548614,0.013711576,0.005386069
"4,93",0.116426009,0.010869501,0.14665256,0.009066783,0.00913771,0.340955972,0.015012796,0.025628144,0.06085502,0.199687923,0.040499087,0.021136126,0.004072369
"4,95",0.105604637,0.019828156,0.15716997,0.009968651,0.01538956,0.358477295,0.013479508,0.030269772,0.056331367,0.208268402,0.008555819,0.006494176,0.010162688
"4,97",0.092013521,0.012048618,0.085317881,0.007390526,0.009946294,0.325265588,0.009174852,0.085094104,0.132788024,0.200739641,0.014834052,0.014622053,0.010764846
"4,99",0.074717642,0.012245732,0.12241646,0.00685831,0.021287028,0.344917554,0.00946155,0.070194076,0.0921932,0.197209981,0.029896396,0.009829272,0.0087728
"4,101",0.055568943,0.028406512,0.078853428,0.009448289,0.005273334,0.269455575,0.013141304,0.216873546,0.090038948,0.180840035,0.026753341,0.020779512,0.004567234
"4,103",0.097007797,0.037939438,0.109881967,0.028266444,0.008086877,0.31655176,0.015276499,0.112886326,0.043444535,0.188979386,0.027537062,0.005018842,0.009123063
"4,105",0.126799789,0.02089672,0.101908196,0.006917659,0.01128387,0.334838648,0.007875949,0.032318344,0.099470545,0.202103447,0.026742292,0.018950193,0.009894348
"4,107",0.053835753,0.010592382,0.104861041,0.008283786,0.00887422,0.347901303,0.009872053,0.043568109,0.151139242,0.199141509,0.045912132,0.008478629,0.00753984
"4,109",0.144469463,0.007431039,0.094826767,0.02894753,0.00852614,0.294313858,0.012358992,0.045346102,0.095525173,0.18085362,0.050776907,0.004860905,0.031763503
"4,111",0.122047722,0.005287819,0.088942066,0.009561391,0.005451578,0.28719566,0.044785344,0.040247645,0.099623355,0.172659704,0.048477837,0.033570519,0.042149358
"4,113",0.067532625,0.009197305,0.082691579,0.011128412,0.004961027,0.238105926,0.076556926,0.02104579,0.064736495,0.161722005,0.033132741,0.204304544,0.024884625
"4,115",0.096282443,0.01765998,0.097879926,0.005235653,0.004573282,0.243728175,0.01597483,0.029373231,0.064892876,0.163366988,0.009180657,0.225415565,0.026436395
"4,117",0.089255861,0.016790755,0.085489483,0.003353291,0.004130866,0.238812643,0.003484507,0.039768088,0.095029353,0.160015163,0.007328642,0.228237627,0.028303721
"4,119",0.074891622,0.008522811,0.114035605,0.005254259,0.010012091,0.269323778,0.003956668,0.029593913,0.053107828,0.16403708,0.008999577,0.239085985,0.019178782
"4,121",0.072542584,0.007076975,0.102695192,0.004053568,0.025538439,0.260837067,0.003837953,0.034201385,0.058201768,0.161979828,0.011005965,0.21890707,0.039122206
"4,123",0.072859956,0.007881385,0.093191243,0.002932932,0.003743774,0.268652844,0.00709371,0.030909302,0.065455809,0.154189737,0.005689795,0.214057686,0.073341828
"4,125",0.090043695,0.013571745,0.087028311,0.006211993,0.007037574,0.229692723,0.00438464,0.039109379,0.090018525,0.162433047,0.051568604,0.193472877,0.025426886
"4,127",0.091175779,0.022344977,0.08710921,0.005679094,0.007286916,0.243082131,0.003967844,0.030981148,0.081340793,0.153025246,0.032687697,0.212867284,0.028451883
"4,129",0.084438385,0.007697359,0.088163943,0.02250839,0.007419196,0.226985444,0.014227346,0.031760725,0.081405954,0.149628812,0.03421403,0.194891836,0.05665858
"4,131",0.143764966,0.004138654,0.030426874,0.029396528,0.008012525,0.254921486,0.011886397,0.043009762,0.051148922,0.193152514,0.060583211,0.109636904,0.059921256
"4,133",0.173720902,0.022228851,0.004761747,0.020549534,0.014605637,0.193375537,0.019997127,0.021742733,0.01921271,0.412625811,0.049992819,0.011302244,0.035884348
"7,1",0.123558382,0.007214275,0.11428377,0.006855418,0.009020937,0.354551304,0.032272435,0.034041974,0.073850418,0.20753106,0.013209672,0.005556106,0.018054249
"7,3",0.133034233,0.012862643,0.110719744,0.00958303,0.011052297,0.335235509,0.02255718,0.035301757,0.062843949,0.229441744,0.014141692,0.012370701,0.01085552
"7,5",0.03733739,0.024939508,0.196341726,0.010062049,0.014020987,0.378596584,0.019261637,0.033570111,0.053580413,0.20636185,0.011068254,0.008612635,0.006246856
"7,7",0.045375972,0.015721816,0.18844267,0.024474418,0.011345515,0.373598549,0.018326902,0.035436474,0.058194456,0.208309494,0.007054427,0.008521309,0.005197999
"7,9",0.154063851,0.018479714,0.070215687,0.014469453,0.01611932,0.320146441,0.010579621,0.039175307,0.121801125,0.209539121,0.010681985,0.007400316,0.007328059
"7,11",0.13517991,0.019335868,0.066847208,0.008478928,0.005300094,0.3244489,0.021463242,0.044473108,0.137490677,0.208439804,0.010245626,0.006418799,0.011877835
"7,13",0.117636197,0.018034603,0.047971037,0.00912082,0.017698867,0.247235776,0.02087157,0.225580823,0.089076279,0.177828014,0.006233493,0.003805005,0.018907516
"7,15",0.126222818,0.022790542,0.058085975,0.013583767,0.024098608,0.242679859,0.010917323,0.213868858,0.082687685,0.179316899,0.005394376,0.007859579,0.012493711
"7,17",0.111374244,0.038144627,0.085093633,0.038599827,0.014842985,0.279907808,0.01627773,0.145427831,0.049029098,0.189703256,0.020731778,0.006234515,0.004632671
"7,19",0.106323983,0.012472021,0.115137916,0.015133462,0.062354539,0.321382835,0.008752686,0.071251991,0.066279886,0.190421042,0.020506453,0.004877451,0.005105734
"7,21",0.145388956,0.013574711,0.086225061,0.013491972,0.027717562,0.293447623,0.006608087,0.047503213,0.112800825,0.185726972,0.039201734,0.02016625,0.008147033
"7,23",0.097898628,0.011871268,0.114610372,0.012827262,0.015180943,0.31458859,0.007351473,0.12994863,0.058630266,0.199960066,0.014751351,0.014448821,0.00793233
"7,25",0.111094295,0.020238038,0.124382507,0.009831461,0.008178758,0.356118026,0.008051627,0.035245544,0.087266321,0.204154155,0.010957478,0.012313541,0.012168249
"7,27",0.032704655,0.010320526,0.168859099,0.007950441,0.009818921,0.412984049,0.011223415,0.037375853,0.064681982,0.213520766,0.012941413,0.008953652,0.008665229
"7,29",0.02232693,0.016944545,0.174036487,0.00736982,0.017427812,0.391748218,0.009768032,0.031823124,0.061411139,0.211695059,0.018231243,0.017645282,0.019572309
"7,31",0.017412241,0.011410426,0.150074441,0.008060576,0.017639054,0.390117943,0.01189313,0.087572987,0.065851304,0.191267127,0.009846,0.012579384,0.026275386
"7,33",0.067455494,0.007708388,0.096278161,0.012860567,0.010497495,0.322911578,0.022216289,0.139035003,0.098874132,0.18443326,0.010395247,0.016518785,0.010815601
"7,35",0.136861068,0.012405758,0.076563588,0.014066878,0.01209576,0.284449228,0.007861074,0.128514526,0.104042253,0.19442706,0.013604806,0.008574654,0.006533348
"7,37",0.020187266,0.029506866,0.131092385,0.017858926,0.020168539,0.326548065,0.007765293,0.14772784,0.061104869,0.20582397,0.011441948,0.012047441,0.008726592
"7,39",0.025509501,0.014968747,0.153839891,0.00651986,0.011843473,0.357640324,0.008204627,0.090063007,0.061553493,0.214798392,0.007158694,0.023718262,0.024181729
"7,41",0.030170852,0.017278874,0.172107585,0.005967929,0.011523416,0.392758496,0.008261364,0.03512642,0.063822474,0.209846146,0.022453163,0.018141256,0.012542025
"7,43",0.04988891,0.015101885,0.105992509,0.012080239,0.012423031,0.359785438,0.010582111,0.039789246,0.111813623,0.220776995,0.047514759,0.008538056,0.005713197
"7,45",0.040463928,0.008549227,0.135121265,0.013004969,0.015063787,0.362684071,0.008180934,0.037149291,0.118517892,0.208109691,0.032759964,0.012165744,0.008229235
"7,47",0.033108377,0.018061813,0.145527283,0.011360601,0.014179977,0.369344183,0.016880642,0.088035756,0.078129359,0.19583682,0.010903565,0.01247648,0.006155143
"7,49",0.05873964,0.009410038,0.1484244,0.009171356,0.009791929,0.351835166,0.012321958,0.088025921,0.072738339,0.202599247,0.014708778,0.016964323,0.005268905
"7,51",0.086697604,0.011575923,0.087213223,0.011309615,0.017559367,0.329321706,0.009207477,0.096704007,0.133913546,0.189906339,0.012748814,0.007960926,0.005881453
"7,53",0.101251911,0.023074434,0.102641063,0.013746471,0.019074345,0.322880287,0.010672484,0.06902804,0.119506154,0.183239793,0.022031175,0.006097765,0.006756078
"7,55",0.123747106,0.013434167,0.098149887,0.018355364,0.011883174,0.323679469,0.009749101,0.037252993,0.129898602,0.196958654,0.008664571,0.005072798,0.023154114
"7,57",0.139062526,0.009992517,0.094810755,0.012147435,0.010892744,0.323271424,0.007595663,0.061125396,0.110694131,0.190336066,0.017858248,0.006785459,0.015427636
"7,59",0.114548013,0.008111163,0.07023026,0.013008887,0.008188729,0.282727212,0.016183543,0.16052789,0.105273364,0.180772555,0.026826674,0.006886732,0.006714979
"7,61",0.105942314,0.021991197,0.128622727,0.01172246,0.011971505,0.331072628,0.013349936,0.0331229,0.108513842,0.197133094,0.011247539,0.016454303,0.008855554
