geneID,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13
"79,107",0.072776922,0.183883858,0.036576353,0.023540808,0.151370152,0.017949971,0.008580412,0.012413413,0.114676888,0.151065349,0.052851995,0.007507338,0.166806542
"79,109",0.011735822,0.047036185,0.024612935,0.028324339,0.352875343,0.011032469,0.018526055,0.01751305,0.084296205,0.167787313,0.065203928,0.00619747,0.164858887
"79,111",0.029398437,0.039825218,0.053054053,0.095718315,0.362186156,0.008961021,0.010930781,0.010852176,0.031063023,0.153608915,0.009395663,0.008040875,0.186965367
"79,113",0.079952561,0.057045658,0.056750191,0.210384846,0.162515081,0.029013222,0.016008569,0.01103077,0.034368562,0.108571827,0.049802612,0.026854671,0.157701431
"79,115",0.011513101,0.143503817,0.026987078,0.316523667,0.240204626,0.026357726,0.035925032,0.017032923,0.006559119,0.010150467,0.035093594,0.063171934,0.066976916
"79,117",0.008877517,0.090527311,0.016559128,0.108310157,0.386277673,0.019039938,0.220831016,0.038569363,0.044020469,0.00817666,0.007481366,0.027706085,0.023623317
"79,119",0.008985709,0.080036452,0.073209349,0.093960483,0.349241178,0.015970635,0.19412187,0.047331524,0.072639151,0.006898377,0.007188568,0.027832789,0.022583913
"79,121",0.008253102,0.012795297,0.121900333,0.242909613,0.321724295,0.004574794,0.117081042,0.044949253,0.03721231,0.01027427,0.03401756,0.005916806,0.038391324
"79,123",0.009450933,0.045933193,0.012633531,0.39250429,0.282780761,0.011159849,0.129974539,0.034890961,0.012467482,0.014771406,0.032365639,0.006745724,0.014321691
"79,125",0.015694876,0.137977003,0.04097085,0.36500765,0.204755744,0.024941062,0.091667269,0.014880581,0.013514667,0.010204953,0.011544599,0.021460608,0.047380138
"79,127",0.066046188,0.147471197,0.020948294,0.12459413,0.298115167,0.015755445,0.010260156,0.020155101,0.050775789,0.00953544,0.056339555,0.013946508,0.16605703
"79,129",0.02988575,0.229415518,0.05189688,0.116536112,0.246287173,0.010680655,0.012760075,0.017450584,0.045652713,0.009776817,0.016280911,0.010911046,0.202465766
"79,131",0.01351454,0.151460067,0.094237206,0.012324612,0.297086956,0.006931961,0.006380038,0.022887119,0.007635791,0.143409067,0.044872931,0.011873959,0.187385754
"79,133",0.009575541,0.106339939,0.046966684,0.010403299,0.258186966,0.006225326,0.006009816,0.063943066,0.064041025,0.166516462,0.047716074,0.010471871,0.20360393
"82,1",0.109864005,0.030780398,0.143829823,0.009634247,0.012081801,0.344223351,0.017816757,0.027930917,0.062604606,0.203992873,0.010756042,0.005740955,0.020744225
"82,3",0.16222557,0.011339459,0.082786103,0.0098674,0.009154371,0.288471933,0.009407381,0.053189654,0.125222822,0.194708636,0.03852081,0.008412591,0.006693271
"82,5",0.173020095,0.012875123,0.082695722,0.00780448,0.007838511,0.299321078,0.007486855,0.0516196,0.12513258,0.189462818,0.015546569,0.012432718,0.014763852
"82,7",0.155442927,0.011579855,0.065380517,0.016507213,0.019213314,0.288915699,0.012030872,0.067528485,0.136691905,0.195250794,0.014624218,0.006675048,0.010159153
"82,9",0.078172374,0.025626449,0.094931559,0.010210451,0.007535224,0.294899233,0.017439139,0.07846219,0.144055422,0.187026262,0.046415195,0.006342518,0.008883984
"82,11",0.050825768,0.02277605,0.122195315,0.011626172,0.008659375,0.334404517,0.011264647,0.042774673,0.152517474,0.187040204,0.030494313,0.006863229,0.018558263
"82,13",0.115349633,0.009427745,0.041033294,0.009335156,0.011595418,0.258688394,0.004950792,0.172253781,0.103116984,0.168081827,0.017205226,0.027297434,0.061664316
"82,15",0.080114143,0.007011644,0.069836174,0.005034523,0.011083085,0.242824021,0.010563326,0.148599964,0.067313817,0.159127621,0.011062702,0.181655584,0.005773396
"82,17",0.076530522,0.004357705,0.071413991,0.005493725,0.038709019,0.241630722,0.014484264,0.035376396,0.085463372,0.143608996,0.010707883,0.242731242,0.029492163
"82,19",0.020084929,0.005837773,0.071314906,0.062294491,0.030995587,0.244474337,0.012044803,0.021293805,0.08127165,0.132185121,0.060760317,0.19988219,0.057560092
"82,21",0.003395514,0.276954531,0.002539097,0.039793254,0.105652958,0.006169824,0.251623876,0.044141683,0.011024866,0.078072699,0.008015343,0.087975779,0.084640576
"82,23",0.011208789,0.232912438,0.009307152,0.024340947,0.178389803,0.008872493,0.24851129,0.014669767,0.007590246,0.052979593,0.04432443,0.10021081,0.066682242
"82,25",0.056816131,0.195731667,0.002953831,0.074339662,0.118295706,0.015210805,0.176009384,0.006373057,0.022942054,0.014118552,0.163880631,0.093425589,0.059902932
"82,27",0.027839474,0.161369872,0.008769924,0.298645588,0.068635136,0.017147897,0.106839561,0.012422698,0.079642453,0.009303414,0.184435154,0.014088494,0.010860334
"82,29",0.012208297,0.02710134,0.150270095,0.39596478,0.177225583,0.013672213,0.032297969,0.019371219,0.012883535,0.014876837,0.088585782,0.039590536,0.015951815
"82,31",0.01205692,0.045018941,0.154379018,0.40119979,0.065607461,0.012083749,0.020341693,0.021495337,0.010355966,0.012690083,0.078222423,0.088953994,0.077594626
"82,33",0.0455217,0.06260733,0.017576283,0.393334751,0.090918012,0.013051371,0.041781834,0.015630026,0.089593249,0.008019452,0.087461634,0.115848639,0.01865572
"82,35",0.013515563,0.088345246,0.10873623,0.181186964,0.198634327,0.013008402,0.166751193,0.017698328,0.031172063,0.007847915,0.046256163,0.059008371,0.067839235
"82,37",0.012009346,0.088733,0.097714139,0.211598686,0.209017085,0.007859177,0.165402191,0.017717189,0.034802595,0.009558459,0.011301312,0.06445288,0.069833939
"82,39",0.012574626,0.017371002,0.145242642,0.589966946,0.067948661,0.009808462,0.012143206,0.021367982,0.053121768,0.010760124,0.012777647,0.021786714,0.025130219
"82,41",0.014988653,0.027370344,0.08937289,0.268207229,0.25800631,0.00891681,0.114811535,0.03079648,0.009121603,0.024591797,0.038390436,0.100940942,0.014484973
"82,43",0.028296323,0.033609563,0.095790695,0.191350379,0.198108663,0.026467899,0.145679122,0.055417932,0.029200704,0.013437927,0.04682631,0.079777247,0.056037237
"82,45",0.086346023,0.096660695,0.039925371,0.21929788,0.037860585,0.081633125,0.101693032,0.029036634,0.035883761,0.003712911,0.139488803,0.10991977,0.018541409
"82,47",0.08071176,0.01610277,0.067780067,0.281060804,0.020641232,0.0349673,0.087467727,0.016098272,0.140462932,0.032911723,0.132919819,0.062629879,0.026245716
"82,49",0.074142044,0.155480239,0.063006481,0.106111107,0.021190899,0.034595337,0.127334131,0.011713824,0.124113532,0.029511449,0.103974749,0.080049152,0.068777056
"82,51",0.0041702,0.224061705,0.099005876,0.188537218,0.060786567,0.063094981,0.129080498,0.05175866,0.022903483,0.004596755,0.016530253,0.118702671,0.016771131
"82,53",0.00464628,0.033931244,0.112236692,0.313344651,0.204749034,0.052153372,0.126588782,0.059200974,0.008851386,0.006254607,0.013531173,0.045932272,0.018579534
"82,55",0.097283339,0.129377252,0.07345381,0.170067833,0.108524041,0.036242719,0.130146253,0.013191685,0.038473771,0.007063414,0.031324912,0.119323279,0.045527691
"82,57",0.099762857,0.124921733,0.057821536,0.189788543,0.146106857,0.023487534,0.129866736,0.01389827,0.032036523,0.008765918,0.017477605,0.140156091,0.015909797
"82,59",0.024147612,0.116498784,0.013305572,0.369704814,0.137682655,0.01282412,0.132324161,0.014837463,0.007315563,0.03156947,0.013749508,0.112134456,0.013905823
"82,61",0.081473362,0.225835592,0.007028816,0.150614577,0.094145529,0.010906083,0.170767232,0.013671934,0.048521665,0.017300529,0.067623804,0.077301747,0.034809131
"82,63",0.055967497,0.143692858,0.041818882,0.121216011,0.140276653,0.013368614,0.176438064,0.011902411,0.065273198,0.011329753,0.099647519,0.026515077,0.092553465
"82,65",0.058988764,0.129882533,0.003222676,0.07654239,0.201664964,0.01942288,0.199719101,0.007681307,0.003728294,0.02695097,0.083043922,0.024703779,0.164448417
"82,67",0.034854835,0.095002799,0.013040666,0.303055506,0.174839506,0.010735854,0.055473111,0.014459429,0.010143344,0.034572169,0.028897115,0.031114952,0.193810712
"82,69",0.073457876,0.291624927,0.065191101,0.076052525,0.023013402,0.136153603,0.012039168,0.028189161,0.045792157,0.003199314,0.10844276,0.006592663,0.130251342
"82,71",0.071043254,0.303221769,0.048188154,0.033890944,0.026572033,0.12064495,0.005913885,0.039898497,0.036087895,0.095405563,0.085744941,0.008562147,0.124825968
"82,73",0.00579091,0.190917759,0.036259792,0.050201911,0.155704911,0.044041766,0.019662921,0.0578203,0.033380695,0.140701827,0.085190413,0.011408888,0.168917908
"82,75",0.031327288,0.182345749,0.117722797,0.041660105,0.161082653,0.006928685,0.012736553,0.015390387,0.031827487,0.126068713,0.085103328,0.008081922,0.179724335
"82,77",0.040431151,0.199665449,0.120454387,0.012231001,0.257168367,0.006422082,0.00701911,0.027011473,0.009660017,0.01156943,0.096261315,0.012456904,0.199649313
"82,79",0.048865239,0.266373286,0.106684386,0.05529201,0.148131607,0.009634709,0.01583273,0.017842457,0.042002756,0.00788641,0.085149259,0.009999619,0.186305533
"82,81",0.017347296,0.13334076,0.070200847,0.135934897,0.200549596,0.034721117,0.015872511,0.015920255,0.013506488,0.00652513,0.121415157,0.009342076,0.225323869
"82,83",0.068878487,0.115007388,0.080406993,0.207071809,0.144604659,0.02484703,0.060602755,0.014052382,0.014201136,0.006857602,0.059725101,0.018787747,0.184956911
"82,85",0.052520887,0.122467108,0.036876981,0.25173341,0.083059637,0.021833285,0.06016998,0.015053299,0.083141266,0.007490637,0.095702487,0.022904062,0.147046961
"82,87",0.05357701,0.072088412,0.037335342,0.178555875,0.225303186,0.016472228,0.148142455,0.054248195,0.076392198,0.006952663,0.052706005,0.025622896,0.052603534
"82,89",0.00518333,0.03954641,0.009841192,0.46827724,0.170783922,0.009309235,0.096997691,0.039955108,0.012500973,0.012604769,0.032501233,0.089667073,0.012831824
"82,91",0.010799607,0.013172248,0.084466019,0.206550671,0.233156976,0.006779753,0.1982437,0.086593215,0.034138759,0.011159594,0.054598015,0.022564634,0.037776808
"82,93",0.011544244,0.086695662,0.066267946,0.087743845,0.23666175,0.041467267,0.190375686,0.024710564,0.099677008,0.008191006,0.055819314,0.027617968,0.06322774
"82,95",0.012908002,0.11002775,0.056129412,0.162787887,0.187767867,0.025972129,0.152604516,0.019394739,0.102810751,0.007534285,0.048408785,0.098056497,0.015597379
"82,97",0.071988017,0.047638038,0.083284256,0.138323278,0.201955047,0.022736231,0.152935121,0.011843429,0.09719588,0.005291054,0.009079653,0.034602846,0.123127148
"82,99",0.034636607,0.161104839,0.050142953,0.141268916,0.116493362,0.023309599,0.125011382,0.096916941,0.094736219,0.002604119,0.031905013,0.026951724,0.094918325
"82,101",0.008529329,0.114555693,0.013176856,0.122186358,0.266584068,0.005014437,0.158292433,0.053239177,0.033941837,0.007790191,0.009544978,0.021211654,0.185932988
"82,103",0.031178418,0.109710688,0.060527601,0.228296152,0.224322857,0.008277696,0.030885306,0.026787168,0.012446399,0.008630516,0.033311621,0.006926125,0.218699452
"82,105",0.018194415,0.200620538,0.044967919,0.1035696,0.23815405,0.010259963,0.009235774,0.022857487,0.013302407,0.01299515,0.075157394,0.013248185,0.237437118
"82,107",0.019199073,0.200076288,0.066586926,0.012530962,0.197038907,0.024539213,0.005321303,0.01820074,0.081656103,0.137925351,0.051447112,0.010600224,0.174877798
"82,109",0.03531826,0.145345039,0.049204465,0.021896769,0.269294831,0.006358759,0.011350983,0.015938308,0.076093458,0.158743524,0.036229283,0.007647075,0.166579245
"82,111",0.044804589,0.088574226,0.028755877,0.046832723,0.281409391,0.010790415,0.007425662,0.020248853,0.054230539,0.179882025,0.01438722,0.047501033,0.175157447
"82,113",0.069873596,0.100011047,0.04436782,0.054467555,0.194751294,0.057063502,0.006190033,0.013820067,0.08978112,0.137352449,0.04738985,0.008474309,0.17645736
"82,115",0.05243867,0.131414753,0.05336552,0.067390453,0.17907593,0.013077017,0.005965546,0.043663081,0.085266027,0.15489356,0.025109221,0.008708181,0.17963204
"82,117",0.015351305,0.161788752,0.003480296,0.112919598,0.201702145,0.088912558,0.090612702,0.021566833,0.01376117,0.02094178,0.142457109,0.014156203,0.11234955
"82,119",0.023458691,0.165588517,0.063030037,0.172720035,0.161936951,0.037364198,0.077226335,0.047251076,0.095746354,0.006144737,0.057080749,0.033064312,0.059388005
"82,121",0.009376008,0.173696717,0.106779711,0.337225335,0.157761023,0.023880072,0.013459677,0.037580309,0.044239739,0.008877285,0.019156863,0.00741045,0.060556811
"82,123",0.082782705,0.167675424,0.033378012,0.327020744,0.097421909,0.015408861,0.031241819,0.012110328,0.066316219,0.007529032,0.119553494,0.015518812,0.02404264
"82,125",0.084095346,0.164310901,0.104241374,0.213358634,0.098359431,0.022437047,0.104953582,0.017904813,0.038025938,0.00596163,0.072660172,0.010055582,0.063635549
"82,127",0.01754241,0.252026878,0.101768011,0.249818242,0.097785856,0.019657414,0.100611368,0.016435338,0.031526768,0.018214364,0.006879269,0.025027539,0.062706543
"82,129",0.031801591,0.185494102,0.006889911,0.151961901,0.341997228,0.01154174,0.01037065,0.012784396,0.007111117,0.020481058,0.014053076,0.01744273,0.1880705
"82,131",0.021450919,0.096043913,0.054046814,0.061259458,0.317785966,0.005751919,0.011933464,0.029441943,0.006333177,0.16858987,0.021713749,0.01058899,0.195059819
"82,133",0.010616689,0.089085072,0.058632067,0.00945247,0.257837425,0.008808434,0.007351921,0.040158136,0.066008759,0.182361334,0.049689872,0.011488615,0.208509205
"85,1",0.030631588,0.009674859,0.13313918,0.010357019,0.010160242,0.385741553,0.022439114,0.040476987,0.082377326,0.227887208,0.029778888,0.008008816,0.00932722
"85,3",0.134608269,0.008076026,0.085511903,0.010936408,0.011230082,0.29847231,0.008070153,0.057389711,0.125363421,0.194447218,0.041907234,0.014037602,0.009949664
"85,5",0.162089159,0.008254644,0.092448654,0.010440192,0.011023004,0.297116759,0.008775813,0.047723388,0.131250525,0.184583485,0.028888453,0.009762112,0.007643812
"85,7",0.154369032,0.01360052,0.108599038,0.011862707,0.011498051,0.309119812,0.008546619,0.052954851,0.113595961,0.188202247,0.01296807,0.008842902,0.00584019
"85,9",0.152590986,0.011968136,0.083496193,0.026314486,0.01011291,0.282688041,0.02248292,0.056355939,0.138134534,0.185379496,0.018772468,0.005477597,0.006226294
"85,11",0.114858053,0.006282784,0.07923613,0.01273116,0.008868953,0.261144636,0.02585195,0.04182678,0.112491051,0.162568246,0.016086849,0.10663686,0.051416549
"85,13",0.094990675,0.003618516,0.046971117,0.009078763,0.005590143,0.211627497,0.013332838,0.14683751,0.097941157,0.144415888,0.030627488,0.125465072,0.069503336
"85,15",0.126479401,0.009020867,0.088464419,0.013135367,0.01905297,0.270626003,0.004965222,0.051583735,0.124622793,0.167469235,0.027817014,0.09281969,0.003943285
"85,17",0.088580343,0.006206018,0.066229929,0.007226585,0.008665099,0.213536604,0.004174604,0.032405427,0.099344893,0.153128766,0.135327165,0.176912834,0.008261732
"85,19",0.022145819,0.199050083,0.004210825,0.298926027,0.031978166,0.04567398,0.177896714,0.012029915,0.003891823,0.169843689,0.017204835,0.005274164,0.011873959
"85,21",0.004203616,0.236876036,0.002387969,0.162921348,0.203753651,0.008986133,0.25430887,0.042187459,0.003828645,0.014196248,0.023958635,0.014209405,0.028181986
"85,23",0.007571201,0.254863387,0.00727892,0.123022185,0.148669841,0.012253318,0.198453159,0.01098302,0.00656508,0.012000382,0.093232009,0.082715515,0.042391983
"85,25",0.03004117,0.154724891,0.002567759,0.203630243,0.144148297,0.02198409,0.142625868,0.007059997,0.023083026,0.014473797,0.182611073,0.060602324,0.012447465
"85,27",0.055805949,0.078708112,0.006291571,0.562333806,0.037982183,0.032727452,0.081670511,0.013055714,0.008435783,0.013373114,0.012794741,0.056278522,0.040542542
"85,29",0.045071154,0.043680667,0.119429136,0.334873226,0.153788951,0.021162916,0.022319109,0.024280053,0.009239357,0.009835281,0.054346165,0.092877444,0.06909654
"85,31",0.040412506,0.133960236,0.135319157,0.265718737,0.074286093,0.007741587,0.033930406,0.016401748,0.05312102,0.008243488,0.081336383,0.106166281,0.043362358
"85,33",0.011828881,0.119746425,0.100367614,0.220138745,0.160589171,0.009022363,0.080934452,0.021804868,0.071566215,0.008676489,0.032581305,0.126515668,0.036227802
"85,35",0.073074344,0.148774814,0.129487779,0.192067781,0.148124632,0.017575228,0.143903529,0.015274194,0.051115468,0.023904342,0.017534592,0.026332365,0.012830932
"85,37",0.029728054,0.195797832,0.121967178,0.1904701,0.07064287,0.039079872,0.142205671,0.028685137,0.045184872,0.016066825,0.018442905,0.076206734,0.02552195
"85,39",0.020453305,0.090916845,0.036528226,0.403084201,0.137105946,0.04022995,0.037142337,0.043198153,0.0525406,0.010309102,0.031109266,0.079231679,0.018150389
"85,41",0.044408323,0.126500457,0.146498657,0.278249826,0.08975969,0.050403044,0.030660746,0.016358717,0.005463963,0.009321436,0.062866377,0.101791782,0.037716983
"85,43",0.04031824,0.023116688,0.079969275,0.236583014,0.320521878,0.02032452,0.149857588,0.022505551,0.00616744,0.017812689,0.05225504,0.01632129,0.014246787
"85,45",0.071369363,0.116347902,0.04938786,0.042196675,0.191115393,0.036303115,0.167089805,0.01289379,0.087305411,0.005116721,0.134093681,0.075127701,0.011652584
"85,47",0.04677912,0.145521029,0.103617361,0.119098322,0.174881149,0.01037201,0.136536001,0.029999907,0.047871893,0.02255597,0.018773291,0.114302259,0.029691688
"85,49",0.010650323,0.171099762,0.149780956,0.156849393,0.027883328,0.012892975,0.126219498,0.015939167,0.036163886,0.033757803,0.061618432,0.099344002,0.097800477
"85,51",0.04665553,0.182196389,0.053305568,0.161578068,0.052106456,0.045941555,0.127476601,0.012961395,0.100089247,0.004260967,0.036353235,0.100679649,0.076395341
"85,53",0.061111327,0.126263315,0.070020252,0.234635756,0.112549413,0.046058653,0.11488618,0.018402041,0.056963566,0.005238253,0.008485385,0.130897903,0.014487956
"85,55",0.023725595,0.1206003,0.090244337,0.318194694,0.064153002,0.038539011,0.091036415,0.062773424,0.007097221,0.00381351,0.004894092,0.155016314,0.019912085
"85,57",0.012652442,0.026117529,0.070587306,0.368083341,0.225407593,0.016529439,0.040874949,0.064340092,0.008640004,0.007037286,0.009655811,0.137715224,0.012358986
"85,59",0.009918432,0.209846388,0.102761864,0.217721919,0.045284304,0.037966376,0.078345744,0.014107859,0.031423172,0.01571652,0.054965878,0.126299635,0.05564191
"85,61",0.054926909,0.209844078,0.052651384,0.102155108,0.03825006,0.016296119,0.156515349,0.011851321,0.1424859,0.009416421,0.080812105,0.052744353,0.072050894
"85,63",0.019716485,0.105986696,0.046189492,0.095234062,0.236373602,0.006930915,0.182914373,0.015710406,0.09196542,0.008764543,0.015770199,0.016751788,0.15769202
"85,65",0.01920741,0.095787601,0.015986291,0.119620624,0.281820745,0.010878053,0.132158041,0.01838315,0.008421544,0.008904169,0.043512212,0.096470869,0.148849291
"85,67",0.041676201,0.107570521,0.088285945,0.227296266,0.07032608,0.016807768,0.022532124,0.016181542,0.058279241,0.118164192,0.024378691,0.070454536,0.138046895
"85,69",0.082076947,0.144397895,0.044387313,0.121212715,0.095350815,0.10374153,0.017047926,0.01682454,0.036380666,0.117567986,0.061027657,0.026367459,0.133616551
"85,71",0.062597921,0.191977318,0.021451223,0.07152788,0.096730022,0.107235115,0.007661451,0.029776331,0.048081487,0.09458784,0.088257902,0.009211383,0.170904127
"85,73",0.008925647,0.272187587,0.022424275,0.044925957,0.166604145,0.018631321,0.009675902,0.037369822,0.059532103,0.009128097,0.115836921,0.013653442,0.22110478
"85,75",0.005286048,0.280476985,0.048263111,0.012693961,0.245100168,0.028818891,0.011552373,0.050279503,0.011831566,0.007885643,0.039093182,0.049485355,0.209233213
"85,77",0.095861186,0.202024961,0.045628289,0.00620911,0.132293593,0.015867231,0.008955874,0.018027308,0.119555362,0.017169499,0.136991537,0.031383338,0.170032712
"85,79",0.09609383,0.19338184,0.043398932,0.00893638,0.141992107,0.015133691,0.005407109,0.015666411,0.121788697,0.032527002,0.13696678,0.009260451,0.17944677
"85,81",0.024400007,0.13468488,0.05173726,0.069727191,0.342665622,0.044712674,0.01681165,0.038511194,0.013716547,0.029333003,0.012966732,0.010300095,0.210433145
"85,83",0.05395531,0.050301767,0.101709211,0.1482744,0.231554198,0.02033922,0.055943781,0.029722182,0.020317369,0.084927388,0.009623327,0.026693588,0.16663826
"85,85",0.057757468,0.092017118,0.056596679,0.207875387,0.089724149,0.069487985,0.043721721,0.016394113,0.008264497,0.12756835,0.050138763,0.023248495,0.157205276
"85,87",0.047707671,0.134590723,0.04899006,0.27106568,0.109864215,0.016925691,0.026295931,0.014754425,0.037892992,0.118192803,0.019360842,0.074281376,0.080077592
"85,89",0.021470857,0.22230852,0.005925773,0.249664877,0.121455324,0.017662254,0.085198801,0.010585846,0.006875047,0.010137098,0.06350357,0.102504358,0.082707675
"85,91",0.050150853,0.158161673,0.030753225,0.078261548,0.260023928,0.038535164,0.209529754,0.010268414,0.009040782,0.005633583,0.005316271,0.046670828,0.097653974
"85,93",0.07602944,0.159523399,0.038602375,0.175920267,0.188994928,0.025078485,0.149948548,0.019019113,0.051995675,0.006252644,0.01253663,0.038085239,0.058013257
"85,95",0.020196274,0.023861361,0.042378259,0.182521361,0.327188386,0.009135368,0.192099822,0.021202805,0.07404571,0.009091605,0.04024485,0.043067514,0.014966686
"85,97",0.027356523,0.018394671,0.01061024,0.491320729,0.22397228,0.042017089,0.085823858,0.011471439,0.009230976,0.009062773,0.012204804,0.042790823,0.015743793
"85,99",0.012787972,0.033163581,0.056438445,0.422714413,0.200544284,0.006024843,0.023226363,0.066612777,0.09111632,0.009177377,0.011656293,0.049826206,0.016711125
"85,101",0.012696694,0.02157199,0.004727839,0.478320411,0.289128578,0.010720784,0.030108186,0.030029932,0.006618975,0.012338031,0.072293556,0.011288124,0.020156899
"85,103",0.066545506,0.133499485,0.006636199,0.33443246,0.194042221,0.013734149,0.019275168,0.01043677,0.006340204,0.009542866,0.018339825,0.010034217,0.177140929
"85,105",0.081761637,0.215583986,0.031494901,0.232614956,0.1340643,0.009943584,0.012162449,0.014847512,0.009990794,0.016954254,0.015638278,0.029984185,0.194959163
"85,107",0.0267553,0.205831512,0.020400122,0.018582541,0.362982358,0.00927856,0.007702476,0.02032386,0.008452387,0.023952667,0.059865779,0.013994102,0.221878336
"85,109",0.034394288,0.159621455,0.005879606,0.011489144,0.350345743,0.014037911,0.00518193,0.010583291,0.037545082,0.046868055,0.097978428,0.031507936,0.194567132
"85,111",0.08369536,0.174634345,0.012384561,0.038306918,0.215877618,0.01040229,0.00911474,0.016048056,0.039918671,0.174768658,0.037732616,0.040752337,0.14636383
"85,113",0.059017699,0.128387106,0.02545335,0.034531928,0.274861923,0.013786846,0.01501831,0.018985847,0.057892714,0.177673458,0.043615135,0.007851743,0.142923941
"85,115",0.067148506,0.143474503,0.03425484,0.016651427,0.219666888,0.056388544,0.008242206,0.027039779,0.101511906,0.155090418,0.017265208,0.007177483,0.146088293
"85,117",0.056701011,0.146004711,0.054216324,0.04092678,0.135356615,0.102130795,0.032238216,0.021068885,0.069790683,0.127933909,0.049360605,0.018180536,0.14609093
"85,119",0.083240729,0.118337655,0.00798967,0.043503313,0.317858172,0.00619418,0.050664691,0.013525332,0.005504795,0.098695312,0.055608717,0.019230769,0.179646664
"85,121",0.081044111,0.1296019,0.023738488,0.16637207,0.239968701,0.01879039,0.013673414,0.030876359,0.006422958,0.00788093,0.058971876,0.010115737,0.212543064
"85,123",0.061112634,0.148616576,0.006732266,0.206497515,0.12762349,0.01927124,0.019421191,0.010367276,0.039540427,0.008086992,0.165886751,0.007595774,0.179247868
"85,125",0.011600492,0.250983367,0.04044591,0.312049107,0.078622287,0.021448856,0.017691779,0.009719013,0.019814322,0.022959919,0.064428883,0.009624939,0.140611128
"85,127",0.014459432,0.178868317,0.085988273,0.27738078,0.197336876,0.008555501,0.022789636,0.021888449,0.0086306,0.009970827,0.00685711,0.01272638,0.154547818
"85,129",0.010457611,0.08292146,0.024606797,0.222261757,0.26801172,0.015444574,0.025424059,0.038188904,0.05122617,0.009417965,0.057686427,0.026230201,0.168122356
"85,131",0.051356073,0.106327283,0.030646872,0.15117083,0.30168724,0.004902866,0.014048902,0.024007684,0.006718352,0.120513402,0.039682079,0.011193734,0.137744682
"85,133",0.048994483,0.165489415,0.008387254,0.013851677,0.306166538,0.007762446,0.007158818,0.034216184,0.00641752,0.182062714,0.078630505,0.011527179,0.129335268
"88,1",0.106566904,0.012118825,0.129997904,0.008365038,0.008377742,0.362802574,0.010607148,0.029700015,0.051098507,0.209500702,0.010162537,0.009368589,0.051333515
"88,3",0.074005865,0.009445646,0.156982527,0.010741855,0.011216704,0.367334236,0.008585784,0.036139862,0.070053068,0.216909759,0.013071182,0.013911794,0.011601717
"88,5",0.128313239,0.012785742,0.127618114,0.012609112,0.012757253,0.31549559,0.008267429,0.05705153,0.10429724,0.188680858,0.017839643,0.008523828,0.005760421
"88,7",0.054744795,0.012841091,0.1053151,0.016136442,0.012137781,0.313279526,0.009551413,0.148217051,0.111854755,0.188118587,0.012058375,0.007373418,0.008371666
"88,9",0.146883209,0.004790613,0.042513799,0.011235955,0.014695842,0.281679955,0.004217822,0.115958296,0.114668071,0.187950566,0.029877689,0.033910367,0.011617816
"88,11",0.091109451,0.004868444,0.079149808,0.006799844,0.007828984,0.24114775,0.004854346,0.037096039,0.094732588,0.158496985,0.048712635,0.199126876,0.02607625
"88,13",0.112874917,0.004808464,0.084806908,0.006130913,0.01004964,0.257731708,0.003383914,0.036634756,0.107769874,0.15865013,0.035463027,0.15910229,0.022593459
"88,15",0.037541133,0.01749364,0.099973615,0.011156303,0.017732597,0.274750713,0.003320506,0.054203402,0.119478476,0.159822375,0.016239116,0.182692547,0.005595575
"88,17",0.091731224,0.009109469,0.079175056,0.227152065,0.019185523,0.186923291,0.006289872,0.022783103,0.08877489,0.153908538,0.093753978,0.013376586,0.007836407
"88,19",0.032118879,0.173193235,0.0052066,0.382374184,0.035548075,0.029003712,0.102505323,0.019099239,0.06404306,0.119601058,0.02269173,0.004754398,0.009860508
"88,21",0.005208082,0.285114943,0.004470959,0.224546876,0.10013158,0.015493356,0.243174726,0.010106159,0.00522186,0.035223445,0.038654165,0.009961491,0.022692358
"88,23",0.015982721,0.217492174,0.005105929,0.103928944,0.1156454,0.085597107,0.162346203,0.0280729,0.02790788,0.008498556,0.126206712,0.077316961,0.025898512
"88,25",0.005201601,0.145153873,0.006935468,0.486756737,0.041550661,0.066893706,0.033683007,0.034403898,0.037107239,0.009570448,0.097214627,0.018314358,0.017214378
"88,27",0.062542388,0.014850758,0.006803102,0.677429504,0.024177929,0.020297435,0.053222209,0.014997588,0.028827531,0.011131077,0.014717913,0.018934018,0.052068548
"88,29",0.066788233,0.062519106,0.026338795,0.291190904,0.192834732,0.00821646,0.094462471,0.014834679,0.099262557,0.008806414,0.014410984,0.035043308,0.085291357
"88,31",0.021147239,0.166037756,0.067146574,0.323356959,0.101519414,0.006987508,0.028768056,0.021469171,0.07685731,0.008813549,0.017299888,0.122091397,0.03850518
"88,33",0.058809999,0.1623488,0.145102334,0.347479536,0.028272403,0.018841602,0.020646755,0.01329613,0.034412925,0.006405544,0.008610732,0.126265733,0.029507508
"88,35",0.054249548,0.227771908,0.158349757,0.20069285,0.035089502,0.021674421,0.135237824,0.013719853,0.041743706,0.006776114,0.012317898,0.066491253,0.025885365
"88,37",0.012598052,0.288150832,0.163532408,0.167441034,0.029691563,0.03656127,0.166224299,0.018164884,0.031952752,0.00829641,0.02506151,0.027419607,0.02490538
