samples,Bacteroides,Prevotella,Eubacterium,Faecalibacterium,Alistipes,Ruminococcus,Escherichia,undef,Roseburia,Bifidobacterium,Parabacteroides,Blautia,Clostridium,Butyrivibrio,Dialister,Coprococcus,Odoribacter,Klebsiella,Akkermansia,Streptococcus,Lactobacillus,Dorea,Capnocytophaga,Phascolarctobacterium,Sutterella,Veillonella,Fusobacterium,Bilophila,Collinsella,Megasphaera,Haemophilus,Acidaminococcus,Paraprevotella,Methanobrevibacter,Desulfovibrio,Enterobacter,Parasutterella,Mitsuokella,Coprobacillus,Eggerthella,Holdemania,Pseudoflavonifractor,Enterococcus,Anaerotruncus,Shigella,Oxalobacter,Anaerostipes,Pyramidobacter,Subdoligranulum,Citrobacter,Victivallis
MH0167,0.304534338,0.019133383,0.022220817,0.019095494,0.020295195,0.008277139,4.20E-05,0.018600208,0.015730029,0.001231543,0.024491182,0.004668615,0.000127193,8.41E-06,8.35E-06,0.005161584,0.003421411,2.46E-05,0,0.000244692,0.00016921,0.004845683,3.27E-05,4.65E-05,0,0.000152076,0,0,0.000623704,0,2.39E-05,0,0,0,0,4.70E-05,5.38E-05,0,8.58E-06,7.49E-06,5.20E-05,0.000160727,0,0,0,0,0,0,5.82E-05,0.000181676,0
MH0180,0.195704761,1.54E-05,0.044144003,0.011732875,0.012334821,0.021923301,0,0.005676768,0.007079187,7.00E-06,0.004559301,0.010551348,0.000853749,0,0,0.002706319,0.006218746,0,2.29E-05,8.14E-05,0,0.002775435,0,0,0,6.94E-05,0,0.001429081,0.000192631,0,0,0,0,0,1.46E-05,0,1.27E-05,0,0,6.86E-06,0.000277724,0.000108742,0,1.55E-05,0,0,7.76E-06,0,4.57E-05,0,0
MH0073,0.249006083,3.19E-05,0.053632126,0.028535834,0.006374746,0.037251964,0.000235968,0.013271398,0.06500222,0.002448325,0.014668816,0.009965484,0.000530382,0,0,0.003630237,0.001724174,0,9.78E-05,0.002071149,0.002456555,0.003051075,0.006202103,0.026928409,0.019328258,0.020796676,0.0002447,0.000266007,0.001674362,0.000149,0.014316043,0,0.000797419,1.46E-05,0,0,1.67E-05,0,0,7.26E-06,5.08E-05,8.25E-05,0,0,0,0,0,0,0.000261069,0,0
MH0149,0.165604827,8.52E-06,0.025481897,0.023899517,0.015961764,0.019745046,0.000205269,0.008977929,0.042774489,0.000113457,0.010134908,0.000225278,0.003923737,0,0,0.002243614,0.002104361,0,0,0.000324034,1.74E-05,0.001158604,0.01363037,0,0,0.000124747,1.76E-05,0.000658637,0.000285365,0,5.08E-05,0,0.001838053,0.000400649,0.0001599,0,0,0,0.000229337,8.69E-05,0.000502848,0.000958861,0,8.93E-05,0,0.000451737,0.000252395,0,5.27E-05,0,4.39E-05
MH0037,0.306547364,0.000189141,0.036075731,0.008352997,0.00079824,0.015176592,0.001279701,0.013519068,0.01142619,0.000142932,0,0.002716165,0.000757542,1.97E-05,0.070755098,0.00296609,0.01045671,0,0.017412697,0.001317239,0,0.007290358,0,0,0,0.000670301,0,0,0.000369241,0,0.000321678,0,0,0,0,0,0.000699133,0,0,0,0.000141992,0.000355369,0,1.98E-05,0,0,0,0,0.000176539,0,0
MH0410,0.211943824,2.59E-05,0.098069588,0.085049467,0.024062414,0.012170802,3.59E-05,0.008210706,0.027790838,0.005980214,0.03305851,0.00049517,0.001502173,1.07E-05,0,0.002741927,0.004154519,0,0,0.00010882,5.40E-06,0.000436043,2.63E-06,0.013463264,0.005068424,5.41E-05,5.33E-06,0.001017521,0,0,1.54E-05,0,2.61E-06,0,0,0,0,0,0,0.000143542,9.97E-05,3.24E-05,0,2.16E-05,0,0,0,0,0.000100886,0,0
MH0062,0.077151567,0.00064786,0.024103068,0.066457306,0.010168622,0.144653659,0.000661089,0.016114103,0.000707205,0.004600271,0.002386866,0.010186122,0.008615401,0,0.032302643,0.012052721,0.004592171,0,0,0.000257362,1.36E-05,0.009447502,0,0,0.012920027,5.45E-05,0.001892428,0.002667834,0.005480251,0,4.68E-05,0.002025865,0,0,0,0,4.24E-05,0,0,6.00E-05,0.000432586,0.000560643,0,0.000218133,0,0,5.76E-05,0,0.000167425,0,0.000870662
MH0101,0.083391388,4.17E-05,0.06200654,0.002410224,0.005657947,0.130560627,0.001726563,0.042623945,0.002751494,0.003721607,7.46E-05,0.013293489,0.006915172,0,0,0.003019253,0.001934382,6.16E-05,0,0.000720644,0,0.005487628,0,0.002453751,0,1.09E-05,2.38E-05,0.000451638,0,0,5.15E-05,0,0,9.55E-06,0,1.12E-05,0,0,0.000428869,0.000124861,0.00017782,0.000402044,1.08E-05,0.001520123,0,0,2.30E-05,0,3.22E-05,2.06E-05,3.20E-05
MH0458,0.228779213,0,0.019826511,0.051537112,0.043540057,0.010392992,5.50E-06,0.098001877,0.04486748,3.08E-05,0.006030782,0.004572522,0.000238334,1.13E-05,2.80E-05,0.004208234,0.004333114,0,0.026817627,5.99E-05,0,0.00473326,0.015713832,0.013747066,0,5.68E-05,0,0.002729623,5.06E-06,5.71E-06,0,0,0.002158936,0,0,0,0.000164744,0,0,1.01E-05,0.000216111,3.41E-05,0,1.14E-05,0,0,0,0,9.53E-05,0,0
MH0424,0.240224748,0,0.048283437,0.033394586,5.46E-06,0.014429912,0.006160542,0.006988555,0.006285256,0.004998465,0.005096856,0.000417728,0.000575061,0,0.034088135,0.001903104,5.46E-06,0,0.009667584,0.004321156,5.36E-06,0.002054255,0.007372243,0,0.011176466,0.000357261,0,0,0,0,0.000162508,0,0.000639259,0,0,0,0,0,0,9.92E-06,0.000602744,0.000145513,0,0.000723476,0,0,0,0,8.28E-05,0,0
MH0150,0.314834514,1.29E-05,0.071122157,0.012989192,0.064290954,0.044780985,0,0.004994473,0.007697613,0.002604857,0.001234806,0.003801697,0.003870902,0,9.15E-05,0.003121076,0.006879013,0,0.001278032,0.000200902,0,0.004912727,0,0,0,4.64E-05,1.98E-05,0.004453295,0.003229749,0,0,0,0,0,0.009043351,0,0,0,3.38E-05,5.29E-05,0.000381381,0.000314419,0,0.000159688,0,0,0,0,0.000183266,6.29E-06,0
MH0244,0.119345105,0.334094596,0.005028712,0.016202136,0.069875079,0.026340428,0,0.004194116,0.000933589,0.011183091,0.032741508,0.000272264,0.000128639,0,0,0.003646157,0.00214238,0,3.51E-05,7.70E-05,0.002290858,0.00257644,0,0,0.0009759,2.22E-05,0,0.003251123,0.000853862,0,0,0,0,0,0.001246988,0,0,0,0,3.94E-06,0.000364778,0.000173123,0,4.45E-06,0,0,0,0,3.13E-05,0,0
MH0211,0.382366697,0,0.089506687,0.043066689,0.007849816,0.006188823,1.52E-05,0.017550189,0.018847572,0.000369213,0.009174668,0.004810893,0.001705987,0,0,0.005153745,0.001909144,0,0.003595363,0.000785509,1.55E-05,0.001883983,0.020075911,0.018563065,0,9.17E-05,7.93E-06,0.000900463,0.000539858,0,0.002055889,0,0.00217969,0,0.002143942,0,3.95E-05,0,1.22E-05,0.000155734,0.000487482,0.000223586,0,1.60E-05,0,0,4.16E-06,0,7.85E-06,0,0
MH0041,0.282632907,7.95E-05,0.066853621,0.018691255,0.030065202,0.025191239,0.000229805,0.006251749,0.005079682,0.016375039,0.013550171,0.003369645,0.0136039,0,0.039561937,0.007846411,0.004914296,0,0.000317388,0.00234827,5.22E-05,0.008434356,0,0,0.000829208,7.99E-05,0,0.000393443,0.002774436,0,0.000230738,0,0,0,0.002889419,0,0,1.34E-05,0,0,0.00023361,0.000215039,0,4.03E-05,0,0,0,0,0.000145247,0,0
MH0287,0.300011921,0,0.115645342,0.071450219,0.000531983,0.028762688,5.72E-05,0.019664627,0.067347711,0.017711186,0.015770864,0.007950989,0.002506534,4.76E-06,0,0.006762377,0,7.73E-05,0,0.039442619,4.63E-06,0.011771353,0,0,0.010170284,0.009538851,4.78E-06,5.89E-05,0.003473183,1.92E-05,0.005408886,0,0,0,0,0.001352896,0,0,0,2.97E-05,8.34E-05,0.00021963,0,0,0,0,1.01E-05,0,0.000141147,3.49E-05,0
MH0016,0.359099762,0,0.039620532,0.011017057,0.021827484,0.02590171,0,0.005591096,0.016279879,1.25E-05,0.010047455,0.006227209,0.001066979,0,0,0.000769938,0.005154248,0,4.04E-05,0.000550284,0,0.004105427,0,0,0,2.70E-05,0,0.001034644,0.000533266,0,0,0,0,2.41E-05,3.88E-05,0,1.77E-05,0,1.41E-05,0,0.000308068,0.000137267,0,0.000177851,0,0,0,0,0.000175666,0,2.69E-05
MH0199,0.310385944,2.39E-05,0.14060331,0.07824505,0.065637607,0.038086461,0.001211329,0.014376102,0.049421833,0.014514209,0,0.002895301,0.000721078,8.23E-06,0.046971887,0.004758544,0.004158479,0,0.000163087,0.00016162,0,0.003249969,0,0,0,0.000458009,0,0.0043903,0.002497734,0,0.000213002,0,0,0,0,0,0.000559305,0,0,4.76E-05,0.000182177,0.000136424,0,5.79E-05,6.49E-06,0,0,0,0.000158455,0,0
MH0159,0.121643274,2.44E-05,0.027151535,0.004214499,0.015279522,0.009896177,0.017424587,0.005992381,0.001476146,0.005361758,0.009240031,0.00361,0.034577135,0,0,0.002215421,0.002708707,0,0.033582391,0.001639543,0.000646072,0.004550889,0,0,0,7.61E-05,0,0.001323179,0,0,0.000219522,0,0,0.006983893,0,0,0.00027006,0,0.001933034,2.25E-05,0.000225752,0.000144098,0,1.70E-05,0,0,0,0.000177751,8.32E-05,0,8.33E-06
MH0119,0.144037594,0.423303848,0.010930704,0.035806627,0.017955434,0.002921411,0,0.004922304,0.005113961,0.001607304,0.010043795,0.000806622,0.000308129,0,0,0.003075648,0.003676703,0,0.005274266,6.66E-05,0,0.000943609,0.002150963,0,0.012739803,5.56E-05,0,0.000323373,0.001065572,0,0,0,0.000200799,4.91E-05,0.001730858,0,2.78E-05,0,0,3.70E-05,0.000135764,9.77E-05,0,6.98E-06,0,0,0,0,2.74E-05,0,0
MH0427,0.019997897,0.236138108,0.033196298,0.011941194,0.00122315,0.005234989,0.078357049,0.003056295,0.00936945,0.001659671,0.000823969,0.004877814,0.000104384,0.004191464,0.000108851,0.004594466,0.00051119,0,0.00070114,5.02E-05,0,0.002290254,0.000368696,0.030907858,0.002545001,0.000133618,5.75E-06,0.000523974,0.000719693,0,2.21E-05,3.51E-05,3.12E-05,5.13E-06,0,0,5.87E-06,0.001443417,1.23E-05,1.03E-05,0.000113465,5.81E-05,0,0,0.000261199,0,0,0,1.15E-05,5.57E-06,1.15E-05
MH0105,0.289768314,0.243937755,0.016583222,0.009571759,0.009751103,0.038608692,0.000109013,0.004491945,0.01035144,0.000623076,0.01012697,0.004078182,0.000231821,0,0,0.008231279,0.009162454,0,0,8.44E-05,0.001147278,0.003274434,0,0.026176495,0.001193989,0,0,0.000167085,0.000297978,0,0,0,0,0,2.35E-05,0,0.000115891,0,0.000152153,0,0.000135682,9.68E-05,0,1.77E-05,0,0,0,0,2.61E-05,0,2.60E-05
MH0455,0.334659229,4.83E-06,0.085962195,0.055647322,0.005800846,0.003947356,0.00019983,0.018757091,0.020369462,0.002160716,0.001971179,0.015130507,0.000599816,0.000482857,0.023853347,0.002266107,0.005174572,0,0.00018752,0.000124724,0,0.003621791,4.83E-06,6.59E-05,2.90E-05,0.000469666,0,0,1.33E-05,0,0.000177978,0,0.000101568,4.41E-06,1.33E-05,0,0.000440967,5.52E-05,0,0.000172856,1.54E-05,0.00028986,0,0.002214323,0,0,1.52E-05,0,0.000162573,0,0
MH0161,0.040954695,0.05804422,0.040146264,0.075435719,0.027661063,0.008179391,8.38E-05,0.009689212,0.026704824,0.020175994,0.007111145,0.006263741,0.00135809,0,0.273582147,0.00533829,0.00271035,0,0,0.0026133,0.000448237,0.006784037,0,0,5.61E-06,0.001233659,0,0.000329676,0.002614994,0,0.000139549,0,5.61E-06,0,0,0,3.31E-05,0,2.35E-05,3.59E-05,0.000118984,9.28E-05,0,3.49E-05,0,9.61E-05,0,0,0.000228383,0,0
MH0456,0.240231328,4.71E-06,0.099694055,0.007297278,0.034734869,0.011715855,0.019920198,0.004911241,0.00546405,0.002987954,9.57E-06,0.003479602,0.000517184,0,0.032842251,0.002653705,0,0,0.004750731,0.000438242,0,0.00525993,1.42E-05,1.61E-05,4.73E-06,0.000630354,0,4.64E-06,0,0,9.27E-06,0,4.74E-06,0.000422934,0,0,4.78E-06,0,4.97E-06,0.000355929,1.51E-05,0.000299782,0,0.000122659,1.37E-05,0,5.28E-06,0,0.000188396,0,0
MH0048,0.12813762,2.01E-05,0.01972305,0.011582708,0.022274709,0.027367846,0,0.007600673,0.002515688,0.00225778,0.004932831,0.002909547,0.01884338,0,0,0.001826993,0.003010285,0,0.004130716,0.000463612,0,0.003046844,2.04E-05,0,0,6.34E-05,2.10E-05,0.000620673,0.000902172,0,0,0,0,0,0.001106366,0,0,0,0,0,4.34E-05,0.0002117,0,0,0,0,0,0,8.38E-05,0,0
MH0089,0.167506802,6.94E-05,0.029765038,0.068975807,0.022539737,0.017047709,0.000505673,0.021941027,0.005163736,0.008047232,0.007383907,0.00175112,0.004821554,3.27E-05,3.16E-05,0.001386604,0.001513182,0,0.001364417,0.000270341,0,0.003784784,0.009172762,0,0.002471441,0.000128372,7.97E-06,0.001827136,0.000864684,0,4.82E-05,0,0.001142711,0,0,0,1.60E-05,0,0.000473579,1.42E-05,0.000568763,0.000145237,7.96E-06,0.000177172,0,0,0,0,0.000356359,0,0
MH0289,0.517353185,1.25E-05,0.068952075,0.023351109,0.020184723,0.00319609,6.59E-05,0.005973389,0.06521345,0.002055876,0.017252517,0.003340849,0.000760429,4.67E-06,2.13E-05,0.003729354,0.003003348,0,0,0.000820039,0,0.002782798,4.18E-06,0,0.025532447,0.000327945,0,0.001650735,0.004798635,4.33E-06,0.000385097,0,0,0,0,0,0,0,0,9.58E-05,0.000288276,5.20E-05,0,1.30E-05,0,0,0,0,8.93E-05,0,0
MH0028,0.129946561,1.25E-05,0.038663324,0.012082895,0.045692181,0.011986795,0,0.00504648,0.003756309,0.002732803,0.009180932,0.003369301,0.001102017,0,0.000231637,0.001619847,0.005575425,0.008155622,0.001678206,0.000124883,0,0.001782626,0,0,0,1.30E-05,0,0.001573428,0,0,0,0.000394351,0,0.000380379,1.24E-05,1.30E-05,0,0,7.96E-05,5.80E-05,0.000657297,0.000199158,0,0.000170372,0,0,1.36E-05,0,0.000297177,0,0.000566557
MH0131,0.036385291,0.000280093,0.033052978,0.030693337,0.008827861,0.051645409,0.000427147,0.01823037,0.013476272,0.023184885,0.001719619,0.007640207,0.014960195,0,0,0.005856991,0.000365055,0,8.21E-06,0.000275745,1.76E-05,0.000562593,0,0,0.000691598,8.41E-06,0.000479195,0.004482336,0.020557864,0,0,8.36E-06,0,0.023284588,0.015634665,0,8.16E-06,0,0,0.000596707,0.001194106,0.001809894,0,2.50E-05,0,0,1.79E-05,0,0.000384426,0,0
MH0080,0.18217836,0,0.089639426,0.006258987,0.016039857,0.011170585,1.19E-05,0.016164802,0.030495865,0,0.001020679,0.006424777,0.000553202,0.1339345,0,0.020598677,0.010032367,0,0.000334931,0.000559399,2.54E-05,0.00160648,0,0,0,5.19E-05,0,0.000581061,0.000254578,0,2.47E-05,0,0,0,0,0,0.000319634,0,0,4.62E-05,0.000214174,0.000143705,0,1.31E-05,5.60E-07,0,0,0,0.000115904,0,0
MH0054,0.086521132,0.000114532,0.063599185,0.01957108,0.015861611,0.007863,0.004778747,0.006266984,0.011613684,0.00380185,0,0.001624706,0.000328408,0.016300805,0,0.008796309,0.00207817,0,0.03018735,0.000293038,0,0.000755976,0,0.005726228,0.011542279,5.82E-05,1.45E-05,0,0.000207607,0,0.0001118,0,0,0.000540111,0,0,7.13E-05,0,0.002126094,1.29E-05,0.00020952,0.000385738,0,1.46E-05,0,0,0,0,7.21E-05,0,0.000100559
MH0021,0.119612801,3.54E-05,0.084690788,0.014010688,0.010175571,0.019266724,0,0.007660341,0.008987579,0.003518816,0.006407811,0.004508584,0.004498029,0,0.022997423,0.005244295,0.007846048,5.24E-05,0.001766207,0.001202468,0,0.002018806,0,0,0.007278378,3.69E-05,0,0.001345556,3.28E-05,0,0,0,0,0.000634025,0,0,0,0,0,0.000294319,0.000170285,7.41E-05,0,0,0,0,0,0,0.00010991,0,0.000108971
MH0164,0.036173418,0.563602292,0.02433424,0.017610032,0.011024306,0.002069024,9.71E-05,0.005841661,0.002533733,0.002084476,0.011517374,0.003154101,0.000512742,0,0,0.00410354,0.002473925,0,2.37E-05,0.000124105,0.008035613,0.001338084,0.002976548,0.024140249,0.000866473,0,0,0,0.000896108,0.001588864,0,0.003179263,0.000359247,0,9.94E-05,0,7.88E-06,0.004086944,0,7.15E-06,3.28E-05,0.000241014,0,8.02E-06,0,0,0,0,0.00014985,1.69E-05,0.000267794
MH0066,0.107650634,7.69E-05,0.063655408,0.005860364,0.039212869,0.027906187,6.20E-05,0.011345783,0.001366141,0.009118196,0.000303084,0.004029842,0.000494698,0,0,0.006795024,0.007043001,0,0.003428235,0.00010778,0,0.004613231,0,0,0,0,0,0.002056325,0.001058071,0,5.14E-05,1.62E-05,0,0.000325473,0,0,0.000438868,0,0,5.69E-05,6.60E-05,0.000240777,0,1.61E-05,0,0,0,0,0.000128117,0,3.17E-05
MH0414,0.071591513,0.475960231,0.034451077,0.020919112,0.006567094,0.007333111,4.62E-05,0.003999017,0.006332474,0.000242978,0.001874302,0.001916293,0.000285748,0,5.97E-06,0.000761935,0.002669632,0,0.003581636,0.000744354,5.87E-06,0.001427486,0.003741078,0,0,0.000181941,1.21E-05,4.02E-05,0.000102523,0,0.000352785,0.000134307,0.000590777,5.88E-05,0,0,0.00027317,0.00135811,0,1.07E-05,0.000124473,0.00013391,0.003486434,0,0,0,0,0,5.37E-05,0,5.97E-06
MH0160,0.224949394,0,0.041427109,0.075750813,0.001454863,0.018421123,0.001012253,0.011780689,0.031549713,0.00128411,0.00174343,0.0037441,0.000350904,0,0.023988808,0.011149513,0.006367358,0,8.49E-06,0.002974499,0,0.001986358,0,0,0.007917069,0.006481318,8.50E-06,0.000578392,0.000558184,8.62E-06,0.004518695,0,0,0,8.03E-06,9.52E-05,0,0,0,7.62E-06,6.17E-05,0.000189319,0,6.03E-05,0,0,0,0,0.000220063,0,0
MH0002,0.144188888,5.87E-05,0.221165637,0.01455598,0.035168993,0.007644555,0.002434703,0.007866725,0.003850537,0.003293272,0.00267206,0.003497248,0.001319502,0,0,0.006216679,0.005549828,0,0.020331007,0.00129616,0.00036041,0.002126527,0.002646758,0,0,0,0,4.52E-05,0.000551426,0,0,0,0.000434451,0,0.001351867,0,0,0,0,2.11E-05,0.000428152,0.000716691,0,0,5.58E-05,0.000569553,0,0,0.000141966,0,0
MH0064,0.075650375,0.253468171,0.008256636,0.026808981,0.018951836,0.002272884,0,0.003634898,0.009150241,0.00122615,0.014893251,0.000771836,0.00038694,1.47E-05,0.042394952,0.004069561,0.003045353,0,0.001947655,0.000727989,0,0.002585728,1.42E-05,0,0.003901775,0.000102748,0,0.000683509,0.000261894,1.48E-05,0.000140092,0,0,0,0,0,3.06E-05,0,1.49E-05,1.31E-05,3.02E-05,0.000165558,0,1.48E-05,0,0,0,0,7.28E-05,0,0
MH0425,0.41491703,6.81E-05,0.086936953,0.077172791,0.042548433,0.002820004,0.000160893,0.004618973,0.013406485,1.82E-05,0.00110614,0.003456013,0.000281906,0,2.96E-05,0.005934188,0.004089404,2.11E-05,0,0.000697237,6.00E-05,0.003786184,0,0,0,0.011333819,2.00E-05,0,0,2.01E-05,0.006752436,5.04E-06,0,0,0,0.000102959,0,0,4.07E-05,0.00012873,5.14E-06,0.000260341,9.32E-05,3.51E-05,0,0,0,0,6.40E-05,0.002709941,0
MH0106,0.217598044,0.287252252,0.020517968,0.005739544,0.016436497,0.018315343,0.001258111,0.008705543,0.060948223,0.000507417,0.030302028,0.001069947,0.000684363,3.80E-05,2.50E-05,0.001945211,0.005195252,0,0.003303485,0.000256727,0,0.002583502,6.15E-06,0.022417201,0,4.43E-05,0,0.001103008,0.000379066,0.001506217,6.00E-06,0.012751936,0,0,0.001163077,0,0.001558669,0,6.46E-06,5.64E-06,9.79E-05,0.000108468,0,6.38E-06,5.26E-05,0,0,0,6.27E-06,0,6.26E-05
MH0046,0.110721965,0.106179979,0.056976542,0.014462875,0.008081042,0.007761239,0,0.012129545,0.010204351,0,0.00380185,0.005817361,0.000235204,2.10E-05,2.08E-05,0.010618162,0.002293034,0,0.000229925,0.000244419,0,0.001600545,0.031555684,0.015084633,0.000450526,8.43E-05,0,0,0.000188313,0,0,2.13E-05,0.003420458,0,0.001578188,0,2.14E-05,0,0,1.88E-05,0.000217198,0.00021216,0,2.12E-05,0,0,0,0,0.000166971,0,0
MH0032,0.055652036,0.368917026,0.022313878,0.025325427,0.01176999,0.003885431,3.43E-05,0.002756245,0.015406321,0.000399927,0.010164413,0.003573519,0.001203916,0,0,0.002377642,0.001382083,0,0.000180442,0.000633296,0.000254854,0.001818332,0.000145749,0,0.002047745,0.000304152,3.03E-05,1.44E-05,0.000351966,0.000152808,0,0,0.004275552,0,0,0,0,0.005504388,0,0,7.81E-05,4.62E-05,0,0,9.11E-06,0,0,0,0.000105175,0,0
MH0136,0.254738515,1.57E-05,0.025164876,0.030230421,0.054364877,0.014562171,0,0.005030799,0.001763751,0.009475959,0.035940289,0.002068036,0.001317228,0,0.048042923,0.003231935,0.004943617,0,0,0.000344618,0,0.001396801,0.004080599,0,0.009050416,7.35E-05,0,0.002725476,0.000901263,8.19E-06,7.71E-06,0,0.000505734,0,0.001392578,0,1.65E-05,0,8.30E-06,0,5.87E-05,0.000274654,0,7.37E-05,0,0,1.70E-05,0,4.84E-05,0,0.000160945
MH0044,0.184660294,2.84E-05,0.039840448,0.032561947,0.011008782,0.00245803,8.49E-05,0.003804545,0.014080648,0.001369282,0.012479585,0.001833913,0.031374464,0.175874222,0.019100778,0.002435564,0.003120068,0,1.46E-05,0.000296995,0,0.001586826,0.010796989,0,0,0.000266244,0,0.000476909,0.000131675,0,2.87E-05,0,0.001222835,0,0,0,2.05E-05,0,0,0,6.07E-05,0.000147879,0,0,0,0,0,0,0.000160577,0,1.46E-05
MH0247,0.275265744,0.000161241,0.031309831,0.009706324,0.01042159,0.007167009,0.000400982,0.016793441,0.000657306,4.24E-05,0.001228705,0.00415121,0.000769548,4.17E-06,0.003340559,0.008664921,0.004622506,0.006397089,0.001501786,4.77E-05,0,0.00165878,4.05E-06,0,0,0.000146478,0,0.003204175,3.73E-06,0,2.51E-05,0,0,0,0,1.66E-05,0,0,0,0.000289769,0.000171959,0.000118357,0,0.000231003,0,0,2.20E-05,0,0.000262219,8.29E-06,0
MH0038,0.181025249,2.89E-05,0.113858719,0.004806713,0.004539236,0.00828694,0,0.003937772,0.002548358,0.000937997,0.011337388,0.000945686,0.000130369,1.44E-05,0,0.001599919,0.002542996,0,0,0.000221874,0,0.002200285,0,0,0,0.000520605,2.86E-05,5.49E-05,5.15E-05,0,0.000844096,0,0,0,4.10E-05,0,5.79E-05,0,0,0,0,0.000160225,0,1.45E-05,0,0,1.51E-05,0,0,0,0
MH0162,0.222111575,0,0.032811536,0.022904052,0.054719199,0.033376091,0,0.004608677,0.012872554,0.010726941,0.02203171,0.010566569,0.019942324,0,0.019483185,0.004880495,0.00110397,0,0,0.000229778,0.001382437,0.009280922,0.012485104,0,0,0.000153514,6.65E-06,0.002163075,0.001167913,6.71E-06,2.57E-05,0,0.001545967,0,0,0,1.49E-05,0,0.000149507,0.000260952,0.000130495,0.000264812,0,4.03E-05,0,0,7.71E-05,0,0.000112071,0,0
MH0052,0.102446195,0.000313021,0.059240654,0.01437051,0.020845452,0.018041121,0.000617579,0.003136882,0.006797703,0.001104934,0.003715842,0.001899833,0.014353077,0.015282108,0,0.010706276,0.001689981,0,0,0.000503982,0.000427832,0.007215466,0.002247963,0,0.006259352,3.80E-05,0,0.002019785,0.000406298,0.002100523,0.000236489,0.003042304,0.000256396,0.000335573,0.002128153,0,0.000201586,0.00066875,0,0,1.95E-05,0.000273769,0,0,0,0,0,0,0.000112549,0,0.000506056
MH0176,0.165847044,0.000109797,0.018892283,0.075687687,0.038557354,0.021291441,0,0.004239269,0.019419729,0.002909973,0.007896353,0.002326583,0.000424021,0,0,0.00486012,0.002157789,0,0,7.07E-05,0.000330108,0.00320494,0,0.006228843,0.000243073,2.15E-05,0,0.000666701,0.001302812,7.20E-06,0,0,0,0,0.004250369,0,0,0,0,6.37E-06,0.000478785,0.00015821,0,0,0,0,0,0,0.000325426,0,0
MH0433,0.219139479,0.003097295,0.032486202,0.004355613,0.106980466,0.025517608,0.008220638,0.017330983,0.000898919,0.002788555,0.014488014,0.008740004,0.007819352,7.42E-06,0,0.003185823,0.002458804,0,0.000633011,0.000199626,2.22E-05,0.006341231,0.006158265,0.019985413,0.001817263,0.000283057,0,0.001384554,0.011957355,0,0,0,0.001841005,0,0.000629228,0,5.34E-05,7.66E-06,0,7.27E-05,0.000696014,0.005434365,0,4.48E-05,0.000126653,0,0,0,9.53E-05,0,0
MH0205,0.25237258,0.000474647,0.008290233,0.08144178,0.026531911,0.028374317,2.21E-05,0.010423493,0.031437759,0.006909858,4.61E-05,0.004246111,0.001261598,6.27E-06,0,0.061896679,0.001936193,0,0.000796238,0.002746404,1.14E-05,0.003303996,1.68E-05,0,0.001374987,0.000487269,0,0.001715235,0.002291279,0,1.64E-05,0,0,0.001278825,0,0,0,0,2.37E-05,6.68E-05,0.000523811,6.37E-05,0,6.40E-05,0,0,0,0,2.28E-05,0,1.71E-05
MH0275,0.36846832,4.62E-05,0.036280458,0.019099095,0.004511288,0.007304596,0.000587031,0.011314143,0.007748075,0.01323205,0.000539441,0.000323756,0.014277582,0.000301294,0.001767551,0.004861019,0,0,0.001929577,0.001871861,0.000107681,0.000395113,0,1.06E-05,0,0.000192021,0,0.003021183,0.000730385,7.23E-05,7.28E-05,9.66E-06,0,0,0,0,0.003857229,9.64E-06,4.87E-06,1.70E-05,0.000394114,9.63E-05,0,1.44E-05,0,0,0,0,0.00012337,0,0
MH0139,0.46317381,3.17E-05,0.068570642,0.037679294,0.024453158,0.029388896,1.86E-05,0.0091165,0.037263963,0.008176121,0.027383257,0.001486095,0.0003558,0,0,0.0032168,0.004144521,0,0.004908556,0.000997071,0.008769265,0.002406507,0.008175969,0.0107898,0.006241653,6.52E-05,0,0.000618216,0.001154667,6.55E-06,0.001535407,0.012692058,0.00088955,8.05E-05,0,0,6.24E-05,0,0,0,7.36E-05,5.22E-05,0,6.54E-06,0,0,0,0,0.000141369,6.91E-07,1.29E-05
MH0071,0.142132574,0,0.064082599,0.018799079,0.021938377,0.009014161,0.002515492,0.004722255,0.000958937,0.003462411,0.000144899,0.033845961,0.000865229,0,0,0.006975604,0.001033698,0,0.003696543,0.001654367,0.00028222,0.004040521,0,0,0,0.000187866,0,6.88E-05,0.000219405,0,1.43E-05,1.46E-05,0,0.000383841,0,0,0.000491359,0,0.003329261,3.85E-05,0,0.00031249,0,1.45E-05,0,0,0,0,0.00031645,0,0
MH0148,0.17040123,2.75E-05,0.062097772,0.018739361,0.017675391,0.033253172,1.32E-05,0.011362939,0.017376225,0.000566713,0.006456169,0.004463882,0.00053165,0.099545225,0,0.009154959,0.001359246,0,0.005006162,0.000238877,0,0.001852558,6.74E-06,7.66E-06,0.009620692,2.09E-05,1.38E-05,8.58E-05,0.000867311,0,6.62E-06,0,0,0.000921066,0,0,0,0,5.66E-05,6.18E-06,4.29E-05,4.18E-05,0,1.40E-05,0,0,0,0,2.05E-05,0,0.000102885
