samples,Bacteroides,Prevotella,Eubacterium,Faecalibacterium,Alistipes,Ruminococcus,Escherichia,undef,Roseburia,Bifidobacterium,Parabacteroides,Blautia,Clostridium,Butyrivibrio,Dialister,Coprococcus,Odoribacter,Klebsiella,Akkermansia,Streptococcus,Lactobacillus,Dorea,Capnocytophaga,Phascolarctobacterium,Sutterella,Veillonella,Fusobacterium,Bilophila,Collinsella,Megasphaera,Haemophilus,Acidaminococcus,Paraprevotella,Methanobrevibacter,Desulfovibrio,Enterobacter,Parasutterella,Mitsuokella,Coprobacillus,Eggerthella,Holdemania,Pseudoflavonifractor,Enterococcus,Anaerotruncus,Shigella,Oxalobacter,Anaerostipes,Pyramidobacter,Subdoligranulum,Citrobacter,Victivallis
MH0090,0.127045544,0.003613852,0.047500708,0.017635441,0.025524828,0.010301798,0.000244943,0.015210137,0.006738886,0.001802766,0.001776348,0.002678983,0.026340972,0.029468317,8.97E-06,0.008617633,0.006420802,8.84E-06,2.69E-05,0.000629439,0,0.002806099,1.76E-05,9.98E-06,0.006347453,0.000480183,0,0.000679399,0.001267412,9.10E-06,0.001286769,0.00170631,0,0,0,0.000956662,2.70E-05,1.82E-05,0,0,9.31E-06,0.00011789,0,0,0,0,0,0,0.000206349,5.44E-05,3.58E-05
MH0144,0.067223819,0.156379454,0.026649304,0.009959494,0.000739479,0.015170675,9.78E-05,0.005043474,0.001029176,0.000381648,0.01148038,0.001420133,0.006300406,0,0,0.009290037,0.0036781,0,2.38E-05,0.000887359,1.85E-05,0.002515759,0.000144715,0,0,0.000174004,0,0.000450737,0.000749866,0,0.000364614,0,0.003945653,0,0,0,3.71E-05,6.05E-06,6.11E-06,5.34E-06,1.85E-05,0.000102579,0,0,0,0,0,0,5.34E-05,0,8.30E-05
MH0439,0.113122295,0.000116114,0.049415645,0.028055249,0.013019964,0.004112073,0,0.007076564,0.014093826,0.010001398,0.007562808,0.002212838,0.00014338,0,0,0.016985614,0.002776698,0,0.009019844,0.001335366,0,0.002542468,0.00342432,4.95E-06,0.002099271,0.000902818,0,5.55E-05,0.001141412,0.003979988,0.000696455,0.003171938,0.000299844,0.000416894,0.001750159,0,1.81E-05,0,0,0,7.39E-05,4.95E-05,0,4.51E-06,0,0,0,0,5.32E-05,0,3.55E-05
MH0413,0.044964623,0.134316468,0.011468755,0.031727547,0.025280039,0.032785042,2.54E-05,0.004376604,0.012007921,0.007010315,0.006157025,0.003213435,0.000964339,5.31E-06,0,0.009903356,0.001748164,0,0.029275282,0.000210925,0,0.005422651,0.003951771,0.031759509,6.70E-05,3.21E-05,0,0.000500126,0.004069321,5.35E-06,5.07E-06,0,0.000360833,0,0.00163754,0,2.13E-05,0.005063943,0,4.73E-06,2.19E-05,8.01E-05,0,0,0,0,0,0,4.73E-05,0,9.98E-05
MH0117,0.047207051,0.012827791,0.010711071,0.016661946,0.002009933,0.009821565,0.000628137,0.008636912,0.001237049,0.000887257,0.000306528,0.001368566,0.004562132,7.73E-06,0,0.004607445,0.003891755,0,0.019765485,0.000913726,1.49E-05,0.003715981,0,0.020613486,0.001673775,0.000556766,0,0.000147048,0.000303688,0,0.00069605,0,0,0.001245016,0.000289662,0,3.09E-05,0,0,1.37E-05,0.000167175,0.000116832,0,1.56E-05,0,0,0,0,0.000168888,0,0.000985749
MH0143,0.032403837,0.006432723,0.069791565,0.014591806,0.001352067,0.014369272,0.000466331,0.003188538,0.006166095,0.000141649,0.000587913,0.000895314,9.33E-05,0,0,0.008552617,0.001369261,7.49E-06,0.003648359,0.002599748,0,0.004587509,0.004302694,0.019527186,0,0.001135706,3.87E-05,0,6.93E-05,0.001165446,0.001748609,0.000148913,0.000677037,0.00189708,0.00030441,0.000619192,0,0.00112702,0,0,4.80E-05,0.000190091,0,0,0,0,0,0,4.61E-05,8.26E-06,0.000383864
MH0124,0.047024567,0.021285274,0.025628581,0.01124797,0.015666008,0.006856112,0.004615617,0.00184309,0.012315192,0.000573697,0.001273675,0.001448697,0.008368236,0.024352164,4.79E-05,0.001142897,0.002088441,0,0.024861378,7.70E-05,0,0.002811484,0.001731106,0,0.000956727,1.62E-05,0,6.15E-05,0.000843716,0,4.65E-05,0,0.000246034,0.000671834,1.54E-05,0,0,0,0.000164595,0,2.50E-05,0.000264839,0,0,2.27E-05,0,0,0,0.000127875,0,3.19E-05
MH0454,0.072071404,0.004658815,0.028552684,0.029894386,0.037588924,0.032525546,5.51E-05,0.008848456,0.00602293,0.012831575,0.014034271,0.009956222,0.000154464,0,4.73E-06,0.005397727,0.004289997,0,0.014369463,0.00010146,0,0.005076083,0,0,0.004805807,5.76E-05,0,0.000209431,0.002008694,0,4.53E-06,0,0,0.001741057,0,0,1.94E-05,4.82E-06,4.88E-06,8.48E-06,0.000236617,0.000177847,1.41E-05,9.63E-06,0,0.001621547,0,0,6.62E-05,0,0
MH0318,0.073125779,0.000709559,0.037746804,0.017906319,0.002937798,0.028925379,0.024309745,0.003469731,0.000900147,0.001878794,0.007639072,0.005343394,0.002634696,0,0,0.006895007,0.00040127,0,0.00594692,6.97E-05,0,0.029239761,0.001228369,0.004927399,0,6.04E-06,0,0.000435499,0.000984298,1.21E-05,0,0,0.00017011,0.000954308,0.001410812,0,1.22E-05,6.07E-06,0,2.67E-05,4.34E-05,0.001552643,0,6.06E-06,2.37E-05,6.47E-05,0,0,6.58E-05,0,0.000220355
MH0408,0.142061709,5.19E-05,0.035685091,0.020479926,0.026810772,0.025507103,2.94E-05,0.010932231,0.019113404,0.002440305,0.023118795,0.001298286,0.000712806,1.47E-05,0,0.010746597,0.004597224,0.000660887,9.69E-05,0.000584903,5.02E-06,0.003797914,0.01212999,0.008795979,1.42E-05,0.000455209,4.90E-06,0.000404567,0.00039288,4.92E-06,0.00031725,0,0.002191431,0.00086966,1.36E-05,0.000310911,0.000444885,0,0,0,8.06E-05,9.33E-05,4.80E-06,0,0,0,0,0,8.24E-05,0.000180076,0
MH0430,0.021048078,0.004565462,0.022810655,0.030177909,0.001042162,0.028154318,0.000484341,0.003342078,0.005212838,0.011468978,0.001274423,0.001113278,0.000388349,0.046830368,0.020892303,0.002222633,0.001739658,0,0.019004757,8.36E-05,0.000680743,0.00558648,0.000366952,2.39E-05,0.00021732,1.44E-05,0,0.000137343,0.004261108,2.91E-05,0,0.011283078,4.68E-05,0.000306696,0.00442593,0,0,0.001324206,0,0,7.44E-06,0.000152344,0,0,0,0,0,0,9.98E-05,0,1.43E-05
MH0276,0.008720175,0.020719767,0.007835964,0.042776451,0.000177227,0.007769843,0,0.001921168,0.02446569,0.006261104,0.001173679,0.002463287,0.007049812,0.127096592,0,0.005562593,0.000768243,0,0.006362571,0.001128129,0.004064518,0.003059053,0.00095496,0.003313199,0,9.21E-05,0,1.84E-05,0.00123199,0.020314086,6.15E-05,0.004192142,0.000248752,0.000137098,0,0,0,0.003059191,0,0,1.99E-05,0.000136216,0,9.74E-06,0,0,0,0,0.00013886,0,0.0002058
MH0250,0.14982745,4.22E-06,0.036629023,0.038339624,0.023717659,0.061774591,0.000468659,0.005612108,0.001257117,0.011559406,0.007011261,0.001259928,0.000331575,0,0.017018099,0.011498401,0.001642621,1.25E-05,0.009178134,0.000379537,9.65E-05,0.002618697,0.006563106,0,0.001186186,0.000631446,0,0.000179083,0.00257638,0,0.000240475,0,0.000610767,0,0,0,2.27E-05,0,0,1.17E-05,0.000108223,0.000119104,3.08E-05,4.41E-06,0,0,0,0,8.65E-05,0,8.22E-05
MH0417,0.045795723,0.008886735,0.021509658,0.011658087,0.042163413,0.039848807,0.000790034,0.00314263,0.001841948,0.003396046,0.008839906,0.006184566,0.000420172,0.042263586,0,0.016732857,0.003773624,0,0.013961711,8.38E-05,3.95E-06,0.01186889,0.001384264,0.016854111,5.08E-05,8.83E-05,0,0.000229504,0.002423755,0,8.15E-05,0,0.000127401,0.001580099,0.001021244,4.28E-05,2.52E-05,0.000154004,0.000622881,1.07E-05,4.14E-05,0.000117182,2.41E-05,4.05E-06,2.34E-05,0,0,0,7.15E-05,0.000697552,0.000405497
MH0407,0.050419888,0.060640759,0.034728499,0.031323274,0.001327197,0.020392667,5.12E-06,0.006365707,0.005423854,0.002710762,0.000303132,0.00412336,0.000174665,0.067718259,0,0.00840223,0.000640572,0,0,0.000164641,2.14E-05,0.00480559,0.002790125,0.013075934,5.20E-06,7.52E-05,5.33E-06,3.57E-05,0.001641644,0.004016757,5.11E-06,0,0.000223934,0.001057809,0.001103279,0,0,0,5.46E-06,2.39E-05,5.52E-06,0.000227246,0,5.39E-06,0,0,0,0,8.48E-05,0,3.18E-05
MH0434,0.121258976,0.000920724,0.069445697,0.028655954,0.013376085,0.018325538,0.000571212,0.002971594,0.006851633,0.001146466,0.007626617,0.00217187,0.000247355,0.069440561,0,0.002969844,0.004255171,0,0.001535987,0.002173968,1.88E-05,0.002787405,0.007337975,0,0,0.000291338,0,9.07E-05,0.000902667,0,0.000381746,0,0.000743859,0.001000279,0,0,9.73E-06,0,0,8.44E-06,0.000142418,9.13E-05,7.03E-05,4.80E-06,0,0,0,0,5.18E-05,0,0
MH0438,0.140149366,9.83E-06,0.035270608,0.047700972,0.023661458,0.039207465,8.26E-05,0.012298618,0.018983648,0.001417788,0.006886347,0.002022785,0.003531938,0,0,0.020988996,0.003445425,0,1.51E-05,0.001603113,0.000284254,0.003187438,0,5.60E-06,0.000882211,0.000304486,0,6.28E-05,0.001871729,5.11E-06,0.000233312,0,0,0.002250254,0,0,0,1.53E-05,0,0,9.93E-05,0.000142533,0,0,0,0,0,0,0.000120604,0,3.01E-05
MH0012,0.03340514,0.000104896,0.007149059,0.00624225,0.017745219,0.021535645,0.001283681,0.002136352,0.000496565,0.005138343,0.003333374,0.001610617,0.000374674,0,2.45E-06,0.00181793,0.004634661,0,0.007733807,9.34E-05,1.72E-05,0.003422806,0,0,0.001344347,0.000116743,2.48E-06,0.000226561,0.000538217,0.002926297,0.000214945,0,0,0.00102975,1.16E-05,2.69E-06,2.56E-05,0.004240799,7.65E-06,1.77E-05,0.000275969,0.000229383,0,0,4.11E-06,0,0,0,0.00013676,0,0
MH0428,0.021844852,0.130088223,0.018457715,0.02695583,0.000177083,0.006262783,9.29E-06,0.006714204,0.005435485,0.006161104,0.000635835,0.001577948,0.00032139,0,1.44E-05,0.00945431,0.001558625,0,0,0.000655993,0.000371568,0.003076175,0.001162466,0,0,0.000345176,2.89E-05,2.31E-05,0.001160841,0,0.000648707,0,0.000109963,0.000772766,0.000778391,0,0,9.78E-06,0,0,9.99E-06,4.87E-05,0,0,0,0,0,0,4.80E-05,0,6.23E-05
MH0126,0.020036973,0.011162584,0.023656096,0.018173164,0.002941283,0.016720075,4.81E-05,0.010515363,0.002214945,0.001636643,0.001113452,0.002919655,0.03139465,0.01661108,1.95E-05,0.003292396,0.000929976,0,0.034453348,0.000292748,5.82E-05,0.002228397,0.00098117,0,0.000278489,0.000158514,8.88E-05,0.00012229,0.000609317,0,0.000238484,0,0.000152609,0.002984643,0.00013284,0,9.85E-06,0,0,0,4.07E-05,0.000188534,0,9.95E-06,0,0,0,0,0.000107815,0,0.000273749
MH0415,0.120258414,5.65E-05,0.008154675,0.025781034,0.03239731,0.016124522,0.002307453,0.017106471,0.001469317,0.002562705,0.000505016,0.007062054,0.003933741,0.052347751,0,0.013071452,0.005145935,6.97E-06,0.011566605,0.001024021,2.89E-05,0.007441691,0.003495006,8.08E-06,0,0.000175885,0,0.000118314,0.000993014,2.21E-05,1.42E-05,0,0.000370361,0.003185823,2.78E-05,0,0.00015101,0,0,6.52E-06,2.26E-05,0.000168931,0,0,0.000101111,0,0,0,8.68E-05,0.000135834,8.68E-05
MH0457,0.087380032,8.27E-06,0.052597204,0.030609771,0.031316572,0.028537258,1.64E-05,0.006491286,0.008942878,0.004486035,0.005395547,0.001839521,0.015174169,0.112409465,6.77E-05,0.006398445,0.004058479,1.22E-05,0.024464894,0.000998985,1.71E-05,0.005909475,0.000869188,0.010960948,0.003295878,0.000235397,0,8.55E-05,0.001872521,0,0.000271661,0.000198899,0.023345775,0.000518958,0.00253631,0,4.87E-05,0.014980627,0,3.81E-06,8.82E-05,0.000189054,0,0,0,0.000921484,0,0,8.89E-05,0,0.000884359
MH0442,0.033968666,0.000845657,0.063792078,0.024757406,0.009073488,0.049679515,2.86E-06,0.007330308,0.003686374,0.001709086,0.005745994,0.017864633,0.000622317,0,1.61E-05,0.010595272,0.00106541,0,2.83E-05,0.000474213,0,0.008306364,0.000902423,0.004865247,3.16E-05,2.46E-05,0,0.00518839,0.005092398,0,1.16E-05,0.000144031,6.69E-05,0.001232968,0.002958137,0,0,0,0,0,0.000394369,0.000265968,0,4.10E-05,1.03E-06,0,0,0,8.05E-05,0,5.64E-05
MH0421,0.033211534,0.278767799,0.018196103,0.028358369,0.019454199,0.009655294,0.000533821,0.006083303,0.003466345,0.002085423,0.000546938,0.001317802,0.002703374,0.003965743,4.83E-05,0.002774616,0.002416418,0,1.94E-05,0.000533237,0.000369641,0.001667124,0.001044491,0,1.42E-05,0.000684781,4.85E-06,5.58E-05,0.000676071,0,0.001555867,0,0.000103501,0.000246429,0.001810364,4.68E-06,9.73E-06,0,0,4.35E-06,2.52E-05,7.35E-05,0,0,0,0,0,0,9.17E-05,0,0
MH0448,0.057702874,3.86E-05,0.020357249,0.007211619,0.00392909,0.022206336,0.002879438,0.018242386,0.001193653,0.016765229,0.002649507,0.006435431,0.002771995,0.038044459,6.85E-05,0.003635857,0.002769191,0,0.034109035,0.000943246,0.00256718,0.004191202,0,0,0.001841304,3.47E-05,9.88E-06,0.000343784,0.002798325,0,4.32E-05,0,0,0.001744009,0,0,1.47E-05,0.000119752,4.78E-05,4.40E-05,1.53E-05,0.000189069,1.45E-05,4.98E-06,2.61E-05,0,0,0,0.000112979,0,0.000650972
MH0447,0.043814908,0.100769838,0.040868949,0.058977655,0.025356105,0.018864922,8.01E-06,0.013412887,0.004185849,0.003999135,0.006311905,0.00172849,3.40E-05,0.030910275,4.12E-06,0.008677147,0.001911907,0,0.001818775,0.00291644,0,0.004592701,0,0,0.004470952,0.002165039,4.13E-06,0.000150748,0.001396519,0,0.001347566,0.005682242,0,0.000291617,0.001415591,0,8.07E-05,0.00330789,0,3.71E-06,2.58E-05,0.000121357,8.44E-06,8.39E-06,0,0,0,0,7.42E-05,0,0.001154445
MH0006,0.040409244,0.27241266,0.007022735,0.020040945,0.038136445,0.018533169,1.04E-05,0.004530374,0.005750189,0.000108452,0.001339999,0.001346491,0.00154807,0.046719504,0,0.003233731,0.002715864,0,3.58E-06,0.000183271,0.000308719,0.003588832,0.014593179,0.014948657,0,2.89E-05,0,0.000416049,0.000435766,0,2.19E-05,0,0.001776833,0,0.002016258,0,0,0,0,1.29E-05,1.12E-05,0.000160253,0,1.82E-05,0,0,0,0,0.00017912,0,0.000200122
