# Condition similarity matrix (Pearson correlation of FoldChange profiles)
# Rows and columns = intervention conditions
Condition,srfAA_Knockout,srfAB_Knockout,srfAC_Knockout,srfAD_Knockout,sfp_Knockout,comS_Knockout,ycxC_Knockout,ycxD_Knockout,fenA_Knockout,fenB_Knockout,fenC_Knockout,fenD_Knockout,fenE_Knockout,fgnZ_Knockout,dhbA_Knockout,dhbB_Knockout,dhbC_Knockout,dhbD_Knockout,dhbE_Knockout,dhbF_Knockout,ituA_Knockout,ituB_Knockout,ituC_Knockout,ituD_Knockout,bacA_Knockout,bacB_Knockout,bacC_Knockout,bacD_Knockout,bacE_Knockout,mycA_Knockout,mycB_Knockout,mycC_Knockout,srfA_Knockout,comA_Overexpression,comS_Overexpression,comK_Overexpression,comP_Overexpression,comQ_Overexpression,sigH_Overexpression,spo0A_Overexpression,spo0F_Overexpression,spo0B_Overexpression,spo0E_Overexpression,abrB_Overexpression,degU_Overexpression,sinI_Overexpression,sinR_Overexpression,slrA_Overexpression,srfAA_Overexpression,srfAB_Overexpression,srfAC_Overexpression,srfAD_Overexpression,sfp_Overexpression,gltA_Knockdown,acnA_Knockdown,acnB_Knockdown,icd_Knockdown,sucC_Knockdown,sucD_Knockdown,sucA_Knockdown,sucB_Knockdown,lpd_Knockdown,sdhA_Knockdown,sdhB_Knockdown,sdhC_Knockdown,sdhD_Knockdown,fumA_Knockdown,fumB_Knockdown,fumC_Knockdown,mdh_Knockdown,ctaA_Knockdown,ctaB_Knockdown,ctaC_Knockdown,ctaD_Knockdown,ctaE_Knockdown,ctaF_Knockdown,atpA_Knockdown,atpB_Knockdown,atpC_Knockdown,atpD_Knockdown
mycB_Knockout,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367
mycC_Knockout,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367
srfA_Knockout,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367
comA_Overexpression,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844
comS_Overexpression,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844
comK_Overexpression,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844
comP_Overexpression,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844
comQ_Overexpression,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844
sigH_Overexpression,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844
spo0A_Overexpression,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844
spo0F_Overexpression,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844
spo0B_Overexpression,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844
spo0E_Overexpression,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844
abrB_Overexpression,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844
degU_Overexpression,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844
sinI_Overexpression,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844
sinR_Overexpression,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844
slrA_Overexpression,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844
srfAA_Overexpression,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844
srfAB_Overexpression,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844
srfAC_Overexpression,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844
srfAD_Overexpression,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844
sfp_Overexpression,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,0.0399,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844
gltA_Knockdown,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
acnA_Knockdown,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
acnB_Knockdown,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
icd_Knockdown,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
sucC_Knockdown,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
sucD_Knockdown,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
sucA_Knockdown,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,0.1367,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,-0.9844,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
