pathway	gene1	gene2
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2525	2526
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2525	2651
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2525	2683
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2525	28
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2525	8702
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2525	8703
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2526	10402
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2526	10678
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2526	10690
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2526	11041
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2526	2523
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2526	2524
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2526	2525
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2526	2526
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2526	2527
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2526	2528
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2526	2651
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2526	2683
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2526	28
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2526	6489
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2527	10402
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2527	10678
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2527	10690
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2527	11041
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2527	2523
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2527	2524
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2527	2526
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2527	2651
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2527	2683
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2527	28
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2527	8702
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2527	8703
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2528	10402
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2528	10678
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2528	10690
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2528	11041
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2528	2523
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2528	2524
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2528	2526
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2528	2651
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2528	2683
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2528	28
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2528	8702
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2528	8703
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2529	10402
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2529	6489
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2651	2523
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2651	2524
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2651	2683
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2683	2523
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	2683	2524
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	28	10690
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	28	2523
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	28	2524
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	28	28
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	6489	10402
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	6489	2525
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	6489	2527
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	6489	2528
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	79369	10402
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	79369	10678
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	79369	10690
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	79369	11041
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	79369	2523
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	79369	2524
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	79369	2525
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	79369	2526
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	79369	2527
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	79369	2528
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	79369	2683
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	84002	2683
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8702	10331
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8702	10402
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8702	10678
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8702	10690
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8702	11041
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8702	2523
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8702	2524
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8702	2525
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8702	2526
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8702	2527
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8702	2528
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8702	2651
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8702	79369
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8702	84002
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8703	10331
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8703	10402
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8703	10678
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8703	10690
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8703	11041
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8703	2523
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8703	2524
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8703	2525
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8703	2526
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8703	2527
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8703	2528
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8703	2651
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8703	79369
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8703	84002
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8704	10331
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8704	10402
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8704	10678
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8704	10690
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8704	11041
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8704	2523
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8704	2524
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8704	2525
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8704	2526
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8704	2527
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8704	2528
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8704	79369
Glycosphingolipid biosynthesis - neo-lactoseries - Homo sapiens (human)	8704	84002
Glycosphingolipid biosynthesis - globoseries - Homo sapiens (human)	10317	2523
Glycosphingolipid biosynthesis - globoseries - Homo sapiens (human)	10317	2524
Glycosphingolipid biosynthesis - globoseries - Homo sapiens (human)	10317	26301
Glycosphingolipid biosynthesis - globoseries - Homo sapiens (human)	10317	3073
Glycosphingolipid biosynthesis - globoseries - Homo sapiens (human)	10317	3074
Glycosphingolipid biosynthesis - globoseries - Homo sapiens (human)	10317	4668
Glycosphingolipid biosynthesis - globoseries - Homo sapiens (human)	10317	6482
Glycosphingolipid biosynthesis - globoseries - Homo sapiens (human)	10317	6483
Glycosphingolipid biosynthesis - globoseries - Homo sapiens (human)	10317	8706
Glycosphingolipid biosynthesis - globoseries - Homo sapiens (human)	2717	8706
Glycosphingolipid biosynthesis - globoseries - Homo sapiens (human)	3073	26301
Glycosphingolipid biosynthesis - globoseries - Homo sapiens (human)	3073	2717
Glycosphingolipid biosynthesis - globoseries - Homo sapiens (human)	3074	26301
Glycosphingolipid biosynthesis - globoseries - Homo sapiens (human)	3074	2717
Glycosphingolipid biosynthesis - globoseries - Homo sapiens (human)	4668	3073
Glycosphingolipid biosynthesis - globoseries - Homo sapiens (human)	4668	3074
Glycosphingolipid biosynthesis - globoseries - Homo sapiens (human)	4668	8706
Glycosphingolipid biosynthesis - globoseries - Homo sapiens (human)	53947	3073
Glycosphingolipid biosynthesis - globoseries - Homo sapiens (human)	53947	3074
Glycosphingolipid biosynthesis - globoseries - Homo sapiens (human)	53947	8706
Glycosphingolipid biosynthesis - globoseries - Homo sapiens (human)	6482	2523
Glycosphingolipid biosynthesis - globoseries - Homo sapiens (human)	6482	2524
Glycosphingolipid biosynthesis - globoseries - Homo sapiens (human)	6482	6489
Glycosphingolipid biosynthesis - globoseries - Homo sapiens (human)	6483	2523
Glycosphingolipid biosynthesis - globoseries - Homo sapiens (human)	6483	2524
Glycosphingolipid biosynthesis - globoseries - Homo sapiens (human)	6483	6489
Glycosphingolipid biosynthesis - globoseries - Homo sapiens (human)	8706	26301
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	256435	6482
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	256435	6483
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	2583	8705
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	27090	6482
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	27090	6483
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	2720	2583
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	2720	3073
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	2720	3074
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	2720	6482
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	2720	6483
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	29906	256435
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	29906	2583
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	29906	27090
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	29906	30815
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	29906	6482
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	29906	6483
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	29906	6489
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	29906	81849
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	29906	9197
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	3073	6489
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	3073	8705
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	3073	8869
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	3074	6489
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	3074	8705
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	3074	8869
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	30815	29906
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	30815	6482
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	30815	6483
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	3938	2583
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	3938	3073
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	3938	3074
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	3938	6482
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	3938	6483
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	6482	29906
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	6482	30815
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	6482	81849
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	6482	8705
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	6483	29906
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	6483	30815
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	6483	81849
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	6483	8705
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	6489	2583
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	6489	6489
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	6489	8869
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	6489	9197
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	8705	2583
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	8705	6482
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	8705	6483
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	8869	2583
Glycosphingolipid biosynthesis - ganglioseries - Homo sapiens (human)	9197	2583
Pyruvate metabolism - Homo sapiens (human)	10873	160287
Pyruvate metabolism - Homo sapiens (human)	10873	3939
Pyruvate metabolism - Homo sapiens (human)	10873	3945
Pyruvate metabolism - Homo sapiens (human)	10873	3948
Pyruvate metabolism - Homo sapiens (human)	10873	4190
Pyruvate metabolism - Homo sapiens (human)	10873	4191
Pyruvate metabolism - Homo sapiens (human)	10873	5160
Pyruvate metabolism - Homo sapiens (human)	10873	5161
Pyruvate metabolism - Homo sapiens (human)	10873	5162
Pyruvate metabolism - Homo sapiens (human)	10873	92483
Pyruvate metabolism - Homo sapiens (human)	134526	1737
Pyruvate metabolism - Homo sapiens (human)	134526	217
Pyruvate metabolism - Homo sapiens (human)	134526	218
Pyruvate metabolism - Homo sapiens (human)	134526	219
Pyruvate metabolism - Homo sapiens (human)	134526	220
Pyruvate metabolism - Homo sapiens (human)	134526	223
Pyruvate metabolism - Homo sapiens (human)	134526	224
Pyruvate metabolism - Homo sapiens (human)	134526	31
Pyruvate metabolism - Homo sapiens (human)	134526	32
Pyruvate metabolism - Homo sapiens (human)	134526	38
Pyruvate metabolism - Homo sapiens (human)	134526	39
Pyruvate metabolism - Homo sapiens (human)	134526	501
Pyruvate metabolism - Homo sapiens (human)	134526	55902
Pyruvate metabolism - Homo sapiens (human)	134526	84532
Pyruvate metabolism - Homo sapiens (human)	134526	97
Pyruvate metabolism - Homo sapiens (human)	134526	98
Pyruvate metabolism - Homo sapiens (human)	160287	5160
Pyruvate metabolism - Homo sapiens (human)	160287	5161
Pyruvate metabolism - Homo sapiens (human)	160287	5162
