ID,NodeType,weight,x,y,degree,degree.in,degree.out,degreeCentrality,OutDegreeCentrality,label
"10,115",2,1,0,0,60,31,29,0.00016853648534013473,0.00016291860249546355,258
"10,117",2,1,0,0,44,31,13,0.00012359342258276546,7.303247698072505E-05,259
"10,119",2,1,0,0,44,31,13,0.00012359342258276546,7.303247698072505E-05,260
"10,121",0,1,0,0,36,31,5,0.00010112189120408083,2.8089414223355786E-05,261
"10,123",3,1,0,0,40,31,9,0.00011235765689342314,5.056094560204041E-05,262
"10,125",0,1,0,0,38,31,7,0.00010673977404875198,3.93251799126981E-05,263
"10,127",2,1,0,0,85,31,54,0.00023876002089852417,0.0003033656736122425,264
"10,129",0,1,0,0,35,31,4,9.831294978174525E-05,2.247153137868463E-05,265
"10,13",1,1,0,0,30,26,4,8.426824267006736E-05,2.247153137868463E-05,207
"10,131",2,1,0,0,63,31,32,0.00017696330960714144,0.00017977225102947704,266
"10,133",2,1,0,0,52,30,22,0.0001460649539614501,0.00012359342258276546,267
"10,15",1,1,0,0,76,31,45,0.00021347954809750397,0.00025280472801020206,208
"10,17",4,1,0,0,47,31,16,0.0001320202468497722,8.988612551473852E-05,209
"10,19",1,1,0,0,120,31,89,0.00033707297068026945,0.000499991573175733,210
"10,21",1,1,0,0,33,24,9,9.26950669370741E-05,5.056094560204041E-05,211
"10,23",4,1,0,0,50,31,19,0.00014044707111677892,0.00010673977404875198,212
"10,25",4,1,0,0,59,31,28,0.00016572754391779913,0.0001573007196507924,213
"10,27",4,1,0,0,70,31,39,0.0001966258995634905,0.00021909743094217514,214
"10,29",4,1,0,0,40,31,9,0.00011235765689342314,5.056094560204041E-05,215
"10,3",1,1,0,0,45,31,14,0.00012640236400510103,7.86503598253962E-05,202
"10,31",4,1,0,0,65,31,34,0.00018258119245181262,0.00019100801671881933,216
"10,33",4,1,0,0,60,31,29,0.00016853648534013473,0.00016291860249546355,217
"10,35",1,1,0,0,46,27,19,0.0001292113054274366,0.00010673977404875198,218
"10,37",4,1,0,0,46,31,15,0.0001292113054274366,8.426824267006736E-05,219
"10,39",1,1,0,0,60,31,29,0.00016853648534013473,0.00016291860249546355,220
"10,41",4,1,0,0,36,30,6,0.00010112189120408083,3.3707297068026944E-05,221
"10,43",1,1,0,0,27,19,8,7.584141840306062E-05,4.494306275736926E-05,222
"10,45",4,1,0,0,114,31,83,0.00032021932214625597,0.00046628427610770606,223
"10,47",1,1,0,0,96,31,65,0.00026965837654421555,0.00036516238490362523,224
"10,49",1,1,0,0,96,31,65,0.00026965837654421555,0.00036516238490362523,225
"10,5",1,1,0,0,75,31,44,0.0002106706066751684,0.0002471868451655309,203
"10,51",1,1,0,0,89,31,58,0.0002499957865878665,0.0003258372049909271,226
"10,53",4,1,0,0,150,31,119,0.0004213412133503368,0.0006685280585158678,227
"10,55",4,1,0,0,59,31,28,0.00016572754391779913,0.0001573007196507924,228
"10,57",4,1,0,0,50,31,19,0.00014044707111677892,0.00010673977404875198,229
"10,59",4,1,0,0,70,31,39,0.0001966258995634905,0.00021909743094217514,230
"10,61",4,1,0,0,144,31,113,0.0004044875648163233,0.0006348207614478408,231
"10,63",1,1,0,0,79,31,48,0.0002219063723645107,0.00026965837654421555,232
"10,65",4,1,0,0,51,31,20,0.00014325601253911452,0.00011235765689342314,233
"10,67",1,1,0,0,65,31,34,0.00018258119245181262,0.00019100801671881933,234
"10,69",1,1,0,0,54,31,23,0.00015168283680612124,0.0001292113054274366,235
"10,7",1,1,0,0,29,26,3,8.145930124773178E-05,1.6853648534013472E-05,204
"10,71",1,1,0,0,67,31,36,0.00018819907529648376,0.00020224378240816165,236
"10,73",1,1,0,0,181,31,150,0.0005084183974427397,0.0008426824267006736,237
"10,75",4,1,0,0,75,31,44,0.0002106706066751684,0.0002471868451655309,238
"10,77",4,1,0,0,118,30,88,0.00033145508783559825,0.0004943736903310618,239
"10,79",1,1,0,0,138,31,107,0.00038763391628230987,0.0006011134643798138,240
"10,81",4,1,0,0,77,31,46,0.00021628848951983954,0.0002584226108548732,241
"10,83",1,1,0,0,47,25,22,0.0001320202468497722,0.00012359342258276546,242
"10,85",4,1,0,0,35,31,4,9.831294978174525E-05,2.247153137868463E-05,243
"10,87",4,1,0,0,36,31,5,0.00010112189120408083,2.8089414223355786E-05,244
"10,89",4,1,0,0,45,31,14,0.00012640236400510103,7.86503598253962E-05,245
"10,9",1,1,0,0,138,26,112,0.00038763391628230987,0.0006292028786031696,205
"10,91",1,1,0,0,72,31,41,0.00020224378240816165,0.00023033319663151746,246
"10,93",1,1,0,0,24,21,3,6.741459413605389E-05,1.6853648534013472E-05,247
"10,95",1,1,0,0,29,24,5,8.145930124773178E-05,2.8089414223355786E-05,248
"10,97",1,1,0,0,89,31,58,0.0002499957865878665,0.0003258372049909271,249
"10,99",1,1,0,0,157,31,126,0.00044100380330668585,0.0007078532384285658,250
"100,1",4,1,0,0,30,30,,8.426824267006736E-05,,2211
"100,101",6,1,0,0,29,27,2,8.145930124773178E-05,1.1235765689342315E-05,2261
"100,103",6,1,0,0,39,29,10,0.00010954871547108757,5.617882844671157E-05,2262
"100,105",6,1,0,0,34,31,3,9.550400835940967E-05,1.6853648534013472E-05,2263
"100,107",6,1,0,0,58,31,27,0.00016291860249546355,0.00015168283680612124,2264
"100,109",6,1,0,0,43,31,12,0.00012078448116042989,6.741459413605389E-05,2265
"100,11",5,1,0,0,42,31,11,0.0001179755397380943,6.179671129138273E-05,2216
"100,111",7,1,0,0,32,29,3,8.988612551473852E-05,1.6853648534013472E-05,2266
"100,113",4,1,0,0,39,29,10,0.00010954871547108757,5.617882844671157E-05,2267
"100,115",3,1,0,0,33,29,4,9.26950669370741E-05,2.247153137868463E-05,2268
"100,117",3,1,0,0,34,28,6,9.550400835940967E-05,3.3707297068026944E-05,2269
"100,119",0,1,0,0,32,30,2,8.988612551473852E-05,1.1235765689342315E-05,2270
"100,121",4,1,0,0,35,29,6,9.831294978174525E-05,3.3707297068026944E-05,2271
"100,123",3,1,0,0,32,30,2,8.988612551473852E-05,1.1235765689342315E-05,2272
"100,125",3,1,0,0,32,30,2,8.988612551473852E-05,1.1235765689342315E-05,2273
"100,127",0,1,0,0,33,30,3,9.26950669370741E-05,1.6853648534013472E-05,2274
"100,129",6,1,0,0,33,30,3,9.26950669370741E-05,1.6853648534013472E-05,2275
"100,13",5,1,0,0,42,31,11,0.0001179755397380943,6.179671129138273E-05,2217
"100,131",4,1,0,0,40,28,12,0.00011235765689342314,6.741459413605389E-05,2276
"100,133",4,1,0,0,80,29,51,0.00022471531378684628,0.00028651202507822904,2277
"100,15",2,1,0,0,59,31,28,0.00016572754391779913,0.0001573007196507924,2218
"100,17",2,1,0,0,49,31,18,0.00013763812969444335,0.00010112189120408083,2219
"100,19",2,1,0,0,41,31,10,0.00011516659831575873,5.617882844671157E-05,2220
"100,21",2,1,0,0,45,31,14,0.00012640236400510103,7.86503598253962E-05,2221
"100,23",2,1,0,0,63,28,35,0.00017696330960714144,0.0001966258995634905,2222
"100,25",3,1,0,0,69,31,38,0.00019381695814115493,0.00021347954809750397,2223
"100,27",2,1,0,0,114,31,83,0.00032021932214625597,0.00046628427610770606,2224
"100,29",3,1,0,0,32,31,1,8.988612551473852E-05,5.617882844671158E-06,2225
"100,3",1,1,0,0,31,31,,8.707718409240294E-05,,2212
"100,31",3,1,0,0,31,30,1,8.707718409240294E-05,5.617882844671158E-06,2226
"100,33",3,1,0,0,55,31,24,0.0001544917782284568,0.00013482918827210778,2227
"100,35",3,1,0,0,66,31,35,0.0001853901338741482,0.0001966258995634905,2228
"100,37",0,1,0,0,51,31,20,0.00014325601253911452,0.00011235765689342314,2229
"100,39",0,1,0,0,57,31,26,0.00016010966107312798,0.0001460649539614501,2230
"100,41",3,1,0,0,80,31,49,0.00022471531378684628,0.0002752762593888867,2231
"100,43",0,1,0,0,106,31,75,0.00029774779076757133,0.0004213412133503368,2232
"100,45",0,1,0,0,100,31,69,0.00028089414223355784,0.00038763391628230987,2233
"100,47",0,1,0,0,54,31,23,0.00015168283680612124,0.0001292113054274366,2234
"100,49",0,1,0,0,120,31,89,0.00033707297068026945,0.000499991573175733,2235
"100,5",4,1,0,0,41,31,10,0.00011516659831575873,5.617882844671157E-05,2213
"100,51",0,1,0,0,151,31,120,0.00042415015477267236,0.0006741459413605389,2236
"100,53",0,1,0,0,97,31,66,0.0002724673179665511,0.0003707802677482964,2237
"100,55",3,1,0,0,54,31,23,0.00015168283680612124,0.0001292113054274366,2238
"100,57",2,1,0,0,53,31,22,0.00014887389538378567,0.00012359342258276546,2239
"100,59",6,1,0,0,60,31,29,0.00016853648534013473,0.00016291860249546355,2240
"100,61",5,1,0,0,31,31,,8.707718409240294E-05,,2241
"100,63",5,1,0,0,31,31,,8.707718409240294E-05,,2242
"100,65",6,1,0,0,76,31,45,0.00021347954809750397,0.00025280472801020206,2243
"100,67",6,1,0,0,56,31,25,0.0001573007196507924,0.00014044707111677892,2244
"100,69",6,1,0,0,84,31,53,0.0002359510794761886,0.00029774779076757133,2245
"100,7",4,1,0,0,73,31,42,0.00020505272383049725,0.0002359510794761886,2214
"100,71",6,1,0,0,67,31,36,0.00018819907529648376,0.00020224378240816165,2246
"100,73",0,1,0,0,67,31,36,0.00018819907529648376,0.00020224378240816165,2247
"100,75",0,1,0,0,112,31,81,0.0003146014393015848,0.0004550485104183637,2248
"100,77",6,1,0,0,63,30,33,0.00017696330960714144,0.0001853901338741482,2249
"100,79",6,1,0,0,55,31,24,0.0001544917782284568,0.00013482918827210778,2250
"100,81",6,1,0,0,82,31,51,0.00023033319663151746,0.00028651202507822904,2251
"100,83",6,1,0,0,40,31,9,0.00011235765689342314,5.056094560204041E-05,2252
"100,85",3,1,0,0,32,31,1,8.988612551473852E-05,5.617882844671158E-06,2253
"100,87",3,1,0,0,32,31,1,8.988612551473852E-05,5.617882844671158E-06,2254
"100,89",6,1,0,0,50,31,19,0.00014044707111677892,0.00010673977404875198,2255
"100,9",1,1,0,0,42,26,16,0.0001179755397380943,8.988612551473852E-05,2215
"100,91",6,1,0,0,33,31,2,9.26950669370741E-05,1.1235765689342315E-05,2256
"100,93",6,1,0,0,48,31,17,0.00013482918827210778,9.550400835940967E-05,2257
"100,95",6,1,0,0,61,31,30,0.0001713454267624703,0.00016853648534013473,2258
"100,97",6,1,0,0,88,31,57,0.0002471868451655309,0.00032021932214625597,2259
"100,99",6,1,0,0,36,30,6,0.00010112189120408083,3.3707297068026944E-05,2260
"103,1",1,1,0,0,39,30,9,0.00010954871547108757,5.056094560204041E-05,2278
"103,101",6,1,0,0,42,28,14,0.0001179755397380943,7.86503598253962E-05,2328
"103,103",6,1,0,0,65,29,36,0.00018258119245181262,0.00020224378240816165,2329
"103,105",6,1,0,0,44,31,13,0.00012359342258276546,7.303247698072505E-05,2330
"103,107",6,1,0,0,31,30,1,8.707718409240294E-05,5.617882844671158E-06,2331
"103,109",3,1,0,0,36,31,5,0.00010112189120408083,2.8089414223355786E-05,2332
"103,11",1,1,0,0,53,28,25,0.00014887389538378567,0.00014044707111677892,2283
"103,111",4,1,0,0,27,27,,7.584141840306062E-05,,2333
"103,113",1,1,0,0,64,29,35,0.00017977225102947704,0.0001966258995634905,2334
"103,115",4,1,0,0,38,30,8,0.00010673977404875198,4.494306275736926E-05,2335
"103,117",7,1,0,0,39,29,10,0.00010954871547108757,5.617882844671157E-05,2336
"103,119",7,1,0,0,32,27,5,8.988612551473852E-05,2.8089414223355786E-05,2337
"103,121",4,1,0,0,31,31,,8.707718409240294E-05,,2338
"103,123",1,1,0,0,41,31,10,0.00011516659831575873,5.617882844671157E-05,2339
"103,125",6,1,0,0,34,31,3,9.550400835940967E-05,1.6853648534013472E-05,2340
"103,127",6,1,0,0,32,29,3,8.988612551473852E-05,1.6853648534013472E-05,2341
"103,129",6,1,0,0,48,31,17,0.00013482918827210778,9.550400835940967E-05,2342
"103,13",1,1,0,0,37,30,7,0.00010393083262641641,3.93251799126981E-05,2284
"103,131",6,1,0,0,42,30,12,0.0001179755397380943,6.741459413605389E-05,2343
"103,133",6,1,0,0,41,31,10,0.00011516659831575873,5.617882844671157E-05,2344
"103,15",2,1,0,0,58,31,27,0.00016291860249546355,0.00015168283680612124,2285
"103,17",0,1,0,0,38,31,7,0.00010673977404875198,3.93251799126981E-05,2286
"103,19",3,1,0,0,32,31,1,8.988612551473852E-05,5.617882844671158E-06,2287
"103,21",0,1,0,0,100,31,69,0.00028089414223355784,0.00038763391628230987,2288
"103,23",0,1,0,0,129,31,98,0.00036235344348128966,0.0005505525187777734,2289
"103,25",3,1,0,0,33,31,2,9.26950669370741E-05,1.1235765689342315E-05,2290
"103,27",2,1,0,0,46,31,15,0.0001292113054274366,8.426824267006736E-05,2291
"103,29",2,1,0,0,137,31,106,0.0003848249748599743,0.0005954955815351427,2292
"103,3",1,1,0,0,45,31,14,0.00012640236400510103,7.86503598253962E-05,2279
"103,31",3,1,0,0,102,31,71,0.00028651202507822904,0.00039886968197165216,2293
"103,33",2,1,0,0,91,31,60,0.00025561366943253764,0.00033707297068026945,2294
"103,35",2,1,0,0,81,31,50,0.00022752425520918186,0.00028089414223355784,2295
"103,37",0,1,0,0,89,31,58,0.0002499957865878665,0.0003258372049909271,2296
"103,39",0,1,0,0,82,31,51,0.00023033319663151746,0.00028651202507822904,2297
"103,41",2,1,0,0,53,31,22,0.00014887389538378567,0.00012359342258276546,2298
"103,43",0,1,0,0,46,31,15,0.0001292113054274366,8.426824267006736E-05,2299
"103,45",0,1,0,0,79,31,48,0.0002219063723645107,0.00026965837654421555,2300
"103,47",0,1,0,0,73,31,42,0.00020505272383049725,0.0002359510794761886,2301
"103,49",0,1,0,0,82,31,51,0.00023033319663151746,0.00028651202507822904,2302
"103,5",1,1,0,0,45,31,14,0.00012640236400510103,7.86503598253962E-05,2280
"103,51",0,1,0,0,108,31,77,0.0003033656736122425,0.0004325769790396791,2303
"103,53",0,1,0,0,77,31,46,0.00021628848951983954,0.0002584226108548732,2304
"103,55",0,1,0,0,66,31,35,0.0001853901338741482,0.0001966258995634905,2305
"103,57",2,1,0,0,82,31,51,0.00023033319663151746,0.00028651202507822904,2306
"103,59",2,1,0,0,41,31,10,0.00011516659831575873,5.617882844671157E-05,2307
"103,61",5,1,0,0,31,31,,8.707718409240294E-05,,2308
"103,63",5,1,0,0,32,31,1,8.988612551473852E-05,5.617882844671158E-06,2309
"103,65",3,1,0,0,52,31,21,0.0001460649539614501,0.0001179755397380943,2310
"103,67",0,1,0,0,81,31,50,0.00022752425520918186,0.00028089414223355784,2311
"103,69",3,1,0,0,125,31,94,0.0003511176777919473,0.0005280809873990888,2312
"103,7",4,1,0,0,69,30,39,0.00019381695814115493,0.00021909743094217514,2281
"103,71",7,1,0,0,63,31,32,0.00017696330960714144,0.00017977225102947704,2313
"103,73",3,1,0,0,64,31,33,0.00017977225102947704,0.0001853901338741482,2314
"103,75",7,1,0,0,71,31,40,0.00019943484098582608,0.00022471531378684628,2315
"103,77",7,1,0,0,81,31,50,0.00022752425520918186,0.00028089414223355784,2316
"103,79",3,1,0,0,80,31,49,0.00022471531378684628,0.0002752762593888867,2317
"103,81",3,1,0,0,61,31,30,0.0001713454267624703,0.00016853648534013473,2318
"103,83",0,1,0,0,53,31,22,0.00014887389538378567,0.00012359342258276546,2319
"103,85",2,1,0,0,71,30,41,0.00019943484098582608,0.00023033319663151746,2320
"103,87",6,1,0,0,46,31,15,0.0001292113054274366,8.426824267006736E-05,2321
"103,89",6,1,0,0,70,31,39,0.0001966258995634905,0.00021909743094217514,2322
"103,9",1,1,0,0,41,28,13,0.00011516659831575873,7.303247698072505E-05,2282
"103,91",6,1,0,0,59,31,28,0.00016572754391779913,0.0001573007196507924,2323
"103,93",6,1,0,0,35,29,6,9.831294978174525E-05,3.3707297068026944E-05,2324
"103,95",6,1,0,0,44,31,13,0.00012359342258276546,7.303247698072505E-05,2325
"103,97",6,1,0,0,98,31,67,0.0002752762593888867,0.0003763981505929675,2326
"103,99",6,1,0,0,93,27,66,0.00026123155227720883,0.0003707802677482964,2327
"106,1",4,1,0,0,36,31,5,0.00010112189120408083,2.8089414223355786E-05,2345
"106,101",3,1,0,0,39,31,8,0.00010954871547108757,4.494306275736926E-05,2395
"106,103",6,1,0,0,35,29,6,9.831294978174525E-05,3.3707297068026944E-05,2396
"106,105",3,1,0,0,33,29,4,9.26950669370741E-05,2.247153137868463E-05,2397
"106,107",3,1,0,0,32,29,3,8.988612551473852E-05,1.6853648534013472E-05,2398
"106,109",4,1,0,0,35,29,6,9.831294978174525E-05,3.3707297068026944E-05,2399
"106,11",1,1,0,0,39,26,13,0.00010954871547108757,7.303247698072505E-05,2350
"106,111",4,1,0,0,39,31,8,0.00010954871547108757,4.494306275736926E-05,2400
"106,113",3,1,0,0,33,29,4,9.26950669370741E-05,2.247153137868463E-05,2401
"106,115",3,1,0,0,35,30,5,9.831294978174525E-05,2.8089414223355786E-05,2402
"106,117",1,1,0,0,35,30,5,9.831294978174525E-05,2.8089414223355786E-05,2403
"106,119",6,1,0,0,26,26,,7.303247698072505E-05,,2404
"106,121",1,1,0,0,38,29,9,0.00010673977404875198,5.056094560204041E-05,2405
"106,123",6,1,0,0,60,30,30,0.00016853648534013473,0.00016853648534013473,2406
"106,125",3,1,0,0,49,31,18,0.00013763812969444335,0.00010112189120408083,2407
"106,127",6,1,0,0,111,31,80,0.00031179249787924925,0.00044943062757369257,2408
"106,129",6,1,0,0,107,31,76,0.0003005567321899069,0.00042695909619500794,2409
"106,13",0,1,0,0,39,31,8,0.00010954871547108757,4.494306275736926E-05,2351
"106,131",6,1,0,0,142,31,111,0.00039886968197165216,0.0006235849957584985,2410
"106,133",6,1,0,0,43,30,13,0.00012078448116042989,7.303247698072505E-05,2411
"106,15",2,1,0,0,61,31,30,0.0001713454267624703,0.00016853648534013473,2352
"106,17",0,1,0,0,43,31,12,0.00012078448116042989,6.741459413605389E-05,2353
"106,19",2,1,0,0,56,31,25,0.0001573007196507924,0.00014044707111677892,2354
"106,21",0,1,0,0,60,31,29,0.00016853648534013473,0.00016291860249546355,2355
"106,23",0,1,0,0,87,31,56,0.00024437790374319535,0.0003146014393015848,2356
"106,25",2,1,0,0,123,31,92,0.00034549979494727617,0.0005168452217097464,2357
"106,27",0,1,0,0,69,31,38,0.00019381695814115493,0.00021347954809750397,2358
"106,29",0,1,0,0,62,31,31,0.00017415436818480587,0.00017415436818480587,2359
"106,3",4,1,0,0,46,31,15,0.0001292113054274366,8.426824267006736E-05,2346
"106,31",0,1,0,0,36,31,5,0.00010112189120408083,2.8089414223355786E-05,2360
"106,33",0,1,0,0,93,31,62,0.00026123155227720883,0.00034830873636961174,2361
"106,35",0,1,0,0,48,31,17,0.00013482918827210778,9.550400835940967E-05,2362
"106,37",2,1,0,0,87,31,56,0.00024437790374319535,0.0003146014393015848,2363
"106,39",2,1,0,0,128,31,97,0.0003595445020589541,0.0005449346359331022,2364
"106,41",0,1,0,0,77,31,46,0.00021628848951983954,0.0002584226108548732,2365
"106,43",0,1,0,0,56,31,25,0.0001573007196507924,0.00014044707111677892,2366
"106,45",2,1,0,0,62,31,31,0.00017415436818480587,0.00017415436818480587,2367
"106,47",0,1,0,0,72,31,41,0.00020224378240816165,0.00023033319663151746,2368
"106,49",0,1,0,0,67,31,36,0.00018819907529648376,0.00020224378240816165,2369
"106,5",1,1,0,0,24,22,2,6.741459413605389E-05,1.1235765689342315E-05,2347
"106,51",0,1,0,0,60,31,29,0.00016853648534013473,0.00016291860249546355,2370
"106,53",0,1,0,0,69,31,38,0.00019381695814115493,0.00021347954809750397,2371
"106,55",0,1,0,0,73,31,42,0.00020505272383049725,0.0002359510794761886,2372
"106,57",2,1,0,0,67,31,36,0.00018819907529648376,0.00020224378240816165,2373
"106,59",3,1,0,0,53,31,22,0.00014887389538378567,0.00012359342258276546,2374
"106,61",7,1,0,0,55,31,24,0.0001544917782284568,0.00013482918827210778,2375
"106,63",3,1,0,0,68,31,37,0.00019100801671881933,0.00020786166525283282,2376
"106,65",0,1,0,0,72,31,41,0.00020224378240816165,0.00023033319663151746,2377
"106,67",2,1,0,0,99,31,68,0.00027808520081122227,0.00038201603343763867,2378
"106,69",3,1,0,0,94,31,63,0.0002640404936995444,0.0003539266192142829,2379
"106,7",4,1,0,0,45,31,14,0.00012640236400510103,7.86503598253962E-05,2348
"106,71",3,1,0,0,101,31,70,0.0002837030836558934,0.000393251799126981,2380
"106,73",0,1,0,0,39,31,8,0.00010954871547108757,4.494306275736926E-05,2381
"106,75",7,1,0,0,87,31,56,0.00024437790374319535,0.0003146014393015848,2382
"106,77",7,1,0,0,119,31,88,0.0003342640292579339,0.0004943736903310618,2383
"106,79",0,1,0,0,67,31,36,0.00018819907529648376,0.00020224378240816165,2384
"106,81",3,1,0,0,46,31,15,0.0001292113054274366,8.426824267006736E-05,2385
"106,83",3,1,0,0,87,31,56,0.00024437790374319535,0.0003146014393015848,2386
"106,85",0,1,0,0,127,31,96,0.00035673556063661846,0.0005393167530884311,2387
"106,87",0,1,0,0,78,31,47,0.00021909743094217514,0.0002640404936995444,2388
"106,89",3,1,0,0,38,31,7,0.00010673977404875198,3.93251799126981E-05,2389
