class	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal
6256	10209.4	18120.2	0.0	10077.2	3333.1	6201.5	0.0	15986.0	5314.4	9566.3	12722.5	4510.8
10531	0.0	4333.0	4644.0	0.0	0.0	0.0	4264.9	4111.7	0.0	3553.0	0.0	4221.8
10534	0.0	0.0	0.0	0.0	0.0	7963.7	2066.5	3627.4	0.0	4475.7	0.0	0.0
10535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1694.1
10536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10538	0.0	0.0	1655.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1278.0	0.0	0.0	0.0	0.0
9719	6263.3	5164.1	2986.9	0.0	0.0	4348.5	8180.2	0.0	0.0	3894.8	0.0	8709.3
9718	0.0	0.0	0.0	4411.6	0.0	0.0	0.0	0.0	0.0	2855.0	0.0	3013.3
9712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9711	8368.1	7865.0	7089.5	0.0	0.0	0.0	9032.6	4472.3	9.0	4421.8	4059.2	7509.8
9710	0.0	0.0	2770.1	0.0	3855.7	0.0	3874.0	0.0	3350.4	1026.6	4916.5	2478.7
9717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9716	0.0	0.0	0.0	0.0	0.0	2868.2	0.0	0.0	5207.2	2085.4	0.0	1630.2
9715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22997	7127.4	11630.5	6307.2	15537.7	8394.1	12589.3	8648.7	7362.2	0.0	0.0	13747.1	10304.3
833	0.0	6663.3	6639.8	6034.7	9848.9	8530.5	11176.3	10736.8	12803.5	4144.3	0.0	10674.2
830	6445.3	0.0	0.0	6287.5	0.0	0.0	0.0	0.0	3654.0	2515.6	0.0	5605.6
831	0.0	0.0	1855.9	1300.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	877.1
8888	5950.2	8165.1	6552.3	0.0	5225.2	2940.1	6963.4	8347.8	16832.9	5064.5	0.0	11894.9
22992	0.0	5667.6	3568.4	0.0	0.0	8016.2	6065.0	5094.5	5959.5	5337.0	0.0	6861.3
834	3044.5	0.0	3485.5	1647.4	3027.7	5200.3	3456.2	2598.4	0.0	0.0	0.0	0.0
22990	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4360.2	0.0	0.0	753.1
8884	4789.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8218.7	4776.8	0.0	5283.1
8541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1718.2	0.0	0.0	0.0	0.0
839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8880	4595.0	8850.9	5037.7	6418.5	5873.2	6608.2	5983.2	0.0	0.0	8072.9	0.0	5404.5
3479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8882	2906.0	0.0	2069.8	0.0	0.0	0.0	1968.1	0.0	0.0	1484.0	0.0	0.0
8883	3684.6	6446.5	7524.5	6435.4	8673.9	0.0	7571.8	4460.3	0.0	8642.5	0.0	7855.2
10920	0.0	0.0	0.0	0.0	0.0	0.0	2080.7	0.0	0.0	3209.5	0.0	0.0
84733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728233	22663.5	21138.6	17250.1	26428.5	24855.8	18230.0	23977.9	24252.8	33759.9	21538.2	18885.3	30133.6
23095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10432	0.0	0.0	5505.0	3755.4	7424.9	5089.0	4388.3	6356.4	2722.6	9616.8	0.0	3803.3
54658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80852	0.0	5969.6	4393.1	0.0	4664.7	1349.2	0.0	0.0	0.0	0.0	0.0	0.0
80853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
391322	4195.4	0.0	0.0	0.0	0.0	6256.2	0.0	0.0	0.0	0.0	0.0	0.0
5629	0.0	2085.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1728	0.0	0.0	0.0	4132.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1729	17458.3	16393.6	20696.9	10020.4	9291.7	15408.3	15275.9	9550.6	16467.0	8357.4	0.0	14749.9
5245	8828.4	0.0	0.0	0.0	14639.3	6601.0	0.0	4670.9	10128.2	3220.2	7452.6	5131.5
5244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1725	0.0	0.0	0.0	0.0	13795.4	9219.7	0.0	0.0	0.0	10485.8	0.0	6800.2
5241	0.0	0.0	0.0	0.0	0.0	3248.4	0.0	0.0	0.0	0.0	0.0	0.0
1723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5680.4	0.0
5243	0.0	0.0	1102.8	0.0	0.0	0.0	0.0	1671.3	0.0	0.0	0.0	1222.6
7027	2829.6	0.0	5275.3	0.0	0.0	9230.9	3935.8	2280.0	10673.8	2519.7	6987.5	7308.3
552889	9637.8	9999.3	8602.7	11797.7	10620.5	6991.3	12187.1	9843.8	0.0	11108.0	13028.1	11878.7
10229	0.0	0.0	1676.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4500.6	0.0
7025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3005	9276.3	11830.3	0.0	0.0	9219.0	0.0	1878.3	2998.9	0.0	0.0	0.0	3393.8
3004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3006	0.0	0.0	4288.5	1512.9	0.0	0.0	7125.9	2261.7	0.0	1581.7	0.0	1633.9
3001	0.0	0.0	4666.7	0.0	0.0	4642.9	2799.1	4186.1	0.0	2070.7	17319.8	0.0
3000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3003	0.0	0.0	3545.5	0.0	0.0	0.0	0.0	3239.5	0.0	0.0	13802.6	0.0
54014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	844.4	0.0	0.0
3009	0.0	2205.8	0.0	0.0	3447.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7029	0.0	0.0	0.0	0.0	0.0	0.0	1673.2	3051.9	4868.8	1501.7	4035.5	2957.8
1588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4093.9	6057.3	0.0	0.0	0.0
1589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1583	4733.3	0.0	0.0	10226.7	8279.7	0.0	5466.7	0.0	12276.3	4040.2	0.0	4700.5
1580	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57016	0.0	0.0	0.0	0.0	3664.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
284439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9455	0.0	0.0	0.0	0.0	0.0	0.0	2581.5	0.0	0.0	0.0	0.0	0.0
3316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1032.0	0.0	1089.8
10670	6614.7	9876.6	10464.2	7158.1	6577.0	5592.5	4569.7	8361.1	6276.2	9749.6	7518.5	8365.3
114899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9450	3428.2	5190.3	17045.2	0.0	6139.3	10385.6	25268.8	0.0	0.0	0.0	0.0	4543.8
100653149	0.0	0.0	0.0	0.0	0.0	3681.6	1004.9	0.0	0.0	0.0	0.0	0.0
9452	0.0	9230.6	0.0	61896.1	0.0	0.0	0.0	6885.3	0.0	9612.5	27417.9	1193.1
5657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6664.2	0.0
5653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5650	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1860.9	0.0	0.0
5651	0.0	0.0	0.0	0.0	0.0	3012.3	0.0	0.0	0.0	0.0	0.0	0.0
130916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23228	0.0	0.0	3559.7	3362.9	0.0	3814.8	3495.6	2467.8	0.0	2879.7	0.0	2356.9
23229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27020	3852.0	9187.4	5881.6	6292.4	7755.8	4687.4	9605.6	5649.5	3908.3	5564.4	0.0	6622.8
23223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23220	0.0	3282.7	5136.3	3759.2	0.0	4386.5	10462.3	0.0	0.0	0.0	0.0	0.0
23221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
727830	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2157.5	0.0	0.0
23225	3319.9	0.0	4904.9	0.0	0.0	4280.7	12237.6	5961.4	0.0	2102.0	0.0	8970.5
6418	27412.9	26213.9	24070.6	27607.5	25468.8	34088.7	27007.9	21461.6	16937.9	27237.9	27307.9	19462.0
6415	0.0	9191.3	0.0	0.0	0.0	0.0	5094.4	5474.0	0.0	3427.3	7911.1	4029.5
6414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
50846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1649.4	0.0	0.0
4832	0.0	5063.6	3505.7	0.0	5493.3	0.0	13602.1	0.0	0.0	0.0	0.0	2762.4
7779	0.0	0.0	3970.4	0.0	7030.6	3959.7	2848.3	3976.8	0.0	0.0	0.0	4223.0
320	4137.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3916	29373.2	28349.1	21474.4	21251.2	29902.4	24628.9	38501.5	22851.9	21556.0	22263.3	13277.5	28348.9
3915	0.0	0.0	0.0	0.0	0.0	0.0	2741.8	0.0	6484.2	0.0	5237.2	0.0
3914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3911	0.0	0.0	0.0	0.0	0.0	0.0	3102.1	0.0	0.0	0.0	0.0	0.0
57493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6486.9	0.0	0.0	0.0
101060373	0.0	0.0	2085.1	0.0	0.0	0.0	2911.0	2538.2	0.0	2292.6	0.0	4317.0
101060372	0.0	0.0	2398.0	0.0	0.0	0.0	0.0	0.0	0.0	1066.4	0.0	0.0
3918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8314	1768.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2145.9	0.0	0.0
8315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1902.5	0.0	0.0
6732	3912.8	4021.6	0.0	0.0	0.0	5260.9	0.0	2341.8	0.0	3282.2	0.0	3996.5
8317	0.0	0.0	0.0	0.0	0.0	3739.8	0.0	2952.9	0.0	5271.2	3029.0	1435.7
6734	0.0	4187.9	4296.4	0.0	0.0	0.0	5522.0	0.0	0.0	3603.1	0.0	3490.5
8312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6737	0.0	5998.5	0.0	0.0	0.0	0.0	3954.6	0.0	0.0	2712.1	5919.7	0.0
6738	7099.6	9320.3	9635.3	3973.5	4695.9	9429.6	9807.5	5752.3	0.0	7348.5	4080.1	6643.9
8318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4360.2	0.0	0.0
23275	0.0	1890.5	2743.9	4455.2	3133.3	0.0	3637.3	0.0	0.0	0.0	0.0	2097.9
5994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2467.6	0.0	0.0	0.0
23277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2485.7
9928	0.0	0.0	2405.1	0.0	0.0	4567.8	2125.2	0.0	3277.6	1858.1	0.0	0.0
9929	5422.6	0.0	0.0	0.0	4598.5	0.0	1810.0	2728.3	0.0	3008.6	0.0	3783.5
23276	4836.4	0.0	0.0	5805.8	0.0	0.0	0.0	3095.9	4671.6	3643.4	5768.0	3619.4
9920	0.0	2668.5	0.0	0.0	1314.9	0.0	2954.8	0.0	0.0	0.0	0.0	4911.1
9921	0.0	0.0	911.7	0.0	0.0	0.0	0.0	1487.9	0.0	0.0	0.0	0.0
9922	0.0	7086.8	18904.4	10263.4	0.0	9037.8	17688.9	9444.3	13416.2	5381.2	7115.8	11656.5
9923	0.0	0.0	0.0	0.0	4580.7	0.0	0.0	0.0	0.0	1856.9	0.0	0.0
9924	0.0	0.0	2251.5	0.0	0.0	3058.9	3404.5	4216.8	0.0	3500.2	0.0	5337.7
9925	0.0	0.0	0.0	0.0	0.0	4186.5	5706.3	0.0	0.0	4731.6	0.0	3818.8
9926	1958.3	3299.2	3139.4	0.0	0.0	0.0	2530.0	3049.4	2514.6	0.0	0.0	3159.6
23270	0.0	0.0	5528.0	4292.4	4222.7	0.0	2997.4	1801.3	0.0	2459.4	0.0	3168.2
216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
217	2814.4	0.0	0.0	0.0	0.0	0.0	0.0	3055.7	0.0	0.0	0.0	0.0
214	4596.8	0.0	0.0	0.0	0.0	0.0	2412.1	0.0	0.0	0.0	0.0	0.0
215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55854	6084.6	6784.2	6256.3	0.0	6394.0	0.0	8362.0	4564.5	10868.6	6179.4	6528.0	7166.3
213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4368.0	0.0
210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
211	3605.1	0.0	3972.4	2713.1	0.0	0.0	2549.4	2829.6	0.0	3787.4	0.0	3051.2
100616358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4794.0	0.0	0.0	0.0
23272	5085.0	5111.9	2692.0	0.0	6485.9	0.0	3886.9	5135.5	6469.0	5057.3	4401.5	4234.3
218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1225.7	0.0	0.0
219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100130348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6083	131193.1	161228.2	119943.7	146262.6	158580.9	175689.8	102074.9	78199.9	118806.9	140891.2	198846.7	94312.8
6080	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	985.4	0.0	0.0
124222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23279	0.0	0.0	0.0	0.0	0.0	0.0	1826.3	0.0	0.0	507.8	0.0	1640.5
25770	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5181.5	0.0	0.0	0.0
25771	0.0	5159.1	4506.9	8149.1	0.0	0.0	6595.8	3827.3	0.0	2616.9	0.0	0.0
25776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25777	40328.7	24133.8	41848.2	23851.3	30904.7	32392.4	37028.4	27734.7	32023.8	28227.5	17980.4	27482.0
25774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	554.6	0.0	0.0
642629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
554313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3646	28379.8	43459.8	29801.6	32356.7	31653.9	46994.8	25461.8	20370.1	26272.9	28531.6	45764.5	18800.4
3643	0.0	0.0	11230.8	3987.6	10508.2	5969.1	5404.3	0.0	10064.1	2133.3	4956.4	5330.5
3642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3640	0.0	0.0	0.0	0.0	0.0	3824.0	0.0	0.0	0.0	0.0	0.0	0.0
2550	4774.6	0.0	0.0	0.0	4518.8	0.0	0.0	0.0	15763.0	0.0	0.0	8967.9
2551	0.0	0.0	0.0	0.0	0.0	2117.9	3021.7	2865.8	0.0	0.0	0.0	1570.9
2553	0.0	0.0	0.0	0.0	0.0	0.0	1328.9	0.0	0.0	3774.5	0.0	1794.1
2554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2559	3030.9	0.0	0.0	0.0	0.0	0.0	0.0	2101.0	1149.3	0.0	0.0	0.0
57234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	974.8	0.0	1771.5
57235	0.0	0.0	0.0	4066.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5018	7719.1	4246.6	4119.9	3878.6	4827.6	6886.6	6202.6	5966.0	4293.0	3329.1	5082.5	3981.1
100272147	0.0	0.0	0.0	0.0	0.0	0.0	2324.9	0.0	0.0	2380.6	0.0	2518.4
94134	0.0	0.0	0.0	0.0	2393.7	0.0	0.0	3376.0	0.0	1934.0	4100.7	0.0
100507387	2415.4	0.0	0.0	3006.7	0.0	0.0	2059.8	0.0	4852.0	0.0	0.0	2993.8
442920	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
90627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
919	0.0	0.0	3691.0	0.0	0.0	0.0	0.0	5732.8	0.0	1901.6	0.0	2948.8
915	4948.6	0.0	4623.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
914	0.0	0.0	3947.2	23916.6	0.0	0.0	0.0	3310.7	0.0	2241.6	0.0	0.0
917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
916	5358.5	4801.2	4166.7	0.0	0.0	0.0	2560.8	5432.0	0.0	0.0	0.0	3380.5
9542	0.0	0.0	0.0	5431.1	6380.4	0.0	0.0	1621.4	0.0	0.0	0.0	0.0
910	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9540	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9541	0.0	0.0	0.0	0.0	1894.1	0.0	3262.8	0.0	0.0	1638.3	0.0	2628.5
285282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4378.1	0.0
64210	3679.4	5138.0	4648.7	5388.4	2960.3	0.0	2451.7	3938.6	0.0	3696.9	7249.7	3546.7
440073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100528018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100528019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
100528016	0.0	0.0	3498.9	0.0	4722.5	0.0	0.0	0.0	0.0	4356.2	0.0	0.0
196740	0.0	0.0	0.0	0.0	2042.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
728912	10931.6	16706.8	11618.4	15518.8	7246.2	6236.2	0.0	10565.2	27901.6	5727.3	17004.4	8712.7
89795	0.0	0.0	0.0	0.0	2448.8	0.0	0.0	0.0	2670.5	0.0	0.0	0.0
10001	0.0	0.0	0.0	0.0	0.0	0.0	587.4	979.8	0.0	1005.2	0.0	0.0
79080	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79084	0.0	0.0	0.0	6501.2	2948.1	0.0	2050.1	0.0	0.0	0.0	0.0	0.0
7168	3515.8	0.0	3542.6	0.0	0.0	4096.1	0.0	0.0	2359.5	0.0	6645.8	4652.7
7169	0.0	0.0	5215.9	0.0	0.0	0.0	2241.5	4297.5	0.0	0.0	5099.5	835.1
7162	0.0	0.0	2759.6	0.0	0.0	4570.0	0.0	0.0	4550.1	0.0	0.0	0.0
7163	0.0	3129.3	0.0	0.0	0.0	4493.3	1108.6	0.0	0.0	0.0	2715.9	0.0
7166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7167	13090.3	0.0	7805.3	10183.2	0.0	0.0	8764.1	11199.8	0.0	4195.4	8765.0	5559.1
7164	0.0	0.0	0.0	0.0	364.7	0.0	1444.7	0.0	0.0	0.0	0.0	0.0
7165	5326.8	7427.5	3913.0	8082.3	9701.3	7091.2	3679.6	3800.6	19449.4	6920.5	0.0	4380.1
501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4664.9	0.0	0.0
8079	0.0	0.0	0.0	0.0	0.0	0.0	8753.6	0.0	0.0	4787.9	0.0	4433.6
8078	0.0	0.0	4795.3	9262.8	5426.1	0.0	0.0	3746.5	0.0	4031.4	8894.0	5474.0
56948	8126.0	18307.6	8359.5	15214.7	6958.4	12672.5	12069.5	11485.6	15019.7	12057.4	14397.2	10109.8
1213	0.0	3286.1	0.0	4370.4	0.0	0.0	0.0	8042.2	0.0	3452.0	8874.8	0.0
8073	13370.6	14533.9	13205.5	12885.0	11097.7	10086.1	16980.0	14670.5	7908.9	13529.8	15792.5	15706.9
8076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
729966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
727905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1806	4079.6	0.0	2427.1	0.0	0.0	4661.3	3473.3	0.0	0.0	2925.3	0.0	2193.8
636	0.0	0.0	2139.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1445	18620.1	26154.2	20319.7	23858.0	17931.6	32878.9	22211.1	23585.2	20289.0	24518.8	18972.1	18884.4
1444	68009.9	0.0	72597.4	153491.7	0.0	0.0	0.0	13679.4	0.0	21458.6	0.0	49834.4
1443	0.0	0.0	0.0	0.0	1494.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1117	0.0	0.0	5951.1	0.0	0.0	0.0	0.0	0.0	3625.4	0.0	5648.5	0.0
1116	0.0	0.0	0.0	0.0	0.0	0.0	913.1	0.0	0.0	0.0	0.0	0.0
1119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23036	6263.0	4462.4	6299.6	5631.2	0.0	0.0	4069.8	7940.1	3931.8	6688.0	5705.1	5739.6
23035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23032	4668.0	6337.0	4507.4	1968.1	6249.6	1833.8	3734.0	2964.4	5940.3	5420.6	0.0	6984.7
23031	4224.0	0.0	2710.8	0.0	4049.2	0.0	4231.7	2661.9	0.0	2237.5	0.0	3230.1
1448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.3	0.0	0.0
23643	0.0	0.0	2265.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1033.1
23644	4797.6	0.0	5590.2	3390.6	0.0	6235.6	6618.9	5644.9	0.0	7670.7	0.0	6033.9
2005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23645	6326.0	5608.5	17339.4	7348.3	0.0	7827.7	3658.0	12781.3	30428.8	12706.3	6584.7	8821.3
26509	0.0	0.0	2280.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23646	0.0	0.0	4502.7	0.0	3333.9	3483.1	0.0	0.0	0.0	1262.4	0.0	0.0
4584	1655.1	0.0	0.0	9487.1	0.0	0.0	0.0	0.0	0.0	0.0	6029.7	0.0
23131	0.0	0.0	0.0	0.0	0.0	0.0	1718.0	0.0	0.0	1934.0	0.0	2417.8
100653086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4852	0.0	3457.8	16779.9	2062.9	10592.0	0.0	15420.9	5440.4	12682.5	707.8	0.0	3453.7
